OBJECTID,LAND,BEZ,LOR_ab_2021,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,ULICHTVERH,IstRad,IstPKW,IstFuss,IstKrad,IstGkfz,IstSonstige,USTRZUSTAND,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84
219249,11,3,3701658,2021,11,18,2,3,0,3,2,0,1,0,1,0,0,1,800202,742,5829640,204
219248,11,7,7501134,2021,12,19,7,3,6,2,2,0,1,1,0,0,0,1,798479,5317,5819049,219
219247,11,4,4100101,2021,12,17,4,3,5,2,2,0,1,0,0,0,0,0,793352,6128,5829680,195
219246,11,4,4501041,2021,12,15,7,3,5,2,1,0,1,0,1,0,0,1,792950,395,5825362,81
219243,11,11,11501339,2021,12,9,5,3,3,6,0,0,1,0,0,0,1,2,807182,1,5825602,793
219241,11,1,1100308,2021,12,22,5,3,1,5,2,0,1,0,0,0,0,1,796605,7279,5829088,391
219240,11,10,10200524,2021,12,5,1,3,1,5,2,0,1,0,0,0,0,2,812275,3654,5830609,751
219239,11,7,7200409,2021,12,20,7,2,5,7,2,0,1,0,0,0,0,2,795262,58,5824374,901
219238,11,1,1300733,2021,11,22,3,3,2,6,2,0,1,0,0,0,0,1,797163,3962,5831385,88
219237,11,2,2200208,2021,12,7,2,3,6,4,2,0,1,1,0,0,0,0,797529,4622,5824997,119
219235,11,11,11100204,2021,12,19,3,3,2,2,2,0,1,0,0,0,0,1,805955,9268,5833701,602
219233,11,7,7100205,2021,12,13,7,3,3,6,0,0,1,0,1,0,0,1,796467,22,5824883,82
219230,11,7,7200307,2021,12,10,3,3,6,7,0,0,0,1,0,0,1,0,794935,9206,5824544,661
219229,11,7,7100101,2021,12,19,4,3,6,2,2,0,1,1,0,0,0,0,794592,1948,5825505,265
219228,11,1,1100205,2021,12,19,4,3,5,7,2,0,1,0,0,0,0,0,796971,936,5826718,537
219226,11,7,7300516,2021,12,18,5,3,6,7,2,0,0,1,0,0,1,0,793975,8208,5821706,891
219225,11,6,6400841,2021,12,7,5,3,6,2,2,0,1,1,0,0,0,0,789616,5637,5818717,717
219223,11,6,6400839,2021,11,15,2,3,5,3,1,0,1,0,0,0,1,1,788237,3736,5818274,27
219221,11,4,4500939,2021,12,18,4,3,5,2,1,1,1,0,0,0,0,0,792439,7595,5824095,448
219220,11,9,9100306,2021,12,21,4,2,8,1,2,0,1,0,0,0,0,0,803124,462,5820953,915
219219,11,7,7300619,2021,12,17,2,3,5,2,2,0,1,0,1,0,0,1,794980,7954,5822325,17
219217,11,4,4501042,2021,12,17,7,3,6,4,2,0,0,1,0,0,1,0,793999,8532,5826182,642
219216,11,1,1100102,2021,11,18,3,3,0,6,2,0,1,0,1,0,0,1,795066,8666,5827221,642
219215,11,9,9200715,2021,12,11,2,2,6,2,0,0,1,1,0,0,0,0,809320,9583,5818504,317
219214,11,1,1100102,2021,12,9,2,3,0,5,0,1,1,0,0,0,0,1,796973,1702,5826579,744
219213,11,3,3500934,2021,12,18,2,3,6,4,2,0,1,1,0,0,0,1,800861,7599,5831744,251
219211,11,8,8100105,2021,12,19,4,3,2,6,2,0,1,0,0,0,0,0,800969,46,5822243,603
219209,11,11,11400929,2021,12,13,5,3,5,3,0,0,1,0,0,0,0,1,805144,5837,5827041,31
219207,11,8,8300934,2021,12,18,5,3,5,2,2,0,1,0,0,0,1,1,802872,1491,5818247,365
219206,11,10,10400835,2021,12,16,2,2,6,4,2,0,1,1,0,0,0,1,811853,9804,5829751,936
219205,11,12,12601134,2021,12,15,2,3,0,7,1,0,1,0,0,0,1,0,795072,5596,5837284,16
219204,11,12,12200308,2021,12,14,5,3,5,3,0,0,1,0,0,0,0,0,792810,85,5833870,557
219203,11,2,2300417,2021,12,13,3,3,3,6,0,0,1,0,0,0,1,0,800722,271,5825637,564
219201,11,5,5200629,2021,12,10,5,3,0,3,0,0,1,0,1,0,0,0,784466,2997,5828739,713
219200,11,5,5200629,2021,12,11,6,3,5,2,0,0,1,0,0,0,0,0,784452,915,5828671,699
219198,11,1,1200522,2021,12,8,6,3,2,6,0,0,1,0,0,0,0,2,793730,713,5828121,725
219195,11,4,4501153,2021,12,17,2,3,6,4,2,0,1,1,0,0,0,0,794184,6225,5823924,224
219194,11,6,6300524,2021,12,9,3,2,1,5,0,0,1,0,0,0,0,0,788276,492,5817552,956
219193,11,5,5100209,2021,12,18,4,3,5,2,2,1,1,0,0,0,0,0,783320,2118,5830271,905
219192,11,12,12500930,2021,12,21,2,3,5,3,2,0,1,0,0,0,0,1,793947,866,5835309,195
219190,11,1,1100310,2021,12,12,6,3,1,5,0,1,1,0,0,0,0,0,799021,6282,5828725,878
219189,11,3,3601451,2021,12,17,5,2,5,3,2,1,1,0,0,0,0,0,801364,4615,5829700,555
219188,11,7,7300516,2021,12,18,3,3,5,2,2,1,1,0,0,0,0,0,793996,52,5821562,277
219186,11,6,6200311,2021,12,7,4,3,2,6,2,0,1,0,0,0,0,1,795778,4558,5818171,79
219185,11,8,8200832,2021,12,18,6,3,5,2,2,0,1,0,1,0,0,0,801616,9395,5817424,937
219183,11,8,8100102,2021,12,17,7,3,2,1,2,0,1,0,0,0,0,2,800498,2262,5823504,97
219180,11,5,5100316,2021,12,16,3,3,0,1,2,1,0,0,0,0,0,0,784841,5142,5829023,437
219179,11,9,9501940,2021,12,8,4,3,1,1,1,0,1,0,0,0,0,1,811736,4895,5821611,547
219178,11,9,9300920,2021,12,17,3,3,6,4,2,0,1,1,0,0,0,0,808563,9402,5817462,519
219177,11,6,6100102,2021,12,14,6,3,2,6,0,0,1,0,0,0,0,0,793625,5291,5820608,89
219175,11,3,3501038,2021,12,14,5,2,6,4,0,1,0,1,0,0,0,0,803615,186,5832300,29
219174,11,1,1300836,2021,12,16,1,3,2,6,2,0,1,0,0,0,0,1,796843,9981,5830310,166
219172,11,1,1401046,2021,11,20,3,2,6,2,2,0,0,1,0,0,1,1,794633,3388,5829886,316
219170,11,8,8100208,2021,12,11,3,3,6,2,0,0,1,1,0,0,0,2,801643,43,5822555,927
219169,11,11,11200512,2021,12,16,2,3,5,3,1,1,1,0,0,0,0,1,804119,9972,5831901,379
219168,11,2,2100106,2021,12,11,1,3,2,6,0,0,1,0,0,0,0,0,799824,7533,5825702,858
219167,11,11,11501340,2021,12,12,5,3,1,5,0,1,1,0,0,0,0,0,807478,4507,5825672,24
219166,11,8,8100521,2021,12,0,3,3,3,6,2,0,1,0,0,1,0,1,802117,7878,5822036,586
219164,11,12,12500929,2021,12,13,7,3,0,7,0,0,1,0,0,0,1,1,794060,3812,5838160,831
219163,11,6,6200422,2021,11,15,3,3,5,3,0,1,1,0,0,0,0,1,794732,667,5816291,921
219162,11,10,10100208,2021,12,5,2,3,6,2,2,0,1,1,0,0,0,1,808512,8496,5832430,605
219161,11,2,2300417,2021,12,16,2,3,6,4,2,0,1,1,0,0,0,1,800598,532,5825202,629
219159,11,1,1100103,2021,12,15,3,3,2,1,0,0,1,0,0,0,0,1,795181,1899,5825903,644
219157,11,6,6300527,2021,12,23,5,3,1,6,2,0,1,0,0,0,0,1,790141,1196,5817517,451
219154,11,6,6300525,2021,12,11,2,2,2,6,0,0,1,0,0,0,0,1,788895,757,5816149,104
219153,11,1,1100207,2021,12,22,3,2,5,3,2,0,1,0,1,0,0,1,797902,2139,5826578,639
219152,11,8,8100415,2021,12,7,4,2,6,2,2,0,1,1,0,0,0,1,802031,5917,5823469,903
219151,11,9,9200716,2021,12,18,2,3,2,6,2,1,1,0,0,0,0,0,808926,2858,5819367,187
219149,11,9,9100407,2021,12,7,5,3,1,5,1,0,1,0,0,0,1,1,804749,9737,5821630,333
219148,11,1,1300835,2021,12,15,5,3,0,2,0,1,0,0,0,0,1,0,797543,7486,5829414,747
219146,11,10,10100103,2021,12,8,6,3,5,3,0,0,1,0,0,0,0,2,809126,4824,5833832,585
219143,11,1,1100310,2021,12,19,3,3,5,2,2,0,1,0,0,0,0,0,799244,9213,5828468,799
219142,11,11,11300620,2021,12,8,5,3,5,7,1,0,1,0,0,0,1,0,803671,124,5829503,973
219141,11,8,8100521,2021,12,6,2,3,5,2,2,0,1,0,0,0,0,1,803663,712,5822281,351
219140,11,2,2100101,2021,12,9,4,3,6,2,0,0,1,1,0,0,0,0,797386,183,5826168,983
219139,11,9,9100306,2021,12,14,2,3,2,6,0,0,1,0,0,0,1,1,803847,2501,5820991,857
219137,11,6,6300528,2021,12,14,5,3,6,4,0,0,1,1,0,0,0,0,790149,6988,5815444,686
219136,11,12,12200412,2021,12,11,7,3,6,2,0,0,1,1,0,0,0,0,790957,8978,5833786,623
219134,11,1,1100207,2021,11,19,2,3,2,6,1,0,1,0,0,0,0,1,798348,2208,5827454,837
219133,11,11,11400930,2021,12,18,1,3,5,2,2,0,1,0,0,0,0,1,806140,8415,5826705,681
219132,11,8,8401241,2021,12,19,4,3,5,3,2,0,1,0,0,0,1,1,804526,5821,5819220,605
219130,11,11,11400929,2021,12,8,6,2,2,2,1,1,0,0,0,0,1,1,805129,6881,5826182,817
219129,11,11,11300722,2021,12,16,2,3,6,4,2,0,1,1,0,0,0,1,804293,6493,5828442,61
219128,11,1,1100308,2021,12,14,6,3,2,6,0,1,1,0,0,0,0,0,797562,466,5828652,282
219125,11,11,11300620,2021,12,18,6,3,6,2,2,0,1,1,0,0,0,1,803705,7,5829526,437
219124,11,2,2200210,2021,12,1,7,3,5,3,2,0,1,0,0,0,0,1,798947,1888,5825237,234
219123,11,1,1300732,2021,12,22,7,3,2,6,2,0,1,0,0,0,1,0,797230,3653,5832070,156
219122,11,11,11300722,2021,11,9,3,3,5,7,0,0,1,0,0,0,1,1,803266,3822,5828618,931
219121,11,11,11400928,2021,12,16,2,3,6,7,2,1,0,1,0,0,0,0,804255,7715,5826157,396
219120,11,1,1200623,2021,12,9,1,3,6,4,0,0,0,1,0,0,1,2,795024,1206,5829152,12
219118,11,11,11300721,2021,11,7,3,2,3,6,2,0,0,0,1,0,1,1,805784,7688,5830099,77
219116,11,10,10300733,2021,12,10,3,3,2,7,0,0,0,0,0,0,1,0,808485,1952,5826954,188
219115,11,3,3200308,2021,12,12,1,2,0,7,0,0,1,0,0,0,0,1,798932,485,5837489,748
219114,11,1,1400938,2021,12,20,5,3,8,1,2,0,1,0,0,0,0,2,793706,122,5830574,885
219111,11,12,12601133,2021,12,17,6,3,0,4,2,0,0,1,0,0,1,1,794959,9668,5836488,833
219110,11,3,3601245,2021,12,16,6,3,5,2,1,1,1,0,0,0,0,0,800753,166,5831294,661
219109,11,9,9501939,2021,12,13,7,3,6,4,0,0,1,1,0,0,0,0,810720,1155,5821696,833
219108,11,4,4100102,2021,12,18,4,2,5,2,2,0,1,0,0,0,0,0,791428,143,5829180,568
219107,11,4,4200310,2021,12,14,2,3,6,7,0,0,1,1,0,0,0,0,789739,3243,5826425,442
219105,11,1,1100101,2021,12,12,4,3,5,2,0,1,1,0,0,0,0,1,794595,818,5826092,144
219104,11,5,5100316,2021,12,11,7,3,2,6,0,0,1,0,0,0,0,1,784529,3615,5829038,789
219102,11,1,1200522,2021,12,14,5,3,5,3,0,0,0,0,0,0,1,2,794220,3733,5828299,948
219099,11,2,2300314,2021,12,5,2,2,6,4,2,0,1,1,0,0,0,1,800113,2699,5825902,784
219098,11,1,1100102,2021,12,16,3,3,2,6,1,0,1,0,0,0,1,1,795190,819,5826849,772
219097,11,2,2500831,2021,12,19,4,3,5,3,2,1,1,0,0,0,0,1,802909,8266,5827126,95
219096,11,6,6200316,2021,12,16,2,3,2,6,1,0,1,0,0,0,0,1,796035,8051,5817626,245
219094,11,2,2200208,2021,12,14,5,3,1,5,0,1,1,0,0,0,0,0,797571,506,5825226,525
219093,11,2,2200212,2021,12,7,5,3,5,2,1,1,1,0,0,0,0,1,799211,9186,5824554,308
219091,11,2,2400521,2021,12,22,7,3,2,2,2,0,1,0,0,0,0,1,801249,38,5827831,795
219088,11,7,7200413,2021,12,13,3,3,2,6,0,1,1,0,0,0,0,2,796279,654,5823192,468
219087,11,8,8401243,2021,12,17,4,3,5,3,1,0,1,0,0,0,1,1,805237,3995,5818125,494
219086,11,1,1100103,2021,12,14,7,3,2,6,0,1,1,0,0,0,0,1,795733,818,5825710,36
219085,11,11,11100308,2021,12,19,6,3,0,1,2,0,0,0,1,0,0,1,803831,8104,5833458,742
219084,11,4,4501148,2021,12,15,7,3,5,2,1,0,1,0,0,0,0,1,792822,2127,5823226,204
219082,11,1,1400939,2021,12,16,6,2,6,4,1,0,1,1,0,0,0,0,795258,419,5831724,937
219080,11,3,3601450,2021,11,17,2,2,2,1,1,0,1,0,0,0,0,1,802178,4763,5829421,891
219079,11,10,10400940,2021,12,11,2,3,2,6,0,0,1,0,0,0,1,0,811996,9846,5826878,2
219078,11,1,1100103,2021,12,17,3,3,1,5,2,1,1,0,0,0,0,0,795990,139,5825611,208
219077,11,9,9502043,2021,12,23,1,3,1,5,2,0,1,0,0,0,0,1,810709,1884,5822817,187
219075,11,4,4501146,2021,12,16,7,3,5,2,1,0,1,0,0,0,0,0,793306,2356,5823613,105
219074,11,6,6100205,2021,12,18,3,3,5,2,2,0,1,0,0,0,1,1,795027,4297,5820019,771
219072,11,10,10100311,2021,12,9,5,2,4,1,0,0,1,0,0,1,0,2,806989,5413,5829863,702
219070,11,11,11400931,2021,12,14,5,3,5,3,0,0,1,0,0,0,0,1,806433,1243,5826876,342
219069,11,3,3601245,2021,12,8,2,3,6,2,0,0,1,1,0,0,0,0,800576,1523,5831436,245
219068,11,9,9100304,2021,12,21,1,3,5,2,2,1,1,0,0,0,0,0,804400,9701,5821740,454
219067,11,1,1401046,2021,11,7,3,3,6,2,0,0,1,1,0,0,0,1,794607,999,5829879,568
219066,11,2,2400521,2021,12,17,2,3,0,2,2,1,0,0,0,0,1,0,800720,6002,5827900,912
219064,11,11,11400927,2021,12,16,5,3,5,3,1,1,1,0,0,0,0,0,803625,753,5826564,89
219062,11,1,1300732,2021,12,19,7,3,6,2,2,0,1,1,0,0,0,0,797290,3627,5832218,682
219059,11,9,9100306,2021,12,18,3,3,2,6,2,0,1,0,0,0,0,1,804043,1716,5821223,719
219058,11,1,1100416,2021,12,23,4,2,3,6,2,0,1,0,0,0,0,1,798097,332,5829959,564
219057,11,3,3200204,2021,12,18,4,3,5,2,2,0,1,0,0,0,0,0,798053,6325,5837197,317
219055,11,12,12601235,2021,12,21,5,3,6,2,2,0,1,1,0,0,0,0,795281,15,5836353,431
219054,11,8,8100310,2021,12,10,6,3,6,4,0,0,1,1,0,0,0,0,800075,374,5825349,19
219052,11,2,2500727,2021,12,13,5,3,5,3,0,1,1,0,0,0,0,0,802452,6841,5828277,343
219050,11,4,4501045,2021,12,16,5,3,6,4,2,0,1,1,0,0,0,2,794160,8973,5825329,466
219047,11,1,1100206,2021,12,14,1,3,2,7,0,1,1,0,0,0,0,0,798086,7468,5827100,627
219046,11,4,4501153,2021,12,20,4,2,6,2,2,0,1,1,0,0,0,1,794011,3712,5823918,104
219045,11,10,10200629,2021,12,15,5,3,6,4,0,0,1,1,0,0,0,0,810919,7444,5829224,856
219044,11,8,8401242,2021,12,10,3,3,6,2,0,0,1,1,0,0,0,0,805263,6699,5817256,579
219042,11,1,1200522,2021,12,7,5,2,6,4,1,0,0,1,0,0,1,0,793977,5403,5828102,607
219041,11,3,3601348,2021,12,19,5,3,1,5,2,1,1,0,0,0,0,1,799908,7064,5830651,21
219039,11,1,1300836,2021,12,17,7,3,5,2,1,0,1,0,0,0,0,0,796855,748,5830645,124
219037,11,2,2500728,2021,12,21,3,3,5,2,2,0,1,0,1,0,0,0,803006,7066,5828276,937
219036,11,6,6300527,2021,12,19,4,3,6,2,2,0,1,1,0,0,0,1,790769,5335,5817690,62
219035,11,4,4400833,2021,12,16,6,3,5,3,2,0,1,0,0,0,0,1,792555,5113,5821846,981
219033,11,10,10100208,2021,12,13,6,3,5,3,0,1,1,0,0,0,0,0,808965,763,5832424,12
219032,11,2,2300316,2021,11,14,2,3,2,6,0,0,1,0,0,0,0,0,801268,7995,5826184,266
219031,11,9,9300920,2021,12,23,7,3,0,4,2,0,0,1,0,0,1,1,808824,6101,5817895,778
219030,11,6,6200311,2021,12,17,4,3,2,6,2,0,1,0,0,0,0,0,795776,6193,5818989,255
219029,11,4,4501149,2021,12,16,2,3,5,2,2,1,1,0,0,0,0,1,793455,4501,5824450,774
219027,11,4,4500939,2021,12,7,3,3,5,7,2,0,1,0,1,0,0,1,791733,262,5824406,689
219026,11,2,2300314,2021,12,21,5,3,5,3,2,1,1,0,0,0,0,1,800282,765,5826084,578
219024,11,3,3400725,2021,12,12,5,2,2,1,0,0,1,0,0,0,0,1,800056,678,5835750,837
219023,11,4,4501041,2021,12,14,2,3,0,7,0,1,1,0,0,0,0,0,793216,2401,5825638,958
219022,11,5,5200632,2021,12,17,2,3,3,6,2,0,1,0,0,0,1,2,786020,1718,5828014,7
219021,11,7,7400823,2021,12,18,4,3,1,5,2,1,1,0,0,0,0,1,797113,302,5820703,762
219020,11,3,3601243,2021,12,19,2,3,0,1,2,1,0,0,0,0,0,0,799655,2006,5831221,998
219018,11,8,8100417,2021,12,17,3,3,6,7,1,0,1,1,0,0,0,1,801946,3201,5822735,172
219016,11,6,6300526,2021,12,15,6,3,5,2,1,1,1,0,0,0,0,1,789392,593,5817909,279
219013,11,1,1200628,2021,12,8,2,3,2,6,0,0,1,0,0,0,0,1,795849,1849,5828275,623
219012,11,5,5300737,2021,12,5,4,3,5,2,2,0,1,0,0,0,1,1,787947,4609,5830040,189
219011,11,1,1100102,2021,12,12,7,3,6,6,0,1,0,1,0,0,0,1,795644,5559,5827469,99
219010,11,12,12200412,2021,12,23,4,3,6,2,2,0,1,1,0,0,0,0,791269,3782,5834146,672
219008,11,11,11200514,2021,12,18,5,3,6,2,2,0,1,1,0,0,0,0,803356,8817,5830040,791
219007,11,4,4300622,2021,12,13,5,2,0,1,0,0,0,0,1,0,0,1,793162,7905,5826880,396
219005,11,4,4300619,2021,11,9,2,3,2,2,0,0,1,0,0,0,0,1,792159,15,5827317,975
219003,11,4,4400728,2021,12,16,4,3,0,7,2,0,1,0,0,0,1,0,790670,8647,5823108,33
219002,11,1,1300835,2021,12,20,4,3,2,6,2,0,1,0,0,0,0,1,797520,964,5829439,884
219001,11,6,6100209,2021,12,18,2,3,6,4,2,0,1,1,0,0,0,1,794766,3632,5821091,963
218999,11,4,4200310,2021,12,17,6,3,0,1,2,0,0,0,1,0,0,0,790030,4715,5826140,142
218998,11,8,8100208,2021,11,8,3,3,5,3,0,0,1,0,0,0,0,1,801024,4337,5822488,339
218997,11,9,9501737,2021,12,15,2,3,5,3,0,1,1,0,0,0,0,0,814187,4122,5821209,314
218996,11,11,11300619,2021,12,18,2,3,2,2,1,0,1,0,0,0,1,1,803847,7608,5828856,366
218993,11,7,7601339,2021,11,16,2,2,6,4,2,0,1,1,0,0,0,1,795654,8222,5816076,433
218991,11,4,4400835,2021,12,11,3,3,5,2,0,1,1,0,0,0,0,0,793378,1772,5822277,386
218990,11,4,4501045,2021,12,20,5,3,2,6,2,1,1,0,0,0,0,1,794190,3267,5825422,896
218988,11,10,10400940,2021,12,0,7,3,3,6,2,0,1,0,0,0,0,1,812731,58,5825555,102
218987,11,8,8100415,2021,11,12,3,3,5,7,0,0,1,0,0,0,0,1,802019,8613,5823455,21
218986,11,2,2400521,2021,12,8,2,3,0,1,0,1,0,0,0,0,0,2,801277,4045,5827949,287
218985,11,2,2200208,2021,12,12,2,3,2,6,0,0,1,0,0,0,0,1,797582,5846,5825307,207
218983,11,1,1300730,2021,12,17,3,3,6,2,2,0,1,1,0,0,0,1,796161,8571,5832284,683
218982,11,6,6200419,2021,12,18,4,2,5,3,2,0,1,0,0,0,0,0,793423,4599,5816125,784
218980,11,2,2100106,2021,12,0,5,3,5,2,2,0,1,0,0,0,0,0,799068,2164,5825601,488
218979,11,8,8200726,2021,12,15,2,3,2,7,1,0,1,0,0,0,0,0,801680,4412,5820126,915
218978,11,7,7501031,2021,12,14,7,3,2,2,0,0,1,0,0,0,0,0,798474,5411,5819896,472
218977,11,11,11501341,2021,12,18,4,3,2,6,2,0,1,0,0,0,0,1,807211,663,5823866,1
218976,11,1,1100207,2021,12,15,3,3,5,2,0,1,1,0,0,0,0,0,798894,4334,5827353,316
218974,11,11,11100309,2021,12,19,5,3,6,4,2,0,1,1,0,0,0,0,805281,2251,5833241,68
218972,11,4,4300623,2021,12,12,6,3,0,1,0,0,0,0,1,0,0,2,792734,7259,5826298,374
218969,11,6,6200315,2021,12,17,3,3,2,6,2,0,1,0,0,0,0,0,795255,5449,5817505,433
218968,11,4,4501042,2021,12,16,7,3,3,6,1,0,1,0,0,0,0,1,794005,8641,5825595,156
218967,11,11,11200411,2021,12,12,4,3,5,2,0,1,1,0,0,0,0,1,805160,1561,5831623,82
218966,11,7,7501030,2021,12,18,3,3,3,6,0,0,1,0,0,1,0,0,798008,675,5819646,649
218964,11,3,3200308,2021,12,11,6,3,5,2,0,0,1,0,0,0,0,0,800178,1515,5836542,698
218963,11,7,7601442,2021,12,18,1,3,5,2,2,0,1,0,0,0,0,1,799258,9138,5816264,296
218961,11,7,7601341,2021,11,18,3,3,2,6,2,0,1,0,0,1,0,1,797950,5411,5815763,981
218959,11,2,2200208,2021,12,14,3,3,6,2,0,0,1,1,0,0,0,0,797844,6922,5824926,4
218958,11,9,9200614,2021,12,3,1,3,0,7,2,0,1,0,0,0,0,2,808430,3014,5820670,789
218957,11,11,11100308,2021,12,14,5,2,6,4,0,0,0,1,0,0,1,0,805208,8814,5833331,496
218956,11,7,7400823,2021,12,16,6,3,5,2,2,0,1,0,1,0,0,0,796923,1382,5822282,243
218953,11,4,4400833,2021,12,11,6,3,2,2,0,0,1,0,0,0,0,1,792414,5302,5822815,987
218952,11,9,9401432,2021,12,9,6,3,3,6,0,1,1,0,0,0,0,1,812305,4813,5820336,484
218951,11,12,12100205,2021,12,10,4,3,5,2,0,0,1,0,0,0,0,1,794847,1703,5833755,675
218950,11,8,8200726,2021,12,17,7,3,6,4,1,1,0,1,0,0,0,1,801534,5944,5820175,914
218948,11,2,2100102,2021,12,23,3,3,5,3,2,0,1,0,0,0,0,1,798311,396,5825627,62
218946,11,3,3601141,2021,12,12,5,3,3,6,0,1,0,0,0,0,0,1,798693,5279,5831792,724
218943,11,4,4200308,2021,12,15,2,3,5,2,2,0,1,0,0,0,0,0,790352,5248,5827302,46
218942,11,10,10200629,2021,12,0,3,3,5,2,2,0,1,0,0,0,0,0,811312,858,5828506,6
218941,11,4,4501041,2021,12,16,4,3,5,3,1,0,1,0,0,0,0,1,792964,4366,5825559,893
218940,11,6,6400735,2021,12,14,2,3,5,3,0,1,1,0,0,0,0,0,781877,3502,5813340,1
218938,11,1,1100309,2021,12,19,4,3,5,7,2,1,1,0,0,0,0,1,798626,544,5828992,229
218937,11,5,5100316,2021,12,7,5,3,5,2,2,0,1,0,0,0,0,1,783603,7197,5829148,599
218935,11,11,11200410,2021,12,12,6,3,5,7,0,0,1,0,0,0,0,1,804620,4936,5832783,459
218932,11,1,1100309,2021,12,14,3,3,5,3,0,0,1,0,0,0,0,0,798689,6931,5828665,334
218931,11,6,6200317,2021,12,12,5,3,5,3,0,0,1,0,0,0,0,1,796798,788,5818388,594
218930,11,4,4200308,2021,12,14,4,3,1,5,0,1,1,0,0,0,0,0,790118,7466,5826875,342
218929,11,5,5300736,2021,12,7,7,2,1,1,1,0,1,0,0,0,0,1,785439,4011,5829268,771
218927,11,10,10200627,2021,12,7,4,3,5,7,0,1,0,0,0,0,1,0,810998,5809,5829777,908
218925,11,4,4501042,2021,12,21,5,3,2,6,2,0,1,0,0,0,0,1,794310,8511,5825933,598
218924,11,11,11300618,2021,12,17,2,3,2,6,2,0,1,0,0,0,0,1,802382,3352,5829065,847
218923,11,8,8200624,2021,12,0,7,3,5,3,2,0,1,0,0,0,0,2,801181,5949,5820607,132
218922,11,11,11100205,2021,12,6,4,2,6,4,2,0,1,1,0,0,0,1,805626,1191,5833897,673
218921,11,4,4501043,2021,12,9,3,3,1,5,0,1,1,0,0,0,0,0,792415,285,5824976,608
218920,11,1,1200623,2021,12,13,2,3,5,3,0,1,0,0,0,0,1,1,795428,7637,5829541,795
218918,11,7,7400927,2021,12,17,5,3,2,6,2,0,1,0,0,0,0,0,798268,4508,5821911,124
218916,11,5,5100316,2021,12,22,6,3,5,3,2,1,1,0,0,0,0,1,785156,2051,5829360,15
218913,11,9,9200819,2021,12,20,2,3,0,1,2,1,0,0,0,0,0,1,810694,5389,5819568,485
218912,11,6,6200311,2021,12,17,7,3,2,6,1,0,1,0,0,0,0,1,795853,3334,5818153,11
218911,11,3,3601453,2021,12,10,3,3,5,3,0,0,1,0,0,0,0,0,802802,8117,5828641,649
218910,11,5,5300735,2021,12,8,4,2,5,2,0,0,1,0,0,0,0,0,786434,159,5831177,738
218909,11,1,1400937,2021,12,16,7,3,6,2,1,0,1,1,0,0,0,1,793672,1624,5832252,13
218907,11,8,8100314,2021,12,14,5,3,5,3,0,1,1,0,0,0,0,0,800827,7813,5824174,12
218905,11,4,4400835,2021,11,14,2,3,1,5,0,1,1,0,0,0,0,1,793209,5332,5822517,693
218903,11,1,1100207,2021,12,6,3,3,5,3,2,0,1,0,0,0,1,1,797998,8611,5826794,656
218902,11,3,3501038,2021,12,15,1,3,1,5,1,1,1,0,0,0,0,0,803428,7461,5831533,259
218900,11,1,1300733,2021,12,17,6,3,5,3,2,0,1,0,0,0,0,1,797688,544,5831312,711
218899,11,7,7200411,2021,12,13,3,3,5,2,0,1,0,0,0,0,1,1,795825,6195,5824101,365
218896,11,5,5200629,2021,12,18,6,3,6,4,2,0,1,1,0,0,0,1,784706,6276,5828611,715
218895,11,6,6300632,2021,12,19,1,3,1,5,2,0,1,0,0,0,0,1,792489,3401,5817034,41
218894,11,7,7601339,2021,12,19,1,3,6,2,2,0,1,1,0,0,0,0,795812,3711,5816037,487
218893,11,1,1300733,2021,11,22,3,3,6,4,2,0,0,1,0,0,1,1,797165,3648,5831781,5
218892,11,9,9200510,2021,12,10,2,3,5,2,0,1,1,0,0,0,0,0,805783,5816,5822862,953
218890,11,12,12601235,2021,12,8,5,3,6,2,0,0,0,1,0,0,1,1,795280,757,5836355,1
218888,11,10,10100311,2021,12,5,5,3,3,6,2,0,1,0,0,0,1,0,807160,8139,5830529,519
218885,11,7,7601237,2021,12,16,1,3,6,2,2,0,1,1,0,0,0,1,797277,4121,5816952,273
218884,11,6,6400843,2021,12,20,3,3,1,7,2,0,1,0,0,0,0,1,792263,9573,5820600,291
218883,11,4,4100101,2021,12,13,7,3,5,2,0,0,1,0,0,0,0,1,791284,958,5830676,183
218882,11,1,1100308,2021,12,8,5,3,1,5,0,1,1,0,0,0,0,0,797078,2545,5829288,32
218881,11,1,1200625,2021,12,6,4,3,5,3,2,1,0,0,0,0,1,2,795144,3639,5828560,19
218879,11,8,8100521,2021,12,17,5,3,2,2,2,0,1,0,0,0,1,0,803804,9156,5821741,951
218878,11,4,4200205,2021,12,9,5,3,2,2,0,0,1,0,0,0,0,1,788127,2835,5826668,853
218876,11,1,1200623,2021,12,16,6,3,6,2,1,0,1,1,0,0,0,1,795047,5896,5829155,13
218873,11,1,1100205,2021,12,11,2,3,5,2,0,1,1,0,0,0,0,0,797252,6154,5827357,366
218872,11,10,10200630,2021,12,16,4,3,6,4,1,0,1,1,0,0,0,1,811567,3088,5828619,787
218871,11,8,8100415,2021,12,16,2,3,3,6,1,0,1,0,0,1,0,1,801492,3272,5823871,669
218870,11,2,2500727,2021,12,23,4,2,1,5,2,0,1,0,0,0,1,0,802281,338,5828323,437
