OBJECTID,LAND,BEZ,LOR_ab_2021,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,ULICHTVERH,IstRad,IstPKW,IstFuss,IstKrad,IstGkfz,IstSonstige,USTRZUSTAND,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84
215637,11,9,9300920,2021,9,11,6,3,5,3,0,0,1,0,0,0,0,0,809036,9201,5816419,171
215636,11,7,7100102,2021,9,11,4,3,0,3,0,0,1,0,1,0,0,0,795439,8206,5825668,805
215635,11,5,5100210,2021,9,19,4,3,6,4,1,1,0,1,0,0,0,1,783800,3349,5830587,674
215634,11,4,4501153,2021,8,16,5,3,5,2,0,0,1,0,0,0,0,0,793891,2385,5823091,402
215633,11,1,1200626,2021,8,12,3,3,5,3,0,1,1,0,0,0,0,0,794996,65,5828280,5
215632,11,5,5300737,2021,9,15,7,3,0,6,0,0,1,0,0,0,1,0,787496,7025,5829889,938
215631,11,1,1400938,2021,9,18,4,2,1,5,0,0,1,0,0,0,0,0,794265,8461,5830932,104
215630,11,1,1200521,2021,9,11,3,3,0,1,0,0,0,0,0,0,1,0,793712,9315,5828451,377
215629,11,1,1100309,2021,9,9,7,3,1,5,0,1,1,0,0,0,0,1,798953,564,5828442,329
215628,11,9,9200510,2021,9,20,4,2,4,6,2,0,1,0,0,0,0,0,806606,8516,5822766,172
215627,11,11,11401137,2021,9,13,2,3,2,2,0,1,1,0,0,0,0,0,806769,8482,5825585,814
215626,11,1,1100312,2021,9,9,5,3,5,2,0,1,1,0,0,0,0,0,799003,1296,5827242,828
215625,11,10,10100312,2021,9,10,2,3,9,1,0,0,1,0,0,0,0,0,808324,6802,5830160,83
215624,11,10,10100312,2021,8,19,2,2,5,2,0,0,1,0,0,0,0,0,807834,3936,5829074,915
215623,11,7,7501134,2021,9,7,5,3,1,5,0,1,1,0,0,0,0,0,799130,4277,5817238,32
215622,11,11,11300725,2021,9,18,6,3,1,5,1,0,1,0,0,0,1,0,804916,6351,5827613,28
215621,11,1,1300733,2021,9,13,5,2,1,5,0,1,1,0,0,0,0,0,797099,4895,5831419,317
215620,11,2,2400625,2021,9,18,5,2,5,3,0,0,0,0,1,0,0,0,801464,5226,5827268,85
215619,11,7,7100101,2021,8,18,6,3,2,6,1,0,1,0,0,0,0,1,794666,793,5825764,154
215618,11,1,1100311,2021,8,13,4,3,5,3,0,0,0,0,0,0,1,0,799920,8123,5827922,131
215617,11,6,6300631,2021,9,4,1,3,0,7,2,0,1,0,0,0,0,0,790801,3999,5815550,277
215616,11,8,8100209,2021,9,16,5,3,5,2,0,0,1,0,1,0,0,0,801750,9625,5822053,976
215615,11,3,3500936,2021,9,9,4,3,0,7,0,1,0,0,0,0,0,0,802279,3153,5831443,248
215614,11,3,3100103,2021,9,18,2,2,5,3,0,0,1,0,0,0,0,0,804239,9045,5840165,329
215613,11,12,12200309,2021,8,7,1,3,5,3,0,0,1,0,0,0,1,1,793158,526,5832633,984
215612,11,5,5100316,2021,9,13,3,3,2,6,0,0,1,0,0,0,0,0,784793,7163,5828859,365
215611,11,2,2400624,2021,9,18,3,3,0,1,0,0,0,0,1,0,0,0,801806,407,5827211,169
215610,11,8,8100209,2021,8,16,3,3,2,3,0,1,1,0,0,0,0,0,801569,3496,5822310,614
215609,11,7,7601546,2021,9,14,6,2,0,1,0,0,1,0,0,0,0,0,798837,7667,5812857,959
215608,11,4,4300622,2021,9,8,5,3,5,2,0,1,1,0,0,0,0,0,792997,698,5826961,114
215607,11,7,7501029,2021,8,7,2,3,5,3,0,0,1,0,0,0,0,1,797679,7423,5819321,681
215606,11,5,5100315,2021,8,16,1,3,6,4,0,0,0,1,0,0,1,1,785034,459,5829550,443
215605,11,2,2100102,2021,9,14,2,2,1,5,0,1,0,0,0,0,1,0,797775,2466,5826440,176
215604,11,7,7300516,2021,9,12,1,3,1,5,0,1,1,0,0,0,0,0,794078,6982,5822042,602
215603,11,3,3100103,2021,8,7,3,2,5,3,0,1,1,0,0,0,0,1,804436,8459,5840691,497
215602,11,4,4300620,2021,9,22,6,2,6,4,2,0,0,1,1,0,0,0,793182,2601,5827778,583
215601,11,11,11300724,2021,10,14,6,3,0,3,0,0,1,0,0,0,1,0,804841,3825,5827755,497
215600,11,1,1300835,2021,9,16,3,3,5,2,0,1,1,0,0,0,0,0,797157,8218,5829878,553
215599,11,1,1100416,2021,9,13,3,3,0,5,0,0,1,0,1,0,0,0,798696,6588,5829216,591
215598,11,4,4501042,2021,9,12,3,3,0,5,0,0,1,0,1,0,0,1,794577,6671,5826053,37
215597,11,11,11401137,2021,8,16,5,3,5,3,0,1,1,0,0,0,0,0,806829,6444,5826249,948
215596,11,5,5100314,2021,8,17,3,3,1,5,0,1,1,0,0,0,0,0,785318,1595,5830260,397
215595,11,12,12100205,2021,9,17,6,3,2,6,0,0,1,0,1,0,0,0,794226,6017,5835427,573
215594,11,8,8200832,2021,9,15,4,3,2,6,0,0,1,0,0,0,0,0,801509,1549,5817662,418
215593,11,5,5100208,2021,9,5,3,3,5,3,1,1,1,0,0,0,0,0,781263,8775,5830777,911
215592,11,2,2100104,2021,9,21,6,3,2,6,2,0,1,0,0,0,0,0,799211,373,5826245,952
215591,11,1,1401043,2021,9,14,4,3,5,2,0,0,1,0,1,0,0,0,795684,3351,5830922,949
215590,11,7,7400823,2021,9,16,5,2,2,6,0,0,1,0,1,0,0,0,796831,1342,5822168,314
215589,11,6,6400844,2021,9,11,7,3,5,7,0,0,1,0,1,0,0,0,791289,575,5821860,182
215588,11,1,1100312,2021,8,21,7,3,5,2,2,1,1,0,0,0,0,0,798859,618,5826649,156
215587,11,3,3300413,2021,9,15,5,3,2,6,0,0,1,0,0,0,0,0,803369,3463,5838258,66
215586,11,2,2300419,2021,9,17,5,3,4,6,0,1,0,0,0,0,0,0,801614,4788,5826002,796
215585,11,1,1100308,2021,9,8,4,3,3,2,0,1,1,0,0,0,0,1,796956,2731,5828907,607
215584,11,9,9401329,2021,9,12,4,3,5,3,0,1,1,0,0,0,0,1,812185,3578,5818669,319
215583,11,2,2400521,2021,8,6,6,2,0,1,0,1,0,0,0,0,0,1,800743,123,5828488,466
215582,11,2,2300314,2021,8,17,4,3,5,3,0,0,1,0,1,0,0,0,799902,356,5825980,976
215581,11,1,1100311,2021,9,18,6,3,5,7,0,0,1,0,0,0,1,0,800038,1515,5828499,737
215580,11,3,3500933,2021,9,17,4,3,2,6,0,0,1,0,0,0,0,0,802718,6502,5832384,132
215579,11,7,7400825,2021,9,13,4,3,0,5,0,0,1,0,0,0,1,0,797294,9165,5820747,663
215578,11,3,3500934,2021,9,22,3,3,6,7,2,0,0,1,0,0,1,0,800788,4919,5832012,389
215577,11,1,1100309,2021,8,17,2,3,6,4,0,1,0,1,0,0,0,0,797904,4026,5828763,173
215576,11,11,11300617,2021,9,15,6,3,3,6,0,0,1,0,0,0,0,0,803461,1667,5829718,104
215575,11,1,1400937,2021,9,15,3,3,5,2,0,0,1,0,0,0,0,0,793769,7884,5831861,412
215574,11,10,10100314,2021,9,14,7,3,5,3,0,1,0,0,0,0,0,0,808810,5634,5830591,498
215573,11,9,9100101,2021,9,9,4,3,0,1,0,1,0,0,0,0,0,0,802460,9567,5824637,34
215572,11,2,2100105,2021,9,18,5,3,6,7,0,0,1,1,0,0,0,0,799552,8236,5825839,763
215571,11,9,9200511,2021,9,10,1,3,5,3,0,0,1,0,0,0,0,0,806946,9323,5822301,37
215570,11,6,6200423,2021,8,13,1,3,5,3,0,0,1,0,0,0,0,1,793355,8564,5816251,21
215569,11,4,4300414,2021,9,16,5,3,1,5,0,1,1,0,0,0,0,0,791849,464,5826699,583
215568,11,1,1300732,2021,9,7,5,3,0,2,0,1,0,0,0,0,1,0,797567,928,5832754,624
215567,11,6,6400843,2021,9,11,3,3,5,2,0,0,1,0,0,0,0,0,791103,9771,5819243,641
215566,11,5,5200630,2021,9,15,4,3,5,3,0,0,1,0,0,0,1,0,784475,6916,5827747,358
215565,11,12,12500929,2021,8,20,5,2,6,4,2,0,1,1,0,0,0,1,793668,344,5837853,313
215564,11,4,4200207,2021,8,12,3,3,1,5,0,1,1,0,0,0,0,0,789145,8859,5825171,762
215563,11,1,1100308,2021,9,21,6,3,6,2,2,0,1,1,0,0,0,0,796859,8042,5828110,904
215562,11,2,2300419,2021,9,17,5,2,0,7,0,1,0,0,0,0,0,0,801512,9365,5826000,498
215561,11,3,3500936,2021,9,13,4,3,1,5,0,1,1,0,0,0,0,0,802411,9755,5831109,493
215560,11,7,7601544,2021,9,12,1,3,2,2,0,0,1,0,0,0,0,0,799765,1417,5813974,857
215559,11,10,10200421,2021,9,17,4,3,5,3,0,1,1,0,0,0,0,0,812469,4854,5830971,191
215558,11,6,6100207,2021,9,17,2,3,0,1,0,0,0,0,0,0,1,0,793759,128,5819819,378
215557,11,2,2100102,2021,9,4,1,3,5,3,2,1,1,0,0,0,0,0,798353,8784,5825559,863
215556,11,10,10200418,2021,8,14,1,3,5,2,0,0,1,0,0,0,0,1,811294,3049,5831566,826
215555,11,8,8100310,2021,9,16,5,3,2,6,0,1,0,0,0,0,1,0,800582,4846,5825135,55
215554,11,3,3500932,2021,9,7,6,3,0,6,0,0,0,0,1,0,1,1,801463,4428,5833141,995
215553,11,9,9200511,2021,9,17,4,3,5,3,0,0,1,0,0,0,0,1,807853,1108,5822055,482
215552,11,9,9100304,2021,9,9,5,3,2,2,0,0,1,0,0,0,0,0,804392,8168,5821739,793
215551,11,3,3500936,2021,8,14,6,3,1,5,0,1,1,0,0,0,0,1,802121,8657,5831293,835
215550,11,3,3200207,2021,8,19,4,3,2,6,0,0,1,0,0,0,0,0,799074,7031,5835860,79
215549,11,1,1100415,2021,9,14,7,3,5,2,0,1,1,0,0,0,0,0,798111,9523,5829342,855
215548,11,4,4400833,2021,9,8,5,3,5,3,0,0,1,0,1,0,0,0,792527,6815,5821880,679
215547,11,8,8100415,2021,9,17,6,3,1,5,0,0,1,0,0,0,0,0,801841,4718,5823343,76
215546,11,2,2300315,2021,9,17,4,3,5,3,0,1,1,0,0,0,0,0,800401,3436,5825790,454
215545,11,1,1400942,2021,9,13,2,3,5,3,0,0,1,0,0,0,1,0,795506,7591,5830752,772
215544,11,11,11100309,2021,9,17,3,3,5,2,0,0,1,0,1,0,0,0,806039,5586,5832840,244
215543,11,1,1100101,2021,9,22,2,3,5,3,2,0,1,0,0,0,0,1,795327,1033,5826268,689
215542,11,1,1100207,2021,8,17,2,3,5,2,0,1,0,0,0,0,0,0,798771,2571,5827481,151
215541,11,7,7400927,2021,9,15,6,3,5,3,0,0,1,0,0,0,0,1,798627,1168,5820662,877
215540,11,1,1100415,2021,9,21,4,3,2,5,2,0,1,0,1,0,0,0,798468,5931,5829106,37
215539,11,2,2500831,2021,8,9,2,3,5,3,0,1,1,0,0,0,0,1,803269,2986,5827427,392
215538,11,8,8100310,2021,8,11,6,3,5,3,0,1,1,0,0,0,0,0,800572,4382,5825151,906
215537,11,4,4300623,2021,9,17,2,3,2,7,0,1,1,0,0,0,0,0,792189,3627,5826485,487
215536,11,4,4500937,2021,9,13,7,3,1,5,0,0,1,0,0,0,0,0,791117,4589,5824760,818
215535,11,12,12200515,2021,8,9,3,3,3,6,0,1,0,0,1,0,0,0,790296,5815,5835428,541
215534,11,8,8100102,2021,9,20,6,3,5,7,2,0,1,0,1,0,0,0,800086,806,5823629,523
215533,11,9,9200819,2021,10,14,6,3,0,1,0,1,0,0,0,0,0,0,810713,5117,5818933,722
215532,11,4,4501150,2021,9,18,3,3,5,2,0,1,1,0,0,0,0,0,793433,921,5823941,657
215531,11,4,4400835,2021,9,22,4,3,5,3,2,0,1,0,1,0,0,0,793355,6108,5822853,373
215530,11,6,6100205,2021,9,15,3,3,6,4,0,0,1,1,0,0,0,0,795879,4892,5819858,704
215529,11,3,3300516,2021,8,7,5,3,6,4,0,0,1,1,0,0,0,0,800657,9869,5834002,757
215528,11,7,7601544,2021,8,15,3,3,2,6,0,0,0,0,1,0,1,0,798714,8077,5814467,9
215527,11,6,6400844,2021,9,19,6,3,1,1,1,1,1,0,0,0,0,0,791728,8151,5821503,98
215526,11,5,5100211,2021,9,15,4,3,6,4,0,0,1,1,0,0,0,0,783605,2981,5829514,514
215525,11,4,4200311,2021,9,16,3,3,0,1,0,1,0,0,0,0,0,0,790522,5907,5826320,44
215524,11,5,5200527,2021,9,17,2,3,5,7,0,0,1,0,0,0,1,0,782921,5791,5826962,16
215523,11,6,6400735,2021,9,11,4,3,5,3,0,0,1,0,0,0,0,0,782603,232,5815805,386
215522,11,12,12100101,2021,9,12,7,3,2,2,0,0,1,0,0,0,0,1,795779,571,5832576,86
215521,11,4,4300623,2021,8,20,7,2,6,7,0,0,0,1,0,0,1,0,792708,4319,5826110,523
215520,11,1,1200518,2021,9,12,5,2,5,7,0,0,1,0,1,0,0,0,793588,373,5828525,436
215519,11,12,12100103,2021,9,13,6,3,6,4,0,0,1,1,0,0,0,0,795811,2698,5833675,97
215518,11,11,11200514,2021,9,16,4,2,2,6,0,0,1,0,0,0,0,1,803550,5235,5830194,372
215517,11,1,1400938,2021,9,15,4,3,2,6,0,0,1,0,0,0,1,1,794006,9539,5830163,324
215516,11,9,9100409,2021,8,5,6,3,2,6,2,0,1,0,0,0,0,1,805901,5943,5819001,16
215515,11,3,3701657,2021,8,14,4,3,5,3,0,1,0,0,1,0,0,0,800247,5713,5830320,578
215514,11,9,9200715,2021,9,7,6,3,5,2,0,1,1,0,0,0,0,0,809067,814,5818190,767
215513,11,9,9501736,2021,9,8,5,3,2,6,0,0,1,0,0,0,0,0,812242,9466,5821370,886
215512,11,7,7100206,2021,9,21,3,2,3,6,2,0,1,0,1,0,0,0,796539,1619,5824860,809
215511,11,7,7601546,2021,9,12,2,3,6,7,0,0,0,1,0,0,1,0,799071,4037,5813121,989
215510,11,3,3400721,2021,9,18,5,2,6,4,0,0,1,1,0,0,0,0,798077,6937,5832625,97
215509,11,12,12100204,2021,9,15,2,3,0,4,0,0,0,1,1,0,0,0,794954,584,5832714,778
215508,11,12,12601031,2021,9,15,1,3,3,2,0,0,1,0,1,0,0,0,793348,399,5836519,91
215507,11,4,4200311,2021,8,10,2,3,3,6,0,0,1,0,0,0,0,1,790115,6025,5825349,505
215506,11,3,3601450,2021,9,7,5,3,6,2,0,0,0,1,0,0,1,0,802348,825,5829204,233
215505,11,12,12200412,2021,9,18,6,3,5,2,0,0,1,0,1,0,0,0,791167,2172,5834028,64
215504,11,1,1300835,2021,9,19,4,3,0,1,2,0,0,0,1,0,0,1,796988,6151,5830497,814
215503,11,11,11200515,2021,9,10,5,3,0,5,0,0,0,0,0,0,1,0,805241,4337,5830580,199
215502,11,6,6400737,2021,8,13,7,2,2,7,0,1,1,0,0,0,0,0,784596,4544,5819979,4
215501,11,8,8100209,2021,8,16,4,3,5,2,0,1,1,0,0,0,0,0,801751,64,5822052,833
215500,11,2,2200209,2021,9,1,7,2,5,2,2,1,1,0,0,0,0,0,797749,362,5824034,295
215499,11,9,9501940,2021,9,11,7,3,5,2,0,0,1,0,1,0,0,1,811155,1083,5821574,38
215498,11,1,1100101,2021,9,13,3,3,5,3,0,0,1,0,0,0,0,0,795328,1181,5826269,169
215497,11,9,9501737,2021,9,19,2,3,6,7,1,0,1,1,0,0,0,0,814186,9656,5821717,68
215496,11,7,7400824,2021,9,9,3,3,1,5,0,1,1,0,0,0,0,0,797643,121,5822027,194
215495,11,8,8100312,2021,8,13,2,3,1,5,0,1,1,0,0,0,0,1,801397,2357,5824483,336
215494,11,9,9200819,2021,9,18,6,3,2,6,0,0,1,0,0,0,0,1,809875,9549,5820004,735
215493,11,8,8100311,2021,9,8,4,3,2,6,0,0,1,0,0,0,0,0,800530,4779,5824458,359
215492,11,6,6100204,2021,9,7,3,3,1,5,0,1,1,0,0,0,0,0,795433,6077,5820410,519
215491,11,8,8100311,2021,9,2,2,3,0,7,2,0,1,0,0,0,0,0,800693,963,5824582,348
215490,11,8,8100310,2021,9,20,4,3,5,3,2,0,1,0,1,0,0,0,800358,1116,5825234,601
215489,11,2,2300419,2021,9,23,2,3,1,1,2,0,1,0,0,0,0,0,801978,6291,5825623,47
215488,11,1,1100207,2021,9,13,2,3,5,2,0,1,1,0,0,0,0,0,798610,1478,5827019,675
215487,11,8,8100418,2021,8,19,1,3,5,3,0,0,1,0,1,0,0,1,801656,3426,5823976,524
215486,11,1,1401047,2021,9,15,5,3,6,7,0,1,0,1,0,0,0,0,795534,3425,5830039,296
215485,11,11,11100101,2021,9,0,7,2,8,1,2,0,0,0,1,0,0,0,805841,4528,5834610,46
215484,11,3,3400826,2021,9,12,5,3,5,3,0,1,1,0,0,0,0,0,798683,8247,5832810,671
215483,11,8,8300935,2021,9,21,5,3,5,2,2,0,1,0,0,0,0,0,802295,19,5817832,1
215482,11,12,12100206,2021,8,16,7,3,5,2,0,0,1,0,0,0,0,0,794071,9825,5833551,793
215481,11,12,12200411,2021,8,16,4,3,1,5,0,1,1,0,0,0,0,0,792523,3988,5832685,23
215480,11,1,1100313,2021,9,14,7,3,5,3,0,1,1,0,0,0,0,0,799718,6083,5827023,775
215479,11,2,2500831,2021,9,18,6,3,0,6,1,1,1,0,0,0,0,0,802748,9213,5827330,425
215478,11,4,4300517,2021,9,7,4,3,5,3,0,0,1,0,1,0,0,0,791905,6982,5828208,288
215477,11,12,12500930,2021,9,16,2,3,5,2,0,0,1,0,0,0,1,0,793936,21,5835291,479
215476,11,4,4500939,2021,9,9,3,3,5,2,0,0,1,0,0,0,1,0,792347,6023,5824082,987
215475,11,4,4300414,2021,9,9,2,3,5,2,0,1,1,0,0,0,0,0,790960,923,5826753,914
215474,11,1,1300732,2021,8,14,2,3,5,3,0,1,1,0,0,0,0,0,797684,9363,5832851,302
215473,11,4,4501042,2021,9,19,6,3,2,6,1,0,1,0,0,0,1,1,793940,7295,5826183,591
215472,11,1,1100309,2021,9,20,4,3,1,5,2,0,1,0,1,0,0,0,798247,626,5829005,588
215471,11,1,1200624,2021,8,12,2,3,5,2,0,1,0,0,0,1,0,1,795659,7685,5829734,84
215470,11,1,1100102,2021,8,15,5,2,5,3,0,1,1,0,0,0,0,0,796672,7125,5827943,545
215469,11,4,4300623,2021,9,16,2,3,6,4,0,1,0,1,0,0,0,0,792250,4932,5826112,956
215468,11,1,1401047,2021,9,19,6,3,5,3,0,0,1,0,0,0,0,0,795664,8371,5830275,593
215467,11,1,1100414,2021,8,19,3,3,1,5,1,1,1,0,0,0,0,0,797470,6179,5829367,662
215466,11,8,8100208,2021,9,14,7,2,1,5,0,1,1,0,0,0,0,0,801268,5488,5822888,737
215465,11,5,5100315,2021,9,6,5,2,1,5,0,0,1,0,1,0,0,0,784429,891,5829929,383
215464,11,4,4501042,2021,8,12,5,3,1,5,0,1,1,0,0,0,0,0,793664,3022,5825645,147
215463,11,5,5200420,2021,9,20,3,2,3,6,2,0,1,0,1,0,0,0,782478,3134,5828528,92
215462,11,1,1100310,2021,9,12,3,3,2,6,0,0,1,0,1,0,0,1,799508,228,5828124,773
215461,11,1,1300834,2021,8,5,5,3,2,2,1,1,1,0,0,0,0,1,798070,4796,5829988,116
215460,11,9,9301025,2021,8,17,3,3,5,3,0,1,1,0,0,0,0,0,811033,1487,5816261,134
215459,11,1,1200521,2021,9,15,6,3,6,4,0,1,0,1,0,0,0,0,793696,563,5828321,927
215458,11,12,12100205,2021,9,9,5,2,5,2,0,0,0,0,0,0,1,0,795450,2684,5834153,114
215457,11,2,2300314,2021,9,16,3,3,5,2,0,0,1,0,1,0,0,0,799902,4527,5825714,119
215456,11,4,4501040,2021,9,19,1,3,0,6,2,0,1,0,0,0,1,0,792502,42,5825412,209
215455,11,1,1100415,2021,9,18,4,3,2,2,0,1,1,0,0,0,0,0,798302,477,5829371,984
215454,11,10,10400835,2021,9,16,2,3,5,3,0,0,1,0,0,0,0,0,811216,8241,5827914,747
215453,11,10,10200627,2021,9,17,1,3,5,5,0,1,1,0,0,0,0,0,811240,7629,5829823,14
215452,11,3,3601245,2021,8,18,7,3,9,1,0,0,1,0,0,0,0,0,801133,456,5831081,411
215451,11,9,9200716,2021,9,6,6,3,3,2,1,0,1,0,1,0,0,0,809025,5484,5819434,442
215450,11,1,1100415,2021,9,6,6,3,0,1,1,0,0,0,1,0,0,1,798240,8029,5829360,535
215449,11,12,12601133,2021,9,18,4,3,5,3,0,0,1,0,0,0,0,1,795733,2044,5837042,219
215448,11,12,12200414,2021,9,21,4,3,0,7,2,0,0,0,1,0,0,0,790991,414,5831332,843
215447,11,6,6200316,2021,8,7,6,3,2,6,0,0,1,0,0,0,0,1,796037,2629,5817621,357
215446,11,8,8401242,2021,8,14,4,3,5,3,0,1,1,0,0,0,0,0,804477,4808,5816942,338
215445,11,3,3100101,2021,9,16,6,3,2,1,0,0,1,0,0,0,0,0,803014,4093,5842070,752
215444,11,6,6100205,2021,9,12,6,3,6,4,0,1,0,1,0,0,0,0,795527,5911,5819724,93
215443,11,4,4400830,2021,9,12,3,3,5,3,0,1,1,0,0,0,0,0,791425,6762,5822994,53
215442,11,1,1300733,2021,9,14,2,3,0,7,0,0,0,0,1,0,0,0,797365,3675,5831200,438
215441,11,8,8200730,2021,9,11,5,3,5,7,0,0,1,0,1,0,0,0,801757,7836,5819073,9
215440,11,4,4200309,2021,9,15,3,3,5,3,0,0,1,0,0,0,0,0,789067,8705,5827003,545
215439,11,3,3200309,2021,9,10,3,3,1,5,0,1,1,0,0,0,0,1,800080,5522,5837505,652
215438,11,2,2400625,2021,8,12,1,3,3,6,0,1,0,0,0,0,0,0,801682,1551,5826124,234
215437,11,12,12500824,2021,9,17,6,3,2,6,0,0,1,0,0,0,0,1,790205,367,5835860,579
215436,11,1,1400938,2021,9,5,1,2,5,3,2,0,1,0,0,0,0,0,794533,1242,5831577,422
215435,11,4,4501149,2021,9,13,5,3,5,2,0,0,0,0,0,0,1,0,793442,6282,5824158,125
215434,11,5,5200528,2021,9,15,5,2,5,5,0,0,1,0,1,0,0,0,783628,9594,5825040,79
215433,11,4,4500937,2021,9,14,6,2,5,2,0,1,0,0,0,0,1,0,791585,2661,5825097,929
215432,11,9,9200512,2021,8,15,7,3,1,5,0,1,1,0,0,0,0,0,808858,8161,5821625,19
215431,11,11,11300721,2021,8,7,4,2,0,1,0,1,0,0,0,0,0,0,805162,1898,5829815,865
215430,11,3,3200309,2021,9,15,1,3,2,6,0,0,1,0,1,0,0,0,800031,26,5837276,888
215429,11,4,4501041,2021,9,21,7,3,0,6,2,0,1,0,0,0,1,0,793155,4599,5825601,448
215428,11,9,9100306,2021,8,5,3,3,5,2,1,1,0,0,0,0,1,1,804941,3071,5820719,675
215427,11,12,12500824,2021,9,23,6,3,5,3,2,0,1,0,0,0,1,0,790238,4625,5835845,882
215426,11,4,4200311,2021,10,8,6,3,2,6,0,0,1,0,1,0,0,0,790126,4835,5826083,23
215425,11,4,4501152,2021,9,14,3,3,5,2,0,1,1,0,0,0,0,0,793981,2214,5824712,988
215424,11,1,1100308,2021,9,8,4,3,5,3,0,1,1,0,0,0,0,0,796973,9569,5828731,15
215423,11,5,5200629,2021,9,20,3,3,6,2,2,0,1,1,0,0,0,0,784704,8317,5828584,924
215422,11,1,1100102,2021,8,14,2,3,0,1,0,0,0,0,1,0,0,0,796578,9846,5826873,412
215421,11,5,5100210,2021,9,7,6,3,5,2,0,1,1,0,0,0,0,0,783977,359,5830083,677
215420,11,11,11100204,2021,8,13,2,3,5,3,0,0,1,0,0,0,0,1,806318,7628,5833904,919
215419,11,12,12100204,2021,8,7,6,3,5,3,0,1,1,0,0,0,0,1,795068,1269,5832799,665
215418,11,8,8100310,2021,9,19,2,3,2,6,0,0,1,0,0,0,1,0,800561,1016,5825094,106
215417,11,1,1200625,2021,9,3,7,3,5,3,2,0,1,0,0,0,1,0,794701,255,5828865,752
215416,11,11,11300722,2021,9,10,4,3,1,5,0,1,1,0,0,0,0,0,803692,8655,5828331,37
215415,11,3,3400827,2021,9,13,1,3,0,7,0,0,0,0,1,0,0,1,799526,5151,5831956,884
215414,11,9,9300920,2021,8,11,6,3,2,6,0,0,1,0,0,0,1,0,808509,5554,5817298,681
215413,11,2,2100103,2021,9,15,4,3,5,3,0,1,1,0,0,0,0,0,798418,3425,5825770,503
215412,11,5,5300838,2021,9,12,6,3,8,1,0,0,0,0,0,0,1,0,788019,107,5830835,801
215411,11,8,8301037,2021,9,15,4,3,5,3,0,1,1,0,0,0,0,1,804710,5436,5817746,817
215410,11,3,3300516,2021,9,15,4,3,5,3,0,1,1,0,0,0,0,1,801037,4979,5833767,268
215409,11,10,10200524,2021,8,17,5,3,2,6,0,0,1,0,0,0,0,1,812329,6486,5830563,621
215408,11,4,4300620,2021,8,16,3,3,2,6,0,0,1,0,0,0,0,0,793284,558,5827815,293
215407,11,1,1400938,2021,9,19,7,2,0,1,1,0,0,0,0,0,1,0,793971,5895,5830152,21
215406,11,12,12500825,2021,9,15,4,3,2,2,0,1,0,0,0,0,1,0,791259,9722,5834950,14
215405,11,6,6200313,2021,9,15,3,3,1,5,0,1,1,0,0,0,0,0,795441,5991,5818538,65
215404,11,7,7100102,2021,9,3,1,3,1,5,2,0,1,0,0,0,1,0,795031,4582,5825249,327
215403,11,8,8100105,2021,8,10,2,3,2,6,0,0,1,0,0,0,0,1,800960,9996,5822262,501
215402,11,9,9301025,2021,8,15,6,3,5,3,0,1,1,0,0,0,0,0,810981,654,5814213,408
215401,11,12,12200308,2021,9,14,2,2,6,4,0,0,1,1,0,0,0,0,792401,9134,5833690,285
215400,11,1,1200625,2021,9,10,7,3,5,2,0,1,1,0,0,0,0,1,794775,1383,5828918,37
215399,11,1,1401047,2021,8,16,3,3,2,7,0,0,1,0,0,0,0,0,795476,504,5830677,573
215398,11,12,12400720,2021,9,19,1,3,5,3,2,0,1,0,0,0,0,0,789632,4471,5839732,463
215397,11,12,12100102,2021,8,20,6,3,1,1,2,0,1,0,1,0,0,0,796603,707,5833562,27
215396,11,1,1400938,2021,9,17,5,3,1,5,0,1,1,0,0,0,0,0,794692,872,5831440,553
215395,11,2,2400625,2021,9,16,5,3,5,2,0,1,1,0,0,0,0,0,801750,383,5826253,6
215394,11,4,4501041,2021,9,14,4,3,5,2,0,0,1,0,1,0,0,0,793133,8025,5825600,264
215393,11,8,8100415,2021,9,8,4,2,6,2,0,0,0,1,0,0,1,0,801385,6963,5823740,114
215392,11,7,7400824,2021,8,22,4,3,5,2,2,0,1,0,0,0,0,1,797866,7118,5821888,51
215391,11,3,3400725,2021,8,13,3,3,5,2,0,1,1,0,0,0,0,0,798825,9107,5834942,454
215390,11,1,1100309,2021,9,11,6,3,5,3,0,0,1,0,0,0,0,0,797892,77,5828186,453
215389,11,8,8100520,2021,9,22,5,3,6,4,2,0,1,1,0,0,0,1,802758,4443,5823071,481
215388,11,11,11400929,2021,9,16,3,3,5,5,0,0,1,0,1,0,0,0,805179,2477,5827194,78
215387,11,3,3601243,2021,9,6,2,3,5,3,0,1,1,0,0,0,0,0,799824,8966,5831539,347
215386,11,9,9100408,2021,9,15,5,3,5,2,0,1,1,0,0,0,0,0,806254,8273,5819253,499
215385,11,2,2100102,2021,9,10,2,3,0,6,0,0,1,0,1,0,0,0,798242,8393,5826118,626
215384,11,4,4200308,2021,9,15,5,3,2,6,0,0,1,0,1,0,0,0,790364,1546,5827303,768
215383,11,8,8100208,2021,9,11,1,3,1,5,0,1,1,0,0,0,0,0,801192,1182,5822660,217
215382,11,2,2200209,2021,8,12,7,3,2,2,0,0,1,0,1,0,0,0,797123,6778,5823996,241
215381,11,2,2200209,2021,9,23,5,3,4,6,2,1,0,0,0,0,1,0,797272,6225,5824612,488
