OBJECTID,LAND,BEZ,LOR,STRASSE,LOR_ab_2021,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,ULICHTVERH,IstRad,IstPKW,IstFuss,IstKrad,IstGkfz,IstSonstig,STRZUSTAND,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84
112695,11,2,2050602,Samariterviertel,2500729,2018,1,15,4,3,6,4,0,0,1,1,0,0,0,1,803604,1562,5827580,738
112705,11,12,12304314,Ziekowstra�e/Freie Scholle,12500824,2018,1,11,2,3,2,6,0,0,1,0,0,0,0,0,790639,5854,5835009,589
112726,11,2,2040501,Barnimkiez,2400520,2018,1,9,3,3,6,4,0,0,1,1,0,0,0,0,799827,9618,5828733,523
112737,11,7,7020202,Volkspark (Rudolf-Wilde-Park),7200308,2018,1,17,2,3,6,7,2,0,1,1,0,0,0,0,795223,509,5823525,402
112747,11,3,3020209,Niedersch�nhausen,3200206,2018,1,15,4,3,6,7,1,1,0,1,0,0,0,1,798261,3849,5835047,26
112770,11,10,10010206,Ringkolonnaden,10100208,2018,1,5,2,2,2,6,2,0,1,0,0,0,0,0,808320,275,5832060,55
112792,11,4,4061757,Forst Grunewald,4200207,2018,1,17,2,3,2,6,2,0,1,0,0,0,1,1,788961,8201,5823583,542
112805,11,3,3010104,Lietzengraben,3100101,2018,1,16,5,3,2,6,2,0,1,0,0,0,0,1,799543,5822,5840743,375
112820,11,1,1011303,Alexanderplatzviertel,1100310,2018,1,14,2,3,6,4,0,0,1,1,0,0,0,0,799255,9754,5827907,973
112837,11,12,12103218,Teichstra�e,12100205,2018,1,21,7,3,0,1,2,0,0,0,1,0,0,1,794735,9234,5833763,947
112848,11,1,1011303,Alexanderplatzviertel,1100310,2018,1,17,3,3,2,6,2,0,1,0,0,0,0,1,799698,6291,5828456,85
112862,11,7,7040403,Manteuffelstra�e                                                                                    ,7400823,2018,1,16,4,3,2,6,2,0,1,0,0,0,0,1,797300,7087,5822341,224
112892,11,3,3071639,B�tzowstra�e,3701660,2018,1,11,5,3,5,2,0,1,1,0,0,0,0,1,800551,721,5829808,492
112902,11,2,2050602,Samariterviertel,2500729,2018,1,8,2,3,5,2,0,1,1,0,0,0,0,0,803320,7292,5827627,446
112921,11,1,1011204,Leipziger Stra�e                                                                                    ,1100207,2018,1,19,4,3,5,7,2,1,1,0,0,0,0,1,798174,6913,5826939,978
112937,11,3,3061429,Greifswalder Stra�e,3601449,2018,1,6,5,3,5,2,2,0,1,0,0,0,0,0,801321,3169,5831010,369
112947,11,9,9020601,Schnellerstra�e                                                                                     ,9200613,2018,1,18,4,2,5,3,2,1,1,0,0,0,0,1,806109,6297,5821644,404
112957,11,5,5020524,Weinmeisterhornweg,5200528,2018,1,15,1,3,5,3,0,0,1,0,0,0,0,0,783456,9675,5826649,548
112980,11,7,7040403,Manteuffelstra�e                                                                                    ,7400823,2018,1,13,3,3,3,6,0,0,1,0,0,1,0,0,797280,6469,5822341,794
112992,11,2,2040703,Wriezener Bahnhof/Entwicklungsgebiet,2400625,2018,1,11,7,3,6,4,0,1,0,1,0,0,0,0,801869,6,5826509,17
113009,11,1,1011102,Gro�er Tiergarten,1100102,2018,1,8,3,3,5,3,0,1,1,0,0,0,0,1,796672,8095,5827413,591
113020,11,12,12304314,Ziekowstra�e/Freie Scholle,12500824,2018,1,7,6,3,0,7,1,0,0,0,1,0,0,1,790106,503,5836069,675
113046,11,7,7050502,Fritz-Werner-Stra�e                                                                                 ,7501133,2018,1,15,2,3,0,3,0,0,1,0,0,0,1,0,797631,464,5818590,607
113058,11,3,3061131,Falkplatz,3601142,2018,1,10,5,3,6,2,0,0,0,1,0,0,1,1,799177,292,5830362,26
113087,11,3,3050923,Wei�enseer Spitze,3500934,2018,1,9,4,3,1,5,0,0,1,0,0,1,0,1,800276,8143,5831846,668
113110,11,7,7040403,Manteuffelstra�e                                                                                    ,7400825,2018,1,0,1,2,2,6,2,0,1,0,0,0,0,0,797874,63,5820482,662
113121,11,3,3061131,Falkplatz,3601142,2018,1,14,4,3,0,6,0,0,0,0,1,0,1,1,799207,1836,5831162,846
113151,11,1,1011303,Alexanderplatzviertel,1100310,2018,1,17,4,2,2,6,2,0,1,0,0,0,0,1,799707,8377,5828471,915
113164,11,1,1033203,Humboldthain Nordwest                                                                               ,1300836,2018,1,22,6,3,2,6,2,0,1,0,0,0,0,0,796184,661,5830195,38
113175,11,1,1011303,Alexanderplatzviertel,1100310,2018,1,9,3,3,2,6,0,0,1,0,0,0,1,0,799268,9196,5827909,151
113194,11,1,1011303,Alexanderplatzviertel,1100310,2018,1,17,5,3,3,6,2,0,1,0,0,0,0,1,799242,726,5827890,347
113205,11,12,12231101,Hermsdorf,12400723,2018,1,7,3,3,6,2,1,0,1,1,0,0,0,2,792159,9652,5838427,271
113215,11,4,4010101,Jungfernheide,4100101,2018,1,13,1,3,2,6,0,0,1,0,0,0,0,0,790854,7916,5828944,5
113235,11,1,1011303,Alexanderplatzviertel,1100310,2018,1,12,2,3,5,3,0,1,0,0,0,0,1,0,799649,926,5828435,566
113255,11,4,4030417,Schlo�stra�e,4300414,2018,1,19,4,3,2,6,2,0,1,0,0,0,0,0,791779,8953,5826580,804
113267,11,3,3061434,Anton-Saefkow-Park,3601451,2018,1,8,2,3,6,4,0,1,0,1,0,0,0,0,800637,4113,5829909,787
113277,11,2,2050602,Samariterviertel,2500727,2018,1,8,5,3,5,3,0,1,1,0,0,0,0,1,802120,6408,5828072,797
113302,11,4,4010101,Jungfernheide,4100101,2018,1,6,2,3,2,6,1,0,1,0,0,0,0,0,791408,8416,5830549,662
113314,11,2,2040701,Andreasviertel,2400521,2018,1,8,5,2,5,3,0,1,1,0,0,0,0,1,800966,492,5827868,971
113324,11,7,7020203,Kaiser-Wilhelm-Platz,7200411,2018,1,6,3,1,5,2,2,1,0,0,0,1,0,1,795793,405,5824123,78
113335,11,3,3040818,Pankow S�d                                                                                          ,3400830,2018,1,15,5,3,6,3,0,0,1,1,0,0,0,0,800036,825,5833449,289
113351,11,7,7040405,Rathaus Tempelhof,7400927,2018,1,19,2,3,3,6,2,0,1,0,0,0,0,0,797915,41,5822365,976
113369,11,3,3020307,Buchholz,3200309,2018,1,22,7,3,2,6,2,0,1,0,0,0,0,0,801037,5087,5836796,519
113380,11,3,3040818,Pankow S�d                                                                                          ,3400826,2018,1,19,3,3,2,6,2,0,1,0,0,0,0,0,799132,3423,5832324,402
113425,11,3,3071639,B�tzowstra�e,3701660,2018,1,11,6,3,1,5,0,1,1,0,0,0,0,0,800324,1264,5829441,41
113437,11,4,4041134,Bismarckallee,4400726,2018,1,10,2,3,3,6,0,0,1,0,0,0,0,0,790711,8068,5824956,191
113456,11,12,12231102,Frohnau,12400721,2018,1,12,4,3,2,6,0,0,1,0,0,0,1,1,791035,8465,5841190,8
113468,11,7,7050502,Fritz-Werner-Stra�e                                                                                 ,7501133,2018,1,9,3,3,6,4,0,0,1,1,0,0,0,1,798181,752,5818924,81
113473,11,7,7030303,Grazer Platz,7300619,2018,1,16,5,2,5,3,0,1,1,0,0,0,0,1,795573,439,5823307,799
113484,11,7,7050502,Fritz-Werner-Stra�e                                                                                 ,7501133,2018,1,10,4,2,5,3,0,1,1,0,0,0,0,1,797451,135,5817860,22
113494,11,3,3061434,Anton-Saefkow-Park,3601451,2018,1,17,1,3,3,6,2,0,0,0,1,0,1,0,800636,337,5829879,192
113516,11,1,1011303,Alexanderplatzviertel,1100310,2018,1,6,3,3,5,3,2,1,1,0,0,0,0,0,799651,4973,5828438,163
113529,11,4,4041133,G�terbahnhof Grunewald,4400725,2018,1,16,2,3,2,6,2,0,1,0,0,0,1,0,790575,9212,5825144,189
113539,11,4,4041134,Bismarckallee,4400726,2018,1,19,4,3,3,6,2,0,1,0,0,0,0,1,791089,4446,5824656,266
113559,11,4,4010101,Jungfernheide,4100101,2018,1,22,6,3,2,6,2,0,1,0,0,1,0,0,790847,9678,5828941,131
113585,11,6,6010101,Fichtenberg,6100101,2018,1,17,2,3,2,6,2,0,1,0,0,0,0,0,793312,452,5820308,427
113598,11,4,4041133,G�terbahnhof Grunewald,4400725,2018,1,17,5,3,2,6,2,0,1,0,0,0,0,0,790636,2253,5825026,655
113631,11,2,2050602,Samariterviertel,2500727,2018,1,10,7,2,5,3,0,1,1,0,0,0,0,0,802593,932,5827685,553
113652,11,7,7050502,Fritz-Werner-Stra�e                                                                                 ,7501133,2018,1,20,2,3,0,1,2,0,0,0,1,0,0,2,798461,121,5818169,422
113664,11,1,1011201,Wilhelmstra�e                                                                                       ,1100205,2018,1,16,4,3,2,6,2,0,0,0,1,0,1,1,797285,7632,5826772,607
113695,11,4,4020310,Park Ruhwald,4200308,2018,1,10,5,3,3,6,0,0,1,0,0,1,0,1,790468,5846,5828468,873
113705,11,7,7050501,Rathausstra�e                                                                                       ,7501030,2018,1,15,2,3,2,6,1,0,1,0,0,0,0,0,797925,3269,5820119,51
113716,11,3,3061434,Anton-Saefkow-Park,3601451,2018,1,8,3,2,6,4,0,0,1,1,0,0,0,0,800658,3963,5830028,172
113735,11,4,4020313,K�nigin-Elisabeth-Stra�e,4200311,2018,1,11,5,3,2,6,0,0,1,0,0,0,0,0,790600,963,5827215,139
113746,11,7,7020202,Volkspark (Rudolf-Wilde-Park),7200308,2018,1,6,3,3,6,2,2,0,1,1,0,0,0,1,795505,232,5823341,843
113756,11,10,10010102,Havemannstra�e                                                                                      ,10100103,2018,1,3,1,2,1,5,2,0,1,0,0,1,0,0,809167,3789,5833895,87
113779,11,7,7050502,Fritz-Werner-Stra�e                                                                                 ,7501133,2018,1,20,3,2,6,2,2,0,1,1,0,0,0,1,797691,1729,5818749,532
113798,11,7,7040402,Lindenhofsiedlung,7400822,2018,1,19,4,3,2,6,2,0,1,0,0,0,0,1,796440,241,5822614,971
113809,11,6,6030605,Botanischer Garten,6300629,2018,1,18,3,2,6,4,2,0,1,1,0,0,0,1,792904,7962,5820060,987
113820,11,10,10040830,Kaulsdorf S�d                                                                                       ,10400837,2018,1,15,5,3,5,2,0,1,1,0,0,0,0,0,810779,2625,5827081,119
113844,11,9,9020601,Schnellerstra�e                                                                                     ,9200613,2018,1,8,2,3,5,2,0,1,1,0,0,0,0,0,806439,505,5821310,29
113855,11,12,12231101,Hermsdorf,12400723,2018,1,6,5,3,5,2,0,1,1,0,0,0,0,1,791745,419,5839577,954
113873,11,7,7040401,Neu-Tempelhof,7400720,2018,1,22,6,3,2,6,2,0,1,0,0,0,0,0,797766,8271,5823725,917
113883,11,2,2050602,Samariterviertel,2500729,2018,1,20,4,3,6,2,2,0,1,1,0,0,0,1,803095,8118,5827633,466
113906,11,1,1011303,Alexanderplatzviertel,1100310,2018,1,23,7,3,6,7,2,0,1,1,0,0,0,0,799219,9755,5827862,421
113917,11,10,10030726,Alt-Biesdorf,10300733,2018,1,9,4,3,3,6,0,0,1,0,0,1,0,1,809540,5905,5827377,28
113960,11,7,7040403,Manteuffelstra�e                                                                                    ,7400824,2018,1,13,6,3,5,2,0,0,1,0,0,0,0,0,797848,732,5822304,287
113971,11,1,1011105,N�rdlicher Landwehrkanal                                                                            ,1100102,2018,1,8,3,2,6,4,0,0,1,1,0,0,0,0,796832,3124,5826681,805
113989,11,9,9010101,Elsenstra�e                                                                                         ,9100101,2018,1,17,4,3,0,4,2,0,0,1,0,0,1,0,802588,2121,5825065,803
114000,11,2,2050602,Samariterviertel,2500729,2018,1,9,3,2,6,4,0,0,1,1,0,0,0,1,803499,8524,5827592,797
114011,11,12,12103218,Teichstra�e,12100205,2018,1,6,6,3,5,3,2,0,1,0,0,0,0,1,794370,9556,5834514,913
114017,11,6,6040703,Nikolassee,6400737,2018,3,13,7,3,5,2,0,0,1,0,0,0,0,0,786510,6998,5816950,1
114018,11,1,1011303,Alexanderplatzviertel,1100310,2018,11,18,2,3,3,6,2,1,1,0,0,0,0,0,799538,9712,5828289,734
114019,11,7,7020202,Volkspark (Rudolf-Wilde-Park),7200308,2018,8,19,5,3,5,2,0,1,1,0,0,0,0,0,795496,134,5823347,6
114021,11,1,1011202,Unter den Linden Nord,1100206,2018,10,22,6,3,1,5,2,1,1,0,0,0,0,0,798127,4824,5827658,786
114022,11,2,2040701,Andreasviertel,2400521,2018,8,16,3,3,2,6,0,0,1,0,0,0,0,0,800453,6299,5827925,48
114023,11,2,2050602,Samariterviertel,2500728,2018,4,19,2,2,3,6,0,1,0,0,0,0,0,0,802924,6525,5827667,705
114024,11,3,3010104,Lietzengraben,3100101,2018,4,16,4,3,2,6,0,0,1,0,0,0,0,0,800437,32,5839079,544
114025,11,10,10030726,Alt-Biesdorf,10300733,2018,5,14,4,2,5,3,0,1,1,0,0,0,0,0,809148,2029,5827396,6
114026,11,7,7050502,Fritz-Werner-Stra�e                                                                                 ,7501133,2018,11,8,6,3,5,3,0,0,1,0,0,0,1,0,798175,52,5818922,512
114027,11,6,6040701,Wannsee,6400735,2018,12,9,3,3,0,3,0,0,1,0,1,0,0,1,782668,2623,5815803,755
114028,11,7,7050502,Fritz-Werner-Stra�e                                                                                 ,7501133,2018,9,14,5,3,2,6,0,0,1,0,1,0,0,0,798150,3777,5819053,1
114029,11,4,4041134,Bismarckallee,4400726,2018,8,7,6,3,2,6,0,0,1,0,0,0,1,0,791093,25,5824642,739
114030,11,7,7050502,Fritz-Werner-Stra�e                                                                                 ,7501133,2018,6,11,6,3,2,6,0,0,1,0,0,0,0,0,797451,189,5817861,29
114031,11,2,2050801,Traveplatz,2500830,2018,7,22,4,3,0,1,2,0,0,0,1,0,0,0,802134,6659,5827649,17
114032,11,1,1044102,Schillerpark,1400940,2018,5,7,4,3,5,3,0,0,1,0,0,0,0,0,795861,856,5832068,44
114033,11,3,3010104,Lietzengraben,3100101,2018,3,18,6,3,0,3,0,0,1,0,0,0,0,0,799972,4783,5839510,22
114034,11,2,2050803,Stralauer Kiez,2500835,2018,11,14,3,3,6,7,0,0,0,1,0,0,1,0,801799,709,5826241,582
114035,11,3,3020307,Buchholz,3200309,2018,6,11,1,3,9,1,0,0,1,0,0,0,0,1,800688,1818,5838756,153
114036,11,4,4041239,Stadion Wilmersdorf,4400830,2018,12,23,5,2,8,1,2,0,1,0,0,0,0,1,792060,7667,5823867,322
114037,11,12,12302211,L�barser Stra�e,12601031,2018,10,16,7,3,6,7,0,0,1,1,0,0,0,0,793224,3513,5836722,309
114038,11,3,3061429,Greifswalder Stra�e,3601449,2018,8,17,5,3,2,6,0,0,1,0,0,0,0,0,801488,4872,5831152,35
114039,11,7,7010104,Dennewitzplatz,7100206,2018,4,21,4,3,2,6,2,1,1,0,0,0,0,0,796004,8627,5824581,312
114040,11,7,7060601,Marienfelder Allee Nordwest,7601236,2018,3,17,1,3,5,2,0,1,1,0,0,0,0,0,796597,7717,5816000,138
114041,11,2,2050602,Samariterviertel,2500729,2018,5,14,5,3,2,6,0,0,1,0,1,0,0,0,803116,7571,5827631,391
114042,11,12,12103117,Letteplatz,12100101,2018,10,6,5,3,2,6,2,0,1,0,0,0,0,1,795780,9711,5832528,133
114043,11,2,2050602,Samariterviertel,2500727,2018,3,20,6,3,5,2,2,0,1,0,1,0,0,0,802149,456,5827732,442
114044,11,7,7040405,Rathaus Tempelhof,7400927,2018,11,6,3,3,3,6,1,0,0,0,0,1,1,0,798462,3198,5822103,461
114045,11,1,1044102,Schillerpark,1400940,2018,9,9,1,3,5,3,0,0,1,0,0,0,0,0,795879,35,5832057,388
114046,11,7,7050501,Rathausstra�e                                                                                       ,7501030,2018,8,17,6,3,5,3,0,1,1,0,0,0,0,0,798088,3878,5819263,717
114047,11,12,12103117,Letteplatz,12100101,2018,6,12,2,3,2,6,0,0,1,0,0,0,0,0,795792,5376,5832459,599
114048,11,10,10040830,Kaulsdorf S�d                                                                                       ,10400837,2018,7,13,2,2,2,6,0,0,1,0,0,0,0,0,811201,308,5827102,304
114049,11,6,6030503,Zehlendorf Mitte                                                                                    ,6300527,2018,6,10,3,3,5,2,0,0,1,0,0,0,0,0,790297,8072,5818370,47
114050,11,10,10040830,Kaulsdorf S�d                                                                                       ,10400837,2018,8,10,5,3,0,1,0,0,0,0,1,0,0,0,811418,282,5827111,178
114051,11,2,2040503,Richard-Sorge-Viertel,2400522,2018,5,18,5,3,6,4,0,1,0,1,0,0,0,0,801669,5815,5827796,693
114052,11,8,8020620,Tempelhofer Weg,8200624,2018,4,6,5,3,2,6,0,0,1,0,0,0,0,0,801065,8538,5821687,217
114053,11,12,12103117,Letteplatz,12100101,2018,12,8,3,3,5,2,0,0,1,0,0,0,0,1,795828,5144,5832340,954
114054,11,9,9010301,Baumschulenstra�e,9100305,2018,9,12,7,3,3,6,0,0,1,0,0,0,0,0,804914,868,5822796,576
114055,11,1,1011303,Alexanderplatzviertel,1100310,2018,9,4,1,2,9,1,1,0,1,0,0,0,0,0,798822,2693,5828008,964
114056,11,1,1011104,K�rnerstra�e                                                                                        ,1100104,2018,7,9,6,3,0,1,0,0,0,0,1,0,0,0,796402,862,5826262,34
114057,11,2,2050602,Samariterviertel,2500727,2018,7,15,7,3,9,1,0,1,0,0,0,0,0,0,802108,5723,5827991,558
114058,11,3,3061131,Falkplatz,3601142,2018,3,8,4,3,2,6,0,0,1,0,0,0,0,1,799141,926,5830367,385
114059,11,2,2040703,Wriezener Bahnhof/Entwicklungsgebiet,2400625,2018,5,18,6,3,0,6,0,1,0,1,0,0,0,0,801871,5387,5826517,464
114060,11,7,7060601,Marienfelder Allee Nordwest,7601236,2018,10,13,5,3,5,3,0,1,1,0,0,0,0,0,796597,9202,5816000,467
114061,11,2,2050602,Samariterviertel,2500727,2018,3,20,6,3,5,2,2,0,1,0,0,0,0,0,802149,456,5827732,442
114062,11,7,7040405,Rathaus Tempelhof,7400927,2018,11,12,6,2,3,6,0,0,1,0,0,1,0,1,798928,7943,5821875,765
114063,11,7,7050501,Rathausstra�e                                                                                       ,7501030,2018,9,13,2,3,5,2,0,0,1,0,1,0,0,0,798039,5966,5819470,632
114064,11,6,6040701,Wannsee,6400735,2018,8,18,7,3,2,6,0,0,1,0,1,0,0,0,782353,208,5815740,739
114065,11,3,3040614,Pankow Zentrum                                                                                      ,3400723,2018,6,22,3,3,9,1,2,0,1,0,0,0,0,0,798468,7261,5833311,817
114066,11,1,1011303,Alexanderplatzviertel,1100310,2018,10,16,3,3,6,2,0,0,1,1,0,0,0,0,799263,811,5827877,4
114067,11,8,8010510,Gewerbegebiet K�llnische Heide,8100521,2018,6,13,5,3,2,6,0,0,1,0,0,0,0,0,802593,1455,5821806,137
114068,11,9,9010101,Elsenstra�e                                                                                         ,9100101,2018,8,15,6,3,5,2,0,0,1,0,0,0,0,0,802671,2263,5824985,939
114069,11,7,7040405,Rathaus Tempelhof,7400927,2018,4,10,7,3,0,7,0,0,1,0,0,0,0,0,799349,4005,5821552,797
114070,11,11,11030721,R�digerstra�e,11300724,2018,4,19,7,3,2,6,0,0,1,0,0,0,0,0,804459,966,5827510,425
114071,11,3,3010104,Lietzengraben,3100101,2018,6,12,6,3,2,6,0,0,1,0,0,0,0,0,800250,6938,5839247,77
114072,11,3,3061332,Helmholtzplatz,3701657,2018,12,18,6,3,5,7,2,1,1,0,0,0,0,1,799989,712,5830222,718
114073,11,1,1011304,Karl-Marx-Allee,1100311,2018,9,17,2,3,5,3,1,1,0,0,0,0,0,1,800013,4969,5828099,648
114074,11,1,1011105,N�rdlicher Landwehrkanal                                                                            ,1100102,2018,9,18,3,3,3,6,0,0,1,0,1,0,0,0,796747,7719,5826665,44
114075,11,4,4020311,Reichsstra�e,4200310,2018,6,15,3,3,1,5,0,1,1,0,0,0,0,0,789448,3906,5826205,97
114076,11,4,4020314,Messegel�nde,4200311,2018,7,23,7,2,3,7,2,0,1,0,1,0,0,0,790503,1269,5825463,717
114077,11,7,7040405,Rathaus Tempelhof,7400927,2018,5,12,1,3,2,6,0,0,1,0,0,0,0,0,798278,8266,5822233,796
114078,11,2,2020202,Rathaus Yorckstra�e,2200208,2018,3,8,6,3,6,6,0,1,0,1,0,0,0,0,797827,56,5824960,189
114079,11,2,2040703,Wriezener Bahnhof/Entwicklungsgebiet,2400625,2018,11,19,7,3,6,7,2,1,0,1,0,0,0,0,801874,6782,5826527,725
114081,11,4,4041137,Flinsberger Platz,4400727,2018,10,13,4,3,2,6,0,0,1,0,0,0,0,0,791436,9531,5824476,639
114082,11,7,7040403,Manteuffelstra�e                                                                                    ,7400824,2018,8,16,2,3,6,2,0,0,1,1,0,0,0,0,797829,1622,5822372,144
114083,11,4,4020314,Messegel�nde,4200311,2018,4,17,1,3,2,6,0,0,1,0,0,0,0,0,790538,3225,5825776,298
114084,11,7,7040405,Rathaus Tempelhof,7400927,2018,4,1,2,3,9,1,2,0,1,0,0,0,0,1,799053,1242,5821759,856
114085,11,11,11030721,R�digerstra�e,11300724,2018,5,10,2,2,2,6,0,0,1,0,0,0,0,0,804499,9012,5827506,225
114086,11,7,7050502,Fritz-Werner-Stra�e                                                                                 ,7501133,2018,10,21,4,3,5,2,2,0,1,0,0,0,0,0,798467,339,5818154,763
114087,11,12,12103117,Letteplatz,12100101,2018,3,17,6,3,5,3,1,1,1,0,0,0,0,0,795798,7263,5832512,18
114088,11,3,3061131,Falkplatz,3601142,2018,12,5,1,3,6,4,2,1,0,1,0,0,0,1,799141,7426,5830378,27
114089,11,7,7040402,Lindenhofsiedlung,7400822,2018,9,18,4,2,2,1,0,0,1,0,0,0,0,0,796438,1066,5822616,383
114090,11,3,2040501,Barnimkiez,2400520,2018,8,20,5,3,3,6,1,1,1,0,0,0,0,1,799987,6921,5828911,663
114091,11,5,5020628,Graetschelsteig,5200633,2018,6,12,5,2,6,4,0,0,1,1,0,0,0,0,784360,9621,5826489,396
114092,11,1,1033203,Humboldthain Nordwest                                                                               ,1300836,2018,7,16,3,3,0,7,0,1,0,0,0,0,1,0,796218,7227,5830206,263
114093,11,7,7040403,Manteuffelstra�e                                                                                    ,7400824,2018,3,16,6,3,2,6,0,0,1,0,0,0,0,0,797855,6406,5822161,337
114094,11,4,4020310,Park Ruhwald,4200308,2018,11,17,7,3,2,6,2,0,1,0,0,0,0,0,790440,364,5827683,633
114095,11,3,3040818,Pankow S�d                                                                                          ,3400826,2018,6,16,5,2,0,2,0,1,1,0,0,0,0,0,799130,8742,5832326,68
114096,11,10,10010206,Ringkolonnaden,10100208,2018,5,12,3,2,2,6,0,0,1,0,1,0,0,0,808670,9692,5832804,27
114097,11,12,12103115,Breitkopfbecken,12100103,2018,12,20,1,3,2,6,2,0,1,0,0,0,0,1,795428,1807,5833573,853
114098,11,4,4030622,Richard-Wagner-Stra�e,4300621,2018,10,14,5,2,3,6,0,0,1,0,1,0,0,0,792685,9923,5826754,486
114099,11,3,3040513,Sch�nholz,3400620,2018,3,19,6,2,0,1,2,1,0,0,0,0,0,0,798007,171,5833641,803
114100,11,2,2010101,Askanischer Platz,2100101,2018,7,15,2,3,5,3,0,0,1,0,0,0,0,0,797886,7116,5825488,43
114101,11,4,4041239,Stadion Wilmersdorf,4400830,2018,4,10,3,3,3,6,0,0,1,0,0,0,1,0,791954,2098,5823953,479
114102,11,4,4020311,Reichsstra�e,4200310,2018,7,15,7,3,2,2,0,0,1,0,0,0,0,0,789803,5206,5826261,465
114103,11,6,6040701,Wannsee,6400735,2018,3,13,4,3,3,3,0,0,1,0,0,0,1,0,783572,924,5816027,875
114104,11,3,3051017,Rennbahnstra�e,3501037,2018,5,17,3,3,0,1,0,0,0,0,1,0,0,0,802727,4498,5832626,257
114105,11,5,5040935,Gro�-Glienicker Weg,5400942,2018,10,13,2,3,4,6,0,1,0,0,0,0,0,0,781461,3053,5824058,901
114106,11,4,4030417,Schlo�stra�e,4300414,2018,3,8,5,3,2,6,0,0,1,0,0,0,0,0,790805,2211,5826506,56
114107,11,2,2050602,Samariterviertel,2500728,2018,11,17,7,3,2,6,2,0,1,0,0,0,0,0,802703,3102,5827689,746
114108,11,1,1011104,K�rnerstra�e                                                                                        ,1100104,2018,9,17,6,3,6,6,0,1,0,1,0,0,0,0,796184,2387,5825786,747
114109,11,3,3071639,B�tzowstra�e,3701660,2018,8,18,4,3,2,2,0,1,0,0,1,0,0,0,800552,5785,5829809,881
114110,11,7,7020203,Kaiser-Wilhelm-Platz,7200411,2018,6,14,7,2,2,6,0,1,1,0,0,0,1,0,795941,4208,5824431,647
114111,11,8,8010510,Gewerbegebiet K�llnische Heide,8100521,2018,6,14,2,3,3,6,0,0,1,0,1,0,0,0,802662,3928,5822056,473
114112,11,1,1011102,Gro�er Tiergarten,1100102,2018,8,9,3,3,2,6,0,0,1,0,1,0,0,0,794460,6836,5827039,559
114113,11,11,11030721,R�digerstra�e,11300722,2018,5,11,5,3,2,6,0,0,1,0,0,0,1,0,803711,3818,5827571,63
114114,11,3,3061126,Arnimplatz,3601141,2018,4,20,3,3,6,4,2,1,0,1,0,0,0,0,799220,7936,5831455,351
114115,11,3,3061131,Falkplatz,3601142,2018,12,9,6,3,3,6,0,1,0,0,0,0,0,0,799188,5493,5831266,128
114116,11,2,2040703,Wriezener Bahnhof/Entwicklungsgebiet,2400625,2018,9,18,5,3,6,4,1,1,0,1,0,0,0,0,801866,412,5826500,71
114117,11,4,4020314,Messegel�nde,4200311,2018,9,14,6,2,2,6,0,0,1,0,0,0,0,0,790016,5952,5825105,146
114118,11,10,10040933,Mahlsdorf S�d                                                                                       ,10400940,2018,7,16,5,3,0,2,0,1,1,0,0,0,0,0,812850,2596,5827180,95
114119,11,2,2050602,Samariterviertel,2500727,2018,7,9,5,3,5,2,0,1,1,0,0,0,0,1,802145,2699,5827751,633
114120,11,7,7050502,Fritz-Werner-Stra�e                                                                                 ,7501133,2018,5,10,5,3,6,2,0,0,1,1,0,0,0,0,797836,1891,5818947,233
114121,11,7,7040406,Germaniagarten,7400928,2018,3,7,5,3,0,1,0,0,1,0,0,0,0,0,799701,3843,5821473,667
114122,11,3,3061434,Anton-Saefkow-Park,3601451,2018,11,6,4,3,5,3,2,1,1,0,0,0,0,1,800844,3521,5830326,415
114123,11,10,10030726,Alt-Biesdorf,10300733,2018,8,13,6,3,5,2,0,1,1,0,0,0,0,0,808950,3753,5827441,234
114124,11,7,7050506,Birnhornweg,7501135,2018,7,17,3,3,2,6,0,0,1,0,0,0,0,0,799084,1325,5816734,884
114125,11,3,3050925,Komponistenviertel Wei�ensee,3500936,2018,4,15,4,3,3,6,0,0,1,0,1,0,0,0,801559,3733,5831205,345
114126,11,7,7020203,Kaiser-Wilhelm-Platz,7200410,2018,7,14,2,3,3,6,0,1,1,0,0,0,0,0,795582,8375,5823907,561
114127,11,3,3061434,Anton-Saefkow-Park,3601451,2018,3,12,6,3,2,6,0,0,1,0,0,0,0,1,800940,2797,5829699,305
114128,11,4,4020314,Messegel�nde,4200311,2018,5,11,4,2,0,7,0,0,1,0,0,0,0,0,790558,6963,5825962,49
114129,11,11,11030721,R�digerstra�e,11300722,2018,10,18,3,3,5,3,2,1,1,0,0,0,0,1,803759,4045,5827566,587
114130,11,7,7050501,Rathausstra�e                                                                                       ,7501029,2018,3,15,5,3,2,2,0,0,1,0,0,1,0,0,797698,725,5818764,377
114131,11,9,9010401,Johannisthal West,9100407,2018,11,16,2,3,2,6,2,0,1,0,0,0,0,0,805639,7966,5818893,214
114132,11,1,1044203,Leopoldplatz,1401049,2018,9,3,7,2,9,1,2,0,1,0,0,0,1,0,796042,4969,5831377,538
114133,11,2,2040502,Friedenstra�e,2400521,2018,8,18,6,3,8,1,0,0,1,0,0,0,0,0,801159,6146,5827832,497
114134,11,2,2040701,Andreasviertel,2400521,2018,6,18,7,3,2,6,0,0,1,0,0,0,0,0,800584,7437,5827894,782
