OBJECTID,LAND,BEZ,LOR,STRASSE,LOR_ab_2021,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,ULICHTVERH,IstRad,IstPKW,IstFuss,IstKrad,IstGkfz,IstSonstig,STRZUSTAND,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84
198099,11,11,11041022,Rosenfelder Ring,11401032,2018,2,12,7,3,5,3,0,0,1,0,0,0,0,0,806594,6699,5827752,872
198100,11,7,7060604,Marienfelde S�d,7601341,2018,2,6,5,3,0,5,2,0,1,0,0,0,0,0,796331,574,5814525,632
198101,11,1,1011101,St�lerstra�e                                                                                        ,1100101,2018,2,12,7,3,6,6,0,1,0,1,0,0,0,0,794536,6379,5826105,855
198102,11,3,3040614,Pankow Zentrum                                                                                      ,3400724,2018,2,11,6,3,6,4,0,0,0,1,0,0,1,0,799983,5308,5835089,802
198103,11,4,4030929,Hindemithplatz,4501040,2018,2,6,7,3,5,3,1,0,1,0,0,0,0,0,792707,6433,5825465,847
198104,11,7,7030301,Friedenau,7300516,2018,2,16,2,2,5,3,0,1,1,0,0,0,0,0,794143,3633,5822090,575
198105,11,9,9051901,Dammvorstadt,9501941,2018,2,9,7,3,0,1,0,0,0,0,1,0,0,1,812054,6273,5821189,34
198106,11,12,12301204,Wittenau Nord                                                                                       ,12500927,2018,2,11,2,2,2,6,0,0,1,0,0,0,1,0,792829,1733,5836801,749
198107,11,10,10040828,Kaulsdorf Nord                                                                                      ,10400835,2018,2,7,5,3,1,5,0,1,1,0,0,0,1,0,811420,9335,5828080,336
198108,11,1,1011302,Oranienburger Stra�e                                                                                ,1100309,2018,2,23,7,3,5,3,2,0,1,0,0,0,0,0,797983,7387,5828663,583
198109,11,9,9010101,Elsenstra�e                                                                                         ,9100101,2018,2,15,7,3,5,3,0,1,1,0,0,0,0,0,802205,2172,5824896,656
198110,11,4,4010103,Paul-Hertz-Siedlung,4100102,2018,2,7,5,2,0,2,0,0,1,0,1,0,0,0,791168,9598,5829096,441
198111,11,1,1011306,Heine-Viertel Ost,1100313,2018,2,18,6,3,1,5,2,1,1,0,0,0,0,0,800286,8144,5826803,733
198112,11,1,1044202,Sparrplatz,1401047,2018,2,23,7,3,5,3,2,0,1,0,0,0,0,0,795398,3912,5830608,85
198113,11,7,7030301,Friedenau,7300517,2018,2,16,6,3,6,4,0,0,1,1,0,0,0,0,794257,5466,5822038,9
198114,11,6,6020306,Lankwitz S�d                                                                                        ,6200317,2018,2,14,4,3,6,4,0,0,1,1,0,0,0,0,796222,6614,5817061,838
198115,11,8,8010212,Rollberg,8100207,2018,2,23,7,3,2,1,2,0,1,0,0,0,0,0,800714,5324,5823428,537
198116,11,5,5030730,Zitadellenweg,5300736,2018,2,21,7,3,5,2,2,0,1,0,0,0,0,0,785747,7805,5829267,662
198117,11,4,4020314,Messegel�nde,4200311,2018,2,7,2,3,2,6,0,0,1,0,0,0,0,2,790371,7268,5825663,984
198118,11,9,9041501,Altstadt Kietz,9401534,2018,2,9,5,2,5,3,0,1,1,0,0,0,0,0,811256,8087,5820188,649
198119,11,2,2050802,Boxhagener Platz,2500833,2018,2,18,7,2,6,4,2,0,1,1,0,0,0,0,802679,824,5827241,136
198120,11,7,7040405,Rathaus Tempelhof,7400927,2018,2,9,2,3,5,2,0,1,0,0,0,1,0,1,799146,878,5821297,909
198121,11,8,8020620,Tempelhofer Weg,8200624,2018,2,12,5,3,5,2,0,0,1,0,0,0,0,0,800665,2778,5821110,365
198122,11,5,5010314,Carl-Schurz-Stra�e                                                                                  ,5100316,2018,2,18,7,2,6,4,2,0,1,1,0,0,0,0,784460,9156,5828881,624
198123,11,1,1011301,Charit�viertel,1100308,2018,2,16,7,3,9,1,0,0,1,0,0,0,0,0,797002,835,5828944,464
198124,11,2,2050602,Samariterviertel,2500727,2018,2,18,7,3,5,2,2,1,1,0,0,0,0,0,802710,506,5828215,365
198125,11,3,3050923,Wei�enseer Spitze,3500934,2018,2,5,5,3,5,2,2,0,1,0,0,0,0,1,800197,3864,5832137,602
198126,11,9,9051702,B�lschestra�e,9501737,2018,2,15,7,3,5,7,0,1,1,0,0,0,0,0,814156,4817,5820781,52
198127,11,10,10030725,Buckower Ring,10300732,2018,2,15,7,3,2,6,0,0,1,0,0,0,0,0,810015,393,5829658,493
198128,11,2,2040703,Wriezener Bahnhof/Entwicklungsgebiet,2400625,2018,2,19,3,3,1,5,2,1,1,0,0,0,1,0,801421,313,5826419,957
198129,11,2,2030302,Lausitzer Platz,2300316,2018,2,15,7,3,2,6,0,0,1,0,0,0,1,0,800505,8327,5826670,318
198130,11,12,12302110,Dannenwalder Weg,12601235,2018,2,17,6,3,6,4,1,0,1,1,0,0,0,0,794848,3027,5836302,115
198131,11,8,8020619,Buschkrugallee Nord,8200622,2018,2,14,7,3,5,3,0,1,1,0,0,0,0,0,801910,6032,5821769,634
198132,11,6,6040810,Dahlem,6400844,2018,2,13,1,3,6,4,0,0,1,1,0,0,0,0,791905,374,5821419,992
198133,11,8,8010510,Gewerbegebiet K�llnische Heide,8100521,2018,2,0,5,2,9,1,2,0,1,0,0,0,0,1,802466,7847,5821917,782
198134,11,9,9051702,B�lschestra�e,9501737,2018,2,13,6,3,6,4,0,0,1,1,0,0,0,0,814210,1916,5821992,56
198135,11,3,3061441,Eldenaer Stra�e,3601453,2018,2,7,6,3,5,2,0,1,1,0,0,0,0,0,802273,7481,5828573,474
198136,11,6,6030608,Schweizer Viertel,6300632,2018,2,17,6,2,6,7,1,0,1,1,0,0,0,0,792461,2167,5816988,664
198137,11,4,4051448,Schaperstra�e,4501045,2018,2,13,5,3,2,2,0,1,1,0,0,0,0,0,794183,1552,5825307,384
198138,11,7,7030301,Friedenau,7300516,2018,2,7,6,3,3,6,0,0,1,0,0,0,1,1,793992,6025,5821554,589
198139,11,7,7070702,Alt-Lichtenrade/T�pchiner Weg,7601443,2018,2,7,6,3,0,7,1,1,0,0,0,0,0,0,799937,3823,5814657,13
198140,11,4,4041135,Hundekehle,4400729,2018,2,19,6,3,1,1,2,0,1,0,0,0,0,0,789398,1141,5823196,59
198141,11,4,4030415,Schlo�garten,4300412,2018,2,11,7,3,2,6,0,0,1,0,0,0,0,0,791357,3096,5828621,933
198142,11,12,12214527,Alt-Tegel,12200515,2018,2,22,6,2,6,4,2,0,1,1,0,0,0,0,790371,7314,5835323,758
198143,11,8,8010118,Silbersteinstra�e,8100105,2018,2,14,5,3,6,7,0,0,1,1,0,0,0,0,800581,9164,5822048,72
198144,11,1,1011304,Karl-Marx-Allee,1100311,2018,2,22,6,3,2,6,2,0,1,0,0,0,0,0,800057,8704,5827392,14
198145,11,4,4041344,R�desheimer Platz,4400835,2018,2,21,6,3,5,3,2,1,1,0,0,0,0,0,793359,1945,5822490,612
198146,11,2,2020205,Chamissokiez,2200211,2018,2,14,3,2,6,2,0,0,1,1,0,0,0,0,798628,993,5824517,488
198147,11,6,6030610,Lichterfelde West                                                                                   ,6300634,2018,2,12,6,3,8,1,0,0,1,0,0,0,0,0,791994,3863,5818974,524
198148,11,2,2010104,Wassertorplatz,2100106,2018,2,13,6,3,5,2,0,0,1,0,0,0,0,0,798585,5188,5825563,889
198149,11,6,6010209,Feuerbachstra�e                                                                                     ,6100209,2018,2,23,1,2,1,1,2,1,1,0,0,0,0,0,794350,644,5820849,206
198150,11,7,7040405,Rathaus Tempelhof,7400927,2018,2,15,5,3,5,2,0,0,1,0,0,0,0,0,798898,705,5821215,125
198151,11,1,1011203,Unter den Linden S�d,1100206,2018,2,14,6,3,5,3,0,0,1,0,0,0,0,0,797770,378,5827350,13
198152,11,8,8010301,Reuterkiez,8100311,2018,2,12,6,3,5,3,0,1,1,0,0,0,0,0,800523,6048,5824435,548
198153,11,9,9020701,Adlershof West,9200715,2018,2,15,6,3,2,2,0,0,1,0,0,0,0,0,809521,4533,5818333,208
198154,11,7,7040405,Rathaus Tempelhof,7400927,2018,2,12,3,3,0,3,0,0,1,0,0,0,1,0,798627,5303,5820661,982
198155,11,7,7070701,Kettinger Stra�e/Schillerstra�e                                                                     ,7601442,2018,2,15,6,2,6,4,0,0,1,1,0,0,0,0,799141,6418,5816519,804
198156,11,11,11030720,Herzbergstra�e,11300721,2018,2,15,2,3,2,6,0,0,1,0,0,0,0,0,805186,8888,5830001,789
198157,11,8,8010301,Reuterkiez,8100312,2018,2,8,3,2,5,2,0,1,1,0,0,0,0,0,801708,6987,5824248,906
198158,11,1,1011306,Heine-Viertel Ost,1100313,2018,2,15,6,3,1,6,0,1,0,0,0,0,1,0,799961,9612,5826447,146
198159,11,11,11040926,Weitlingstra�e,11400929,2018,2,14,2,3,2,2,0,0,1,0,0,1,0,0,805359,9479,5827355,8
198160,11,6,6030609,Augustaplatz,6300633,2018,2,16,6,3,5,3,0,1,1,0,0,0,0,0,792633,2546,5818160,149
198161,11,8,8020619,Buschkrugallee Nord,8200623,2018,2,14,1,3,5,3,0,0,1,0,0,0,0,0,801399,5724,5821126,51
198162,11,4,4030931,Breitscheidplatz,4501042,2018,2,15,5,3,5,2,0,1,0,0,0,0,1,0,793996,4524,5826165,75
198163,11,6,6010101,Fichtenberg,6100101,2018,2,17,6,2,5,3,2,0,1,0,1,0,0,0,793410,8546,5820694,722
198164,11,4,4030623,Ernst-Reuter-Platz,4300622,2018,2,9,6,3,5,2,0,1,1,0,0,0,0,0,793677,8893,5826066,751
198165,11,10,10020517,Adele-Sandrock-Stra�e                                                                               ,10200524,2018,2,0,4,3,1,5,2,0,1,0,0,0,0,0,813624,7919,5830037,941
198166,11,1,1011202,Unter den Linden Nord,1100206,2018,2,23,6,3,0,1,2,1,0,0,0,0,0,0,798541,6674,5827814,513
198167,11,4,4041241,Breite Stra�e,4400832,2018,2,7,5,2,0,1,0,1,0,0,0,0,0,0,791909,3195,5822269,121
198168,11,1,1033102,Gesundbrunnen,1300733,2018,2,18,2,3,5,2,2,1,1,0,0,0,0,0,797279,7209,5831264,28
198169,11,8,8020727,Buckow Mitte,8200832,2018,2,20,6,2,5,7,2,0,1,0,0,0,0,0,801239,8322,5816391,15
198170,11,7,7010102,Nollendorfplatz,7100102,2018,2,10,2,3,5,2,0,0,1,0,0,0,0,0,794951,9255,5825650,965
198171,11,3,3061131,Falkplatz,3601142,2018,2,15,5,3,2,6,0,0,1,0,1,0,0,0,798743,617,5831018,796
198172,11,1,1011204,Leipziger Stra�e                                                                                    ,1100207,2018,2,18,6,3,3,2,2,1,1,0,0,0,0,0,798558,568,5826814,32
198173,11,4,4030623,Ernst-Reuter-Platz,4300622,2018,2,18,7,2,5,2,2,1,1,0,0,0,0,0,793246,8675,5826749,82
198174,11,1,1033101,Soldiner Stra�e                                                                                     ,1300732,2018,2,15,5,3,5,2,0,1,1,0,0,0,0,0,797395,7009,5832482,811
198175,11,7,7010104,Dennewitzplatz,7100206,2018,2,19,6,3,5,7,2,0,1,0,0,0,0,0,796769,4186,5824798,909
198176,11,5,5020627,Tiefwerder,5200632,2018,2,12,6,3,5,2,0,1,1,0,0,0,0,0,785650,7654,5828023,815
198177,11,9,9052001,K�penick Nord                                                                                       ,9502043,2018,2,11,7,2,6,3,0,0,1,1,0,0,0,0,810974,3726,5822065,902
198178,11,6,6010103,Markelstra�e                                                                                        ,6100103,2018,2,11,6,3,3,6,0,0,1,0,0,0,0,0,793579,1326,5821272,729
198179,11,4,4030931,Breitscheidplatz,4501042,2018,2,3,6,3,8,1,2,0,1,0,0,0,0,0,794078,9676,5826067,7
198180,11,10,10030724,Oberfeldstra�e                                                                                      ,10300731,2018,2,6,4,3,5,3,2,0,1,0,0,0,0,2,809120,9912,5829720,89
198181,11,1,1033102,Gesundbrunnen,1300733,2018,2,9,6,3,2,6,0,1,1,0,0,0,0,1,797184,5839,5831346,881
198182,11,3,3040614,Pankow Zentrum                                                                                      ,3400721,2018,2,8,6,3,5,3,0,1,1,0,0,0,0,1,798366,7843,5832826,725
198183,11,12,12224230,Heiligensee,12400618,2018,2,8,2,2,4,6,0,0,1,0,0,0,0,0,786234,7128,5838980,555
198184,11,5,5010339,Freiheit,5100317,2018,2,6,6,3,0,6,1,0,1,0,0,0,1,1,786675,232,5828222,602
198185,11,12,12214527,Alt-Tegel,12200515,2018,2,13,7,3,5,7,0,0,1,0,0,0,0,0,790288,7188,5834597,73
198186,11,7,7060604,Marienfelde S�d,7601339,2018,2,6,6,2,6,2,2,0,1,1,0,0,0,1,795816,5734,5816020,647
198187,11,9,9020802,K�llnische Vorstadt                                                                                 ,9200819,2018,2,6,6,3,1,5,1,0,1,0,0,0,0,1,810693,4518,5819460,44
198188,11,2,2020204,Urbanstra�e,2200210,2018,2,5,6,3,6,2,2,0,1,1,0,0,0,1,797945,827,5825258,831
198189,11,7,7040406,Germaniagarten,7400928,2018,2,16,3,3,6,2,0,0,0,1,0,0,1,0,800311,9775,5821977,97
198190,11,9,9052001,K�penick Nord                                                                                       ,9502043,2018,2,2,6,3,0,1,2,1,0,0,0,0,0,1,810977,1614,5822052,277
198191,11,1,1044101,Rehberge,1400938,2018,2,16,5,3,5,2,2,1,1,0,0,0,0,0,794020,3427,5830176,297
198192,11,4,4030931,Breitscheidplatz,4501042,2018,2,15,3,3,3,6,0,0,1,0,0,0,1,0,793863,6872,5825880,695
198193,11,1,1033203,Humboldthain Nordwest                                                                               ,1300836,2018,2,10,5,2,5,3,0,0,1,0,0,0,0,0,796857,9488,5830639,326
198194,11,1,1022106,Elberfelder Stra�e                                                                                  ,1200522,2018,2,10,5,3,1,5,0,0,1,0,0,0,0,0,793842,2599,5828162,761
198195,11,1,1022203,L�becker Stra�e                                                                                     ,1200625,2018,2,7,2,2,2,6,1,1,1,0,0,0,0,2,795312,8994,5828517,191
198196,11,1,1022101,Huttenkiez,1200517,2018,2,9,5,3,5,3,0,1,1,0,0,0,0,0,792966,854,5828578,75
198197,11,7,7030301,Friedenau,7300517,2018,2,1,7,3,9,1,2,0,1,0,0,0,0,0,793990,3269,5822302,32
198198,11,1,1011303,Alexanderplatzviertel,1100310,2018,2,9,5,3,0,1,0,1,0,0,0,0,0,0,798764,2517,5828220,784
198199,11,9,9020601,Schnellerstra�e                                                                                     ,9200613,2018,2,8,5,3,2,6,0,0,1,0,0,0,1,0,805350,5839,5822393,205
198200,11,6,6030608,Schweizer Viertel,6300632,2018,2,7,5,3,1,5,0,0,1,0,0,0,0,0,792328,7538,5816777,879
198201,11,4,4051654,Wilhelmsaue,4501150,2018,2,14,3,2,6,2,0,0,1,1,0,0,0,0,793436,2868,5823918,234
198202,11,10,10020517,Adele-Sandrock-Stra�e                                                                               ,10200524,2018,2,7,5,3,8,1,0,0,1,0,0,0,0,1,813719,1488,5829979,823
198203,11,8,8010404,Rixdorf,8100417,2018,2,6,5,3,6,2,2,0,0,1,0,1,0,0,802575,3312,5823075,309
198204,11,5,5020523,Maulbeerallee,5200527,2018,2,18,1,3,5,2,2,0,1,0,0,0,0,0,782298,554,5827415,422
198205,11,7,7020201,Bayerischer Platz,7200307,2018,2,19,6,3,2,6,2,0,1,0,0,0,0,0,794947,9291,5824704,888
198206,11,9,9010301,Baumschulenstra�e,9100304,2018,2,6,5,3,5,2,1,0,1,0,0,0,0,0,804391,9702,5821738,482
198207,11,8,8010406,Treptower Stra�e Nord,8100419,2018,2,11,6,3,5,3,0,0,1,0,0,0,0,0,802525,31,5824245,842
198208,11,6,6020408,Lichterfelde S�d                                                                                    ,6200420,2018,2,13,1,3,5,3,0,0,1,0,0,0,0,0,792814,1689,5816196,135
198209,11,2,2050602,Samariterviertel,2500728,2018,2,1,5,3,5,3,2,0,1,0,0,0,0,0,803194,2432,5828314,26
198210,11,8,8041035,Blumenviertel,8401241,2018,2,16,6,3,2,6,0,0,1,0,0,0,0,0,803795,4057,5818801,65
198211,11,3,3020210,Herthaplatz,3200207,2018,2,8,5,3,2,6,0,0,1,0,0,0,0,0,799411,1762,5835782,344
198212,11,6,6010209,Feuerbachstra�e                                                                                     ,6100209,2018,2,19,5,3,6,2,2,0,1,1,0,0,0,1,794651,9686,5820890,616
198213,11,1,1044103,Westliche M�llerstra�e                                                                              ,1400942,2018,2,10,3,3,6,4,0,0,1,1,0,0,0,0,795163,7221,5831066,434
198214,11,7,7040403,Manteuffelstra�e                                                                                    ,7400824,2018,2,19,5,3,0,2,2,0,1,1,0,0,0,0,797870,235,5822038,456
198215,11,1,1022103,Westhafen,1200517,2018,2,13,2,3,2,6,0,0,1,0,0,0,0,0,793516,9733,5829309,616
198216,11,6,6040809,Thielallee,6400843,2018,2,15,5,3,6,2,0,0,1,1,0,0,0,0,791611,7738,5820655,963
198217,11,2,2020204,Urbanstra�e,2200210,2018,2,1,1,3,5,2,2,0,1,0,0,0,0,0,798278,1413,5824783,201
198218,11,7,7010104,Dennewitzplatz,7100205,2018,2,8,6,3,0,2,0,0,1,0,0,0,1,0,796016,7145,5824955,66
198219,11,9,9010302,Sp�thsfelde,9100306,2018,2,18,4,2,2,6,2,0,1,0,0,0,0,0,803666,1636,5820716,306
198220,11,1,1011303,Alexanderplatzviertel,1100310,2018,2,14,5,3,2,6,0,0,1,0,0,0,0,0,799476,5228,5828775,918
198221,11,3,3020210,Herthaplatz,3200207,2018,2,11,5,2,5,3,0,0,1,0,0,0,0,0,799337,475,5835587,645
198222,11,7,7050501,Rathausstra�e                                                                                       ,7501029,2018,2,9,2,3,5,3,0,0,1,0,0,0,1,1,797312,753,5819373,643
198223,11,3,3030715,Heinersdorf,3300516,2018,3,17,2,3,2,6,0,0,1,0,0,0,0,0,800096,9483,5833877,631
198224,11,8,8041037,Alt-Rudow,8401243,2018,3,17,2,3,1,5,0,1,1,0,0,0,0,0,806026,9157,5817316,5
198225,11,9,9020701,Adlershof West,9200715,2018,3,16,2,3,6,4,0,0,1,1,0,0,0,0,808485,6696,5818740,928
198226,11,6,6030606,Hindenburgdamm,6300630,2018,3,1,3,3,9,1,2,0,1,0,0,0,0,0,793226,561,5819907,761
198227,11,2,2020204,Urbanstra�e,2200210,2018,3,16,2,3,5,2,0,1,1,0,0,0,0,0,798842,184,5825105,835
198228,11,1,1033102,Gesundbrunnen,1300733,2018,3,16,2,3,6,4,0,0,1,1,0,0,0,0,797432,4009,5831388,357
198229,11,2,2040503,Richard-Sorge-Viertel,2400522,2018,3,16,2,3,2,6,0,0,1,0,0,0,0,0,802120,622,5827734,991
198230,11,5,5020419,Magistratsweg,5200423,2018,3,17,3,2,6,7,0,0,1,1,0,0,0,0,782016,114,5828334,215
198231,11,4,4041238,Kissinger Stra�e,4400830,2018,3,14,2,3,5,3,0,0,1,0,0,0,0,0,791669,9253,5823242,568
198232,11,11,11040926,Weitlingstra�e,11400931,2018,3,17,3,2,6,4,1,0,1,1,0,0,0,0,806309,5576,5826846,739
198233,11,7,7060604,Marienfelde S�d,7601340,2018,3,19,3,3,6,4,2,0,1,1,0,0,0,1,796088,5054,5815942,494
198234,11,6,6010208,Bergstra�e                                                                                          ,6100208,2018,3,18,3,3,6,7,1,0,0,1,0,0,1,1,794722,1549,5820264,152
198235,11,1,1011402,Arkonaplatz,1100416,2018,3,19,3,3,5,3,2,1,0,0,0,0,1,1,798603,698,5829556,74
198236,11,1,1022106,Elberfelder Stra�e                                                                                  ,1200522,2018,3,20,2,3,6,4,2,0,1,1,0,0,1,1,793945,846,5828199,689
198237,11,8,8010404,Rixdorf,8100415,2018,3,19,3,3,6,2,2,0,1,1,0,0,0,1,801463,1667,5823875,512
198238,11,1,1022206,L�neburger Stra�e                                                                                   ,1200628,2018,3,9,3,3,1,5,0,0,1,0,1,0,0,0,796180,894,5828115,92
198239,11,2,2020205,Chamissokiez,2200211,2018,3,20,3,3,1,5,2,1,1,0,0,0,0,1,798669,5228,5824518,419
198240,11,2,2020206,Graefekiez,2200212,2018,2,10,4,3,2,7,0,1,1,0,0,0,0,0,800231,4185,5824399,362
198241,11,1,1033203,Humboldthain Nordwest                                                                               ,1300836,2018,3,20,3,2,6,4,2,0,0,1,0,0,1,1,796680,1664,5830162,719
198242,11,2,2020206,Graefekiez,2200212,2018,3,19,2,3,2,6,2,0,1,0,0,0,0,0,799475,5372,5824521,999
198243,11,8,8010301,Reuterkiez,8100312,2018,3,21,3,3,6,2,2,0,1,1,0,0,0,1,801447,5735,5823876,233
198244,11,11,11051229,Rummelsburg,11501238,2018,3,21,3,3,2,7,2,0,1,0,0,0,0,1,804109,1651,5825985,885
198245,11,5,5010314,Carl-Schurz-Stra�e                                                                                  ,5100316,2018,3,18,2,3,6,4,1,0,1,1,0,0,0,0,784630,6854,5829666,274
198246,11,1,1044202,Sparrplatz,1401046,2018,3,21,3,3,6,2,2,0,1,1,0,0,0,1,794606,8673,5829879,6
198247,11,4,4030725,Amtsgerichtsplatz,4300416,2018,3,20,2,2,6,4,2,0,1,1,0,0,0,1,791740,2309,5826105,13
198248,11,7,7010102,Nollendorfplatz,7100102,2018,3,21,3,3,2,6,2,0,1,0,0,0,0,1,794960,1329,5825658,41
198249,11,7,7060604,Marienfelde S�d,7601340,2018,3,21,3,2,9,1,2,0,1,0,0,0,0,1,796327,684,5815918,49
198250,11,11,11041128,Sewanstra�e,11401137,2018,3,23,3,2,6,4,2,0,1,1,0,0,0,1,807060,6871,5825902,416
198251,11,1,1022206,L�neburger Stra�e                                                                                   ,1200628,2018,3,16,2,3,5,3,0,1,1,0,0,0,0,1,796234,1763,5828127,853
198252,11,9,9051901,Dammvorstadt,9501939,2018,3,22,2,3,2,6,2,0,1,0,0,0,0,0,809672,8136,5821536,95
198253,11,1,1011204,Leipziger Stra�e                                                                                    ,1100207,2018,3,17,2,3,5,3,1,0,1,0,1,0,0,1,798115,534,5826913,5
198254,11,7,7040401,Neu-Tempelhof,7400721,2018,3,8,2,3,2,6,0,0,1,0,0,0,0,1,797258,8843,5822939,323
198255,11,5,5010314,Carl-Schurz-Stra�e                                                                                  ,5100316,2018,3,15,2,3,0,6,0,0,1,0,1,0,0,1,784865,6644,5829276,817
198256,11,3,3040818,Pankow S�d                                                                                          ,3400829,2018,3,8,2,3,1,1,0,0,1,0,1,0,0,2,799730,1058,5832953,639
198257,11,1,1044101,Rehberge,1400937,2018,3,15,2,3,5,3,0,1,1,0,0,0,0,1,793145,7569,5831604,959
198258,11,7,7030303,Grazer Platz,7300619,2018,3,14,2,3,5,2,0,0,0,0,0,0,1,1,794591,7594,5821848,778
198259,11,8,8020622,Parchimer Allee,8200726,2018,3,7,2,2,6,4,0,0,0,1,0,0,1,2,801696,9728,5820121,254
198260,11,6,6020302,Komponistenviertel Lankwitz,6200312,2018,3,15,4,3,2,6,0,0,1,0,0,0,0,1,794809,8891,5819294,153
198261,11,4,4020310,Park Ruhwald,4200308,2018,3,14,2,3,5,2,0,0,1,0,0,0,0,1,790216,8944,5827296,704
198262,11,11,11030720,Herzbergstra�e,11300721,2018,3,7,2,3,5,3,0,0,1,0,0,0,0,2,804948,4262,5829108,2
198263,11,9,9010202,K�penicker Landstra�e,9100203,2018,3,22,2,3,6,2,2,0,1,1,0,0,0,1,803789,7838,5823277,157
198264,11,7,7070702,Alt-Lichtenrade/T�pchiner Weg,7601443,2018,3,14,2,3,1,5,0,0,1,0,0,0,0,1,800146,2752,5815032,677
198265,11,8,8010404,Rixdorf,8100417,2018,3,7,2,2,5,3,0,0,1,0,0,0,1,2,802486,9554,5823152,314
198266,11,12,12231101,Hermsdorf,12400722,2018,3,13,2,3,5,3,0,1,1,0,0,0,0,1,791175,2538,5837719,68
198267,11,5,5020522,Pillnitzer Weg,5200525,2018,3,6,2,3,0,1,2,1,0,0,0,0,0,2,781078,5868,5827813,913
198268,11,3,3040512,Wilhelmsruh,3400619,2018,3,13,2,3,5,3,0,0,1,0,0,0,0,1,795773,6528,5835128,514
198269,11,4,4020310,Park Ruhwald,4200308,2018,3,8,2,3,3,6,0,0,1,0,0,1,0,2,790319,3765,5827296,215
198270,11,2,2010103,Moritzplatz,2100104,2018,3,18,3,3,5,3,2,1,1,0,0,0,0,1,799326,9124,5826235,581
198271,11,3,3061429,Greifswalder Stra�e,3601449,2018,3,7,2,3,5,3,0,1,1,0,0,0,0,0,801893,6343,5830342,475
198272,11,6,6020409,K�nigsberger Stra�e                                                                                 ,6200421,2018,3,10,2,2,2,6,0,0,1,0,0,0,1,0,793251,5841,5817684,183
198273,11,2,2040502,Friedenstra�e,2400521,2018,3,11,3,3,6,4,0,0,1,1,0,0,0,0,800965,811,5828228,589
198274,11,12,12224229,Konradsh�he/Tegelort,12400616,2018,3,15,2,3,5,3,0,0,1,0,0,0,1,1,786227,5422,5834758,562
198275,11,11,11041128,Sewanstra�e,11401136,2018,3,11,2,3,1,5,0,1,1,0,0,0,0,0,805993,8899,5826343,759
198276,11,1,1011101,St�lerstra�e                                                                                        ,1100101,2018,3,12,2,3,5,3,0,1,1,0,0,0,0,0,795294,2818,5826264,331
198277,11,7,7030301,Friedenau,7300516,2018,3,19,2,3,6,2,2,0,1,1,0,0,0,1,793975,844,5821720,822
198278,11,1,1011204,Leipziger Stra�e                                                                                    ,1100207,2018,2,10,4,3,5,3,0,0,1,0,0,0,0,0,797886,66,5826674,797
198279,11,7,7040405,Rathaus Tempelhof,7400927,2018,3,13,2,3,5,3,0,0,1,0,0,0,1,0,798622,8753,5820654,37
198280,11,4,4051447,Ludwigkirchplatz,4501044,2018,3,18,2,3,5,2,2,1,1,0,0,0,0,1,793216,6343,5825201,897
198281,11,1,1011301,Charit�viertel,1100308,2018,3,14,2,3,6,7,0,0,1,1,0,0,0,0,796333,571,5829490,943
198282,11,12,12214527,Alt-Tegel,12200515,2018,3,18,2,3,6,2,2,0,1,1,0,0,0,1,790035,7468,5835364,977
198283,11,5,5030832,Rohrdamm,5300841,2018,3,14,2,3,6,4,0,0,0,1,0,0,1,0,789914,1325,5829355,671
198284,11,5,5020625,Borkumer Stra�e                                                                                     ,5200629,2018,3,13,3,3,5,3,0,0,1,0,0,1,0,0,784607,2959,5828316,926
198285,11,2,2050803,Stralauer Kiez,2500835,2018,2,8,4,3,5,7,0,1,1,0,0,0,0,0,803085,4797,5825994,894
198286,11,1,1011302,Oranienburger Stra�e                                                                                ,1100309,2018,3,18,2,3,2,2,2,1,1,0,0,0,0,1,797943,881,5828778,419
198287,11,6,6040702,D�ppel,6400736,2018,3,19,1,2,1,5,2,0,1,0,0,0,0,0,787173,2152,5817123,225
198288,11,5,5020626,Adamstra�e                                                                                          ,5200630,2018,3,18,2,3,6,4,2,0,1,1,0,0,0,1,783360,3194,5827670,368
198289,11,1,1044203,Leopoldplatz,1401049,2018,3,17,2,3,6,4,1,0,1,1,0,0,0,1,795948,839,5831561,2
198290,11,4,4030620,Alt-Lietzow,4300619,2018,3,10,1,3,5,3,0,0,1,0,0,0,0,0,792144,6953,5827392,745
198291,11,9,9051901,Dammvorstadt,9501939,2018,3,13,1,3,5,2,0,0,1,0,0,0,1,0,810262,4381,5821445,845
198292,11,12,12214125,Waldidyll/Flughafensee,12200412,2018,3,18,2,3,5,2,2,0,1,0,0,0,0,1,791165,8005,5834026,53
198293,11,5,5030730,Zitadellenweg,5300736,2018,3,19,2,3,2,6,2,0,1,0,0,0,0,1,786013,8,5829181,36
198294,11,1,1033203,Humboldthain Nordwest                                                                               ,1300836,2018,3,13,1,3,2,6,0,0,1,0,0,0,0,0,797165,9997,5831089,365
198295,11,11,11051332,Karlshorst S�d,11501341,2018,3,21,2,3,2,6,2,0,1,0,0,0,0,1,807248,36,5824213,129
198296,11,4,4051446,Preu�enpark,4501043,2018,3,4,1,3,1,1,2,0,1,0,0,0,0,0,792924,5769,5825063,911
198297,11,11,11010103,Dorf Falkenberg,11100102,2018,3,20,2,3,5,3,2,1,1,0,0,0,0,1,807497,3068,5834096,56
