OBJECTID,LAND,BEZ,LOR,STRASSE,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,ULICHTVERH,IstRad,IstPKW,IstFuss,IstKrad,IstGkfz,IstSonstige,USTRZUSTAND,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84
197618,11,4,4020311,Reichsstra�e,2019,8,16,6,3,5,3,0,0,1,0,0,0,0,1,789638,2713,5826254,713
197619,11,1,1033203,Humboldthain Nordwest,2019,8,16,6,3,2,6,0,0,1,0,0,0,0,1,796752,3643,5830496,269
197620,11,5,5020625,Borkumer Stra�e,2019,8,22,6,3,6,4,2,0,1,1,0,0,0,0,784521,1104,5828649,896
197621,11,1,1044201,Reinickendorfer Stra�e,2019,8,20,6,3,0,1,0,1,0,0,0,0,0,0,795781,6142,5831019,172
197622,11,3,3061227,Humannplatz,2019,8,18,6,3,0,2,1,1,1,0,0,0,0,1,799501,2195,5831356,33
197623,11,1,1033101,Soldiner Stra�e,2019,8,15,5,3,2,6,0,0,1,0,1,0,0,0,797212,1013,5832020,146
197624,11,4,4030931,Breitscheidplatz,2019,8,22,5,3,1,5,2,1,1,0,0,0,0,0,794274,39,5825500,123
197625,11,6,6010101,Fichtenberg,2019,8,21,5,2,5,2,2,0,1,0,0,0,0,0,793313,8046,5820742,14
197626,11,3,3050923,Wei�enseer Spitze,2019,8,21,5,2,5,3,1,1,0,0,0,0,1,0,800396,6454,5831947,294
197627,11,2,2050801,Traveplatz,2019,8,20,5,3,1,5,1,1,1,0,0,0,0,0,803097,8769,5826934,929
197628,11,2,2010101,Askanischer Platz,2019,8,20,5,3,6,4,1,1,0,1,0,0,0,0,797817,6452,5825899,514
197629,11,3,3071536,Teutoburger Platz,2019,8,19,5,3,6,4,0,0,1,1,0,0,0,0,799084,9113,5830225,218
197630,11,10,10030726,Alt-Biesdorf,2019,8,19,5,3,5,3,0,1,1,0,0,0,0,0,809226,1922,5827212,697
197631,11,5,5010101,Hakenfelde Nord,2019,8,16,5,3,2,6,0,0,1,0,1,0,0,1,785236,4594,5831826,472
197632,11,8,8010117,Schillerpromenade,2019,8,18,5,3,1,5,0,1,1,0,0,0,0,0,800206,5944,5823526,513
197633,11,2,2030302,Lausitzer Platz,2019,8,18,5,3,0,3,0,0,1,0,1,0,0,0,800733,3861,5826516,318
197634,11,5,5010209,An der Kappe,2019,8,17,5,3,5,2,0,0,1,0,0,0,0,0,783248,7712,5830289,788
197635,11,4,4030620,Alt-Lietzow,2019,8,16,5,3,2,6,0,0,1,0,0,0,1,0,792447,9746,5827189,429
197636,11,7,7040404,Marienh�he,2019,8,16,5,3,0,1,0,1,0,0,0,0,0,0,796541,7762,5820099,424
197637,11,4,4051550,Leon-Jessel-Platz,2019,8,16,5,3,5,3,0,1,1,0,0,0,0,0,792887,7282,5824294,618
197638,11,7,7040401,Neu-Tempelhof,2019,8,14,5,3,5,3,0,0,1,0,0,0,0,0,797325,2524,5823511,807
197639,11,5,5010311,Eiswerder,2019,8,14,5,3,2,6,0,0,1,0,0,0,0,0,785231,6755,5830968,843
197640,11,12,12302212,Rollbergesiedlung,2019,8,14,5,3,0,6,0,1,0,0,0,1,0,0,792682,3423,5837413,295
197641,11,3,3030715,Heinersdorf,2019,8,14,5,2,6,4,0,0,1,1,0,0,0,0,800685,1946,5833668,563
197642,11,4,4020204,Olympiagel�nde,2019,8,13,5,3,5,2,0,0,1,0,1,0,0,0,787702,1174,5826432,639
197643,11,1,1033203,Humboldthain Nordwest,2019,8,15,5,3,5,3,0,0,1,0,0,0,0,0,796725,178,5830441,734
197644,11,3,3061227,Humannplatz,2019,8,13,5,3,6,4,0,0,0,1,1,0,0,0,799424,8288,5831371,47
197645,11,1,1011305,Heine-Viertel West,2019,8,13,5,2,6,4,0,0,1,1,0,0,0,0,798901,781,5826692,217
197646,11,11,11040926,Weitlingstra�e,2019,8,13,5,3,5,2,0,1,1,0,0,0,0,0,805141,918,5826177,218
197647,11,10,10040829,Alt-Kaulsdorf,2019,8,12,5,3,0,6,0,1,1,0,0,0,0,0,810878,2694,5827352,626
197648,11,2,2020204,Urbanstra�e,2019,8,12,5,3,1,5,0,1,0,0,0,1,0,0,798472,431,5824764,597
197649,11,3,3040614,Pankow Zentrum,2019,8,12,5,2,5,3,0,0,1,0,0,1,0,0,800023,5387,5834675,494
197650,11,4,4020310,Park Ruhwald,2019,8,12,5,3,2,6,0,0,1,0,0,0,0,0,790578,244,5827355,304
197651,11,8,8020621,Mohriner Allee Nord,2019,8,12,5,3,5,7,0,0,1,0,0,0,0,0,800255,8668,5820518,579
197652,11,4,4020311,Reichsstra�e,2019,8,10,5,3,5,3,0,0,1,0,0,0,0,0,788993,5354,5826824,874
197653,11,2,2020204,Urbanstra�e,2019,8,12,5,3,2,2,0,0,1,0,1,0,0,1,798307,2909,5825319,943
197654,11,3,3071536,Teutoburger Platz,2019,8,9,5,3,5,2,0,1,1,0,0,0,0,0,799097,3877,5829119,467
197655,11,11,11030618,Fennpfuhl West,2019,8,8,5,3,5,3,0,0,0,0,0,1,1,0,802962,5382,5829199,311
197656,11,3,3061227,Humannplatz,2019,8,11,5,3,5,7,0,0,1,0,0,0,0,0,800091,4071,5831671,63
197657,11,11,11030618,Fennpfuhl West,2019,8,8,5,3,5,5,0,0,1,0,1,0,0,1,802961,9857,5829229,121
197658,11,7,7010103,Barbarossaplatz,2019,8,10,5,3,0,6,0,1,1,0,0,0,0,0,795222,5234,5824517,249
197659,11,3,3020210,Herthaplatz,2019,8,10,5,3,1,5,0,0,1,0,0,0,0,0,798713,9284,5835849,209
197660,11,4,4041344,R�desheimer Platz,2019,8,8,5,3,0,3,0,0,1,0,1,0,0,0,793345,4634,5822848,241
197661,11,12,12103218,Teichstra�e,2019,8,8,5,3,5,2,0,1,1,0,0,0,0,0,794973,7113,5833121,37
197662,11,1,1011105,N�rdlicher Landwehrkanal,2019,8,7,5,3,8,1,0,0,1,0,0,0,0,0,796143,4566,5826287,673
197663,11,2,2030402,Wrangelkiez,2019,8,6,5,3,0,4,0,1,0,1,0,0,0,1,801701,6301,5825858,256
197664,11,11,11040925,Victoriastadt,2019,8,6,5,3,2,6,0,0,1,0,1,0,0,0,803714,6044,5826360,447
197665,11,1,1033201,Brunnenstra�e,2019,8,5,5,3,5,3,1,0,1,0,0,0,0,1,797904,587,5831002,832
197666,11,4,4051655,Babelsberger Stra�e,2019,8,2,5,3,5,2,2,0,1,0,0,0,0,0,794005,4386,5824068,884
197667,11,2,2030302,Lausitzer Platz,2019,8,0,5,3,0,2,2,1,1,0,0,0,0,1,801420,6965,5826071,803
197668,11,12,12214421,Reinickes Hof,2019,7,2,4,3,0,7,2,1,0,0,0,0,0,0,793457,9125,5833874,317
197669,11,4,4041136,Hagenplatz,2019,7,20,4,3,5,2,1,0,1,0,0,0,0,1,790688,312,5822694,722
197670,11,12,12103218,Teichstra�e,2019,7,20,4,3,1,5,2,0,1,0,0,0,0,1,795516,1985,5834371,925
197671,11,12,12103117,Letteplatz,2019,7,20,4,3,0,1,1,0,0,0,1,0,0,1,795775,2458,5832574,735
197672,11,2,2020203,Viktoriapark,2019,7,19,4,3,5,5,1,0,1,0,1,0,0,0,797639,2191,5824583,574
197673,11,2,2040701,Andreasviertel,2019,7,23,4,3,5,7,2,0,1,0,1,0,0,1,800550,3391,5826943,713
197674,11,4,4051447,Ludwigkirchplatz,2019,7,22,4,3,0,1,2,0,0,0,1,0,0,1,793383,6209,5824666,596
197675,11,4,4030827,Karl-August-Platz,2019,7,18,4,3,5,2,0,0,1,0,0,0,0,0,792725,1,5826102,48
197676,11,8,8041036,Zittauer Stra�e,2019,7,18,4,3,5,3,0,0,1,0,0,0,0,0,805253,9858,5817245,999
197677,11,1,1011303,Alexanderplatzviertel,2019,7,17,4,3,2,6,0,0,1,0,0,0,0,1,799129,2984,5828985,888
197678,11,4,4030929,Hindemithplatz,2019,7,17,4,3,0,6,0,0,1,0,1,0,0,1,792709,7555,5825553,248
197679,11,4,4030725,Amtsgerichtsplatz,2019,7,17,4,2,0,1,0,1,0,0,0,0,0,1,791464,1874,5825787,123
197680,11,10,10030727,Biesdorf S�d,2019,7,17,4,3,6,4,0,0,1,1,0,0,0,1,809541,86,5827065,572
197681,11,1,1011303,Alexanderplatzviertel,2019,7,17,4,2,5,2,0,1,1,0,0,0,0,1,798724,5164,5828298,304
197682,11,1,1022106,Elberfelder Stra�e,2019,7,16,4,3,0,5,0,0,1,0,1,0,0,1,794477,2405,5828352,663
197683,11,7,7050505,Hundsteinweg,2019,7,16,4,3,2,6,0,0,1,0,0,0,0,1,798357,8334,5818989,156
197684,11,1,1011301,Charit�viertel,2019,7,16,4,3,5,3,0,0,1,0,0,0,0,1,797037,4266,5829318,799
197685,11,12,12231101,Hermsdorf,2019,7,15,4,3,5,2,0,1,1,0,0,0,0,1,791292,4727,5838941,212
197686,11,1,1011101,St�lerstra�e,2019,7,15,4,3,2,6,0,0,1,0,0,0,0,1,795245,906,5826623,983
197687,11,4,4010102,Pl�tzensee,2019,7,10,4,3,5,2,0,0,1,0,0,0,0,0,793340,7633,5829719,994
197688,11,1,1022204,Thomasiusstra�e,2019,7,9,4,3,5,7,0,1,1,0,0,0,0,0,794769,7231,5828313,4
197689,11,12,12214422,Klixstra�e,2019,7,9,4,2,4,6,0,1,0,0,0,0,0,0,792106,8156,5832956,29
197690,11,2,2020203,Viktoriapark,2019,7,9,4,3,2,6,0,0,1,0,1,0,0,0,797822,382,5824931,546
197691,11,2,2030301,Oranienplatz,2019,7,7,4,3,5,2,0,1,1,0,0,0,0,0,799720,578,5826052,13
197692,11,1,1011302,Oranienburger Stra�e,2019,7,15,4,2,5,7,0,0,1,0,0,0,0,0,798396,525,5829040,767
197693,11,1,1011402,Arkonaplatz,2019,7,7,4,3,5,3,0,1,0,0,0,0,1,0,798715,4912,5829563,106
197694,11,5,5030731,Gartenfelder Stra�e,2019,7,7,4,3,5,2,0,0,0,0,1,0,1,0,787597,2147,5829401,1
197695,11,12,12214422,Klixstra�e,2019,7,4,4,3,5,3,1,1,1,0,0,0,0,0,791496,771,5833027,919
197696,11,11,11010204,Falkenberg Ost,2019,7,2,4,3,0,1,2,1,0,0,0,0,0,0,806693,6647,5833980,849
197697,11,5,5010312,Kurstra�e,2019,7,14,4,3,6,4,0,0,1,1,0,0,0,0,785297,9785,5830407,972
197698,11,1,1044101,Rehberge,2019,7,14,4,3,5,3,0,0,1,0,0,0,0,0,793529,1778,5832017,906
197699,11,6,6040810,Dahlem,2019,7,12,4,3,5,3,0,0,0,0,1,0,1,0,791574,3862,5821712,915
197700,11,4,4030929,Hindemithplatz,2019,7,12,4,3,5,3,0,0,1,0,0,0,1,0,792444,765,5825425,954
197701,11,12,12214527,Alt-Tegel,2019,7,11,4,2,5,7,0,0,1,0,1,0,0,0,790584,9238,5834488,186
197702,11,7,7020203,Kaiser-Wilhelm-Platz,2019,7,10,4,3,1,5,0,1,1,0,0,0,0,0,795592,4922,5824160,714
197703,11,4,4061757,Forst Grunewald,2019,7,10,4,3,5,3,0,1,0,0,0,0,0,0,788657,619,5825722,151
197704,11,8,8010118,Silbersteinstra�e,2019,7,10,4,3,6,4,0,0,1,1,0,0,0,0,800898,72,5822408,954
197705,11,12,12103218,Teichstra�e,2019,7,9,3,3,0,6,0,1,1,0,0,0,0,0,794850,991,5833071,512
197706,11,3,3040818,Pankow S�d,2019,7,7,3,3,6,7,0,0,1,1,0,0,0,0,799443,2167,5832748,76
197707,11,10,10040933,Mahlsdorf S�d,2019,7,9,3,3,5,3,0,0,1,0,0,0,0,0,811989,6215,5826852,58
197708,11,3,3051017,Rennbahnstra�e,2019,7,8,3,3,2,2,0,0,1,0,0,0,0,1,802839,7771,5832687,346
197709,11,1,1011401,Invalidenstra�e,2019,7,8,3,3,3,6,0,1,0,0,0,0,0,0,797300,6481,5829109,322
197710,11,1,1011204,Leipziger Stra�e,2019,7,0,3,2,5,2,2,0,1,0,1,0,0,0,798901,2925,5827345,255
197711,11,9,9010401,Johannisthal West,2019,7,6,3,2,1,5,0,1,1,0,0,0,0,0,806046,1012,5820006,85
197712,11,11,11051331,Karlshorst Nord,2019,7,17,3,3,5,3,0,0,1,0,0,0,0,0,807676,676,5824535,78
197713,11,4,4041241,Breite Stra�e,2019,7,16,3,2,1,5,0,1,1,0,0,0,0,0,791954,242,5822499,632
197714,11,5,5020625,Borkumer Stra�e,2019,7,16,3,2,5,7,0,0,1,0,1,0,0,0,784748,3734,5828694,96
197715,11,1,1044102,Schillerpark,2019,7,15,3,3,5,2,0,1,1,0,0,0,0,0,794707,6267,5831780,937
197716,11,4,4030828,Savignyplatz,2019,7,15,3,3,5,7,0,0,1,0,1,0,0,0,792977,3795,5826184,837
197717,11,1,1011101,St�lerstra�e,2019,7,15,3,3,0,3,0,0,1,0,1,0,0,0,794963,3007,5826080,539
197718,11,2,2020203,Viktoriapark,2019,7,23,3,3,0,1,2,1,0,0,0,0,0,0,797247,7859,5824831,582
197719,11,1,1033102,Gesundbrunnen,2019,7,15,3,3,6,4,0,0,0,1,1,0,0,0,797583,724,5831293,124
197720,11,3,3061228,Erich-Weinert-Stra�e,2019,7,20,3,3,1,5,1,1,1,0,0,0,0,0,801022,3297,5830798,88
197721,11,4,4020312,Branitzer Platz,2019,7,13,3,3,0,7,0,0,1,0,1,0,0,0,789598,367,5827272,506
197722,11,1,1011101,St�lerstra�e,2019,7,20,3,2,0,1,0,1,0,0,0,0,0,0,794549,2754,5826088,225
197723,11,8,8010117,Schillerpromenade,2019,7,14,3,3,5,3,0,0,1,0,1,0,0,0,800380,4474,5823330,392
197724,11,1,1011101,St�lerstra�e,2019,7,20,3,3,5,3,0,0,1,0,0,0,0,0,795324,9037,5826261,334
197725,11,5,5020417,Staakener Stra�e,2019,7,20,3,3,5,3,0,1,1,0,0,0,0,0,782573,5164,5828540,581
197726,11,7,7010101,Wittenbergplatz/Viktoria-Luise-Platz,2019,7,19,3,3,5,7,0,0,1,0,1,0,0,0,794624,1034,5825565,122
197727,11,9,9010202,K�penicker Landstra�e,2019,7,13,3,3,3,1,0,1,0,0,0,0,1,0,804279,5321,5823056,603
197728,11,5,5040936,J�gerallee,2019,7,12,3,3,2,2,0,1,1,0,0,0,0,0,781551,3758,5819649,201
197729,11,8,8010404,Rixdorf,2019,7,18,3,3,2,6,0,0,1,0,0,0,0,0,801839,1619,5823625,641
197730,11,6,6040804,Krumme Lanke,2019,7,18,3,3,5,2,0,1,1,0,0,0,0,0,788760,1197,5819994,54
197731,11,4,4030725,Amtsgerichtsplatz,2019,7,18,3,3,3,6,0,0,1,0,0,0,0,0,791881,5694,5826501,475
197732,11,9,9010402,Johannisthal Ost,2019,7,17,3,3,2,7,0,0,1,0,1,0,0,0,806289,1047,5819201,96
197733,11,8,8020728,Buckow Ost,2019,7,17,3,3,5,3,0,1,0,0,0,0,1,0,801800,8908,5817488,167
197734,11,9,9051702,B�lschestra�e,2019,7,10,3,2,1,5,0,0,1,0,1,0,0,0,814030,5204,5820744,837
197735,11,1,1033101,Soldiner Stra�e,2019,7,9,3,3,1,5,0,1,0,0,0,1,0,0,797963,6549,5832408,763
197736,11,8,8041037,Alt-Rudow,2019,7,12,3,3,5,2,0,0,1,0,0,0,1,0,805438,8438,5818396,446
197737,11,7,7010102,Nollendorfplatz,2019,7,14,3,1,6,2,0,0,0,1,0,1,0,0,794950,1287,5825642,635
197738,11,2,2040502,Friedenstra�e,2019,7,13,2,3,5,2,0,1,0,0,0,0,1,0,801250,7933,5827844,43
197739,11,7,7070701,Kettinger Stra�e/Schillerstra�e,2019,7,15,2,3,0,7,0,1,0,0,0,0,0,0,799195,4451,5816141,739
197740,11,10,10040933,Mahlsdorf S�d,2019,7,12,2,3,0,1,0,1,0,0,0,0,0,0,812433,1499,5824753,677
197741,11,1,1033102,Gesundbrunnen,2019,7,22,2,3,2,6,2,0,1,0,1,0,0,1,797662,7325,5831882,289
197742,11,3,3040614,Pankow Zentrum,2019,7,21,2,3,0,2,2,0,1,0,1,0,0,1,798606,8339,5833049,831
197743,11,2,2050802,Boxhagener Platz,2019,7,20,2,3,1,1,0,0,1,0,1,0,0,1,802589,8442,5827014,158
197744,11,1,1033202,Humboldthain S�d,2019,7,18,2,3,5,2,0,1,0,0,0,0,1,1,797763,8745,5829744,158
197745,11,4,4030930,George-Grosz-Platz,2019,7,18,2,3,0,6,0,0,1,0,1,0,0,1,793293,704,5825627,7
197746,11,6,6030610,Lichterfelde West,2019,7,18,2,3,0,5,0,1,1,0,0,0,0,1,791844,99,5818906,647
197747,11,1,1033203,Humboldthain Nordwest,2019,7,18,2,3,2,6,0,0,1,0,0,0,0,1,796586,3302,5831006,272
197748,11,1,1011302,Oranienburger Stra�e,2019,7,16,2,3,2,6,0,0,1,0,0,0,0,0,797978,3241,5828497,41
197749,11,5,5010311,Eiswerder,2019,7,16,2,3,5,7,0,1,1,0,0,0,0,0,785352,2748,5830155,443
197750,11,6,6010210,Bismarckstra�e,2019,7,19,2,3,2,6,0,0,1,0,0,0,0,1,794923,1007,5821446,918
197751,11,1,1011203,Unter den Linden S�d,2019,7,17,2,3,1,5,0,1,1,0,0,0,0,1,798018,5797,5827089,741
197752,11,4,4051655,Babelsberger Stra�e,2019,7,16,2,3,5,2,0,0,1,0,1,0,0,0,794187,4403,5823111,523
197753,11,1,1033102,Gesundbrunnen,2019,7,16,2,3,5,2,0,1,1,0,0,0,0,0,797720,1863,5831257,475
197754,11,3,3030715,Heinersdorf,2019,7,19,2,3,0,7,0,0,1,0,0,0,0,1,800995,394,5833682,888
197755,11,4,4051655,Babelsberger Stra�e,2019,7,15,2,2,5,3,0,1,1,0,0,0,0,0,794185,4354,5823226,393
197756,11,11,11020516,Wei�e Taube,2019,7,15,2,3,5,2,0,1,0,0,0,0,1,0,806220,1135,5830350,64
197757,11,1,1011301,Charit�viertel,2019,7,15,2,3,2,7,0,1,1,0,0,0,0,0,797108,2794,5829252,994
197758,11,4,4041342,Schlangenbader Stra�e,2019,7,14,2,2,2,6,0,0,1,0,1,0,0,0,792541,9464,5822821,104
197759,11,9,9020502,Obersch�neweide Ost,2019,7,15,2,3,2,2,0,0,1,0,0,0,0,0,809388,1246,5821483,315
197760,11,5,5010206,G�tersloher Weg,2019,7,14,2,3,0,1,0,0,0,0,1,0,0,0,781396,7463,5830734,375
197761,11,4,4051446,Preu�enpark,2019,7,14,2,3,5,2,0,0,0,0,0,1,1,0,792688,9222,5825321,282
197762,11,2,2050802,Boxhagener Platz,2019,7,14,2,3,5,3,0,0,1,0,0,0,0,0,802951,1655,5826800,407
197763,11,9,9020701,Adlershof West,2019,7,13,2,3,3,2,0,0,1,0,1,0,0,0,809054,4041,5818764,105
197764,11,7,7020204,Sch�neberger Insel,2019,7,12,2,2,6,7,0,0,0,1,0,0,1,0,796334,7395,5822992,284
197765,11,4,4020310,Park Ruhwald,2019,7,12,2,3,2,6,0,0,1,0,0,0,0,0,790087,4081,5827345,428
197766,11,3,3061126,Arnimplatz,2019,7,12,2,3,5,2,0,1,1,0,0,0,0,0,798218,8879,5831596,932
197767,11,2,2020203,Viktoriapark,2019,7,11,2,3,5,3,0,1,1,0,0,0,0,0,797772,1162,5824035,105
197768,11,10,10020622,Kaulsdorf Nord I,2019,7,11,2,2,5,2,0,0,1,0,0,0,0,0,811209,6329,5828853,203
197769,11,9,9030901,Dorf Altglienicke,2019,7,9,2,3,6,4,0,0,1,1,0,0,0,0,808587,58,5817624,475
197770,11,2,2040502,Friedenstra�e,2019,7,9,2,3,5,2,0,1,1,0,0,0,0,0,801247,6083,5827817,5
197771,11,4,4051551,Brabanter Platz,2019,7,9,2,3,2,6,0,0,1,0,0,0,0,0,792954,6976,5823333,796
197772,11,5,5020627,Tiefwerder,2019,7,11,2,2,8,1,0,0,1,0,0,0,0,0,785406,5245,5827917,12
197773,11,2,2030302,Lausitzer Platz,2019,7,18,2,3,0,1,0,1,0,0,0,0,0,1,800744,9878,5826524,979
197774,11,2,2010102,Mehringplatz,2019,7,19,2,3,0,1,0,1,0,0,0,0,0,1,797954,21,5826221,374
197775,11,4,4010102,Pl�tzensee,2019,7,8,2,3,3,6,0,0,1,0,0,0,1,0,793345,5481,5829701,877
197776,11,8,8010118,Silbersteinstra�e,2019,7,7,2,3,2,2,0,1,1,0,0,0,0,0,800770,9391,5822754,222
197777,11,2,2050802,Boxhagener Platz,2019,7,6,2,3,2,6,0,0,1,0,1,0,0,0,802034,753,5827168,587
197778,11,6,6020408,Lichterfelde S�d,2019,7,20,1,3,0,1,0,1,0,0,0,0,0,0,792685,3396,5816255,374
197779,11,7,7010101,Wittenbergplatz/Viktoria-Luise-Platz,2019,7,14,1,3,2,6,0,0,1,0,1,0,0,0,794490,9078,5824873,772
197780,11,5,5030731,Gartenfelder Stra�e,2019,7,13,1,3,2,6,0,0,1,0,0,0,0,0,787405,146,5829457,203
197781,11,1,1011202,Unter den Linden Nord,2019,7,17,1,3,0,7,0,0,0,0,0,0,1,0,798149,4495,5828008,425
197782,11,1,1011303,Alexanderplatzviertel,2019,7,22,1,3,0,4,2,0,0,1,1,0,0,0,798499,2072,5828167,118
197783,11,8,8010510,Gewerbegebiet K�llnische Heide,2019,7,18,1,3,0,1,0,1,0,0,0,0,0,0,802547,3641,5822134,889
197784,11,8,8040933,Vogelviertel S�d,2019,7,16,1,3,5,7,0,0,1,0,0,0,0,0,803518,4075,5818925,21
197785,11,1,1011102,Gro�er Tiergarten,2019,7,16,1,3,1,5,0,0,1,0,0,0,1,0,796816,6964,5827811,613
197786,11,7,7030303,Grazer Platz,2019,7,15,1,2,2,6,0,0,1,0,1,0,0,0,795340,4104,5821501,27
197787,11,1,1011304,Karl-Marx-Allee,2019,7,15,1,3,0,1,0,0,0,0,0,0,1,0,799954,8444,5828561,921
197788,11,2,2050804,Stralauer Halbinsel,2019,7,9,1,3,5,2,0,1,0,0,0,0,1,0,803120,208,5825676,768
197789,11,2,2010103,Moritzplatz,2019,7,10,7,3,0,1,0,1,0,0,0,0,0,0,799486,2656,5826075,855
197790,11,2,2040502,Friedenstra�e,2019,7,17,7,3,0,3,0,1,1,0,0,0,0,0,800938,9236,5828520,101
197791,11,8,8010404,Rixdorf,2019,7,23,7,3,0,7,2,1,0,0,0,0,1,0,801808,5509,5823647,437
197792,11,6,6030503,Zehlendorf Mitte,2019,7,18,7,3,5,3,0,1,1,0,0,0,0,0,789259,559,5818045,547
197793,11,8,8010301,Reuterkiez,2019,7,18,7,3,0,6,0,0,1,0,1,0,0,0,800802,9232,5825036,241
197794,11,1,1022103,Westhafen,2019,7,17,7,3,2,6,0,0,1,0,0,0,0,0,793878,2203,5830057,55
197795,11,4,4051448,Schaperstra�e,2019,7,16,7,3,2,6,0,0,1,0,0,0,0,0,794310,327,5825265,978
197796,11,4,4030725,Amtsgerichtsplatz,2019,7,16,7,3,5,2,0,0,1,0,0,0,0,0,791910,6703,5826241,686
197797,11,1,1033101,Soldiner Stra�e,2019,7,16,7,3,5,2,0,1,1,0,0,0,0,0,797380,5277,5832454,199
197798,11,6,6040806,Fischtal,2019,7,15,7,2,6,4,0,0,1,1,0,0,0,0,788813,4905,5819565,809
197799,11,8,8010301,Reuterkiez,2019,7,23,7,3,0,6,2,0,0,0,1,0,0,0,800693,6109,5824376,777
197800,11,1,1022207,Hansaviertel,2019,8,7,4,3,6,4,0,0,1,1,0,0,0,0,794722,14,5827403,2
197801,11,5,5020524,Weinmeisterhornweg,2019,8,6,4,3,5,2,0,0,1,0,0,0,0,0,783902,376,5826598,354
197802,11,9,9051702,B�lschestra�e,2019,8,7,4,2,6,7,0,0,0,1,0,0,1,0,814090,9362,5820779,314
197803,11,5,5010101,Hakenfelde Nord,2019,8,7,4,3,0,1,0,1,0,0,0,0,0,0,785752,9864,5833148,226
197804,11,3,3061126,Arnimplatz,2019,8,18,3,3,0,5,0,1,1,0,0,0,0,0,798990,5256,5831447,339
197805,11,1,1022206,L�neburger Stra�e,2019,8,17,3,2,6,7,0,0,0,1,0,0,1,0,795778,1337,5828197,658
197806,11,1,1011202,Unter den Linden Nord,2019,8,13,3,3,6,4,0,1,0,1,0,0,0,0,798503,6639,5827866,87
197807,11,3,3071536,Teutoburger Platz,2019,8,18,3,3,1,5,0,1,1,0,0,0,1,0,799076,3458,5830209,542
197808,11,9,9020502,Obersch�neweide Ost,2019,8,16,3,2,6,4,0,0,0,1,1,0,0,0,808003,4203,5821567,833
197809,11,3,3061429,Greifswalder Stra�e,2019,8,16,3,3,5,2,0,1,1,0,0,0,0,0,801324,399,5831012,737
197810,11,1,1022101,Huttenkiez,2019,8,15,3,3,2,6,0,0,1,0,0,0,0,0,793620,3421,5828131,124
197811,11,8,8010406,Treptower Stra�e Nord,2019,8,18,3,3,1,5,1,1,1,0,0,0,0,0,801886,179,5824407,18
197812,11,7,7040403,Manteuffelstra�e,2019,8,18,3,3,6,2,0,0,1,1,0,0,0,0,797839,4215,5822204,983
197813,11,7,7010102,Nollendorfplatz,2019,8,18,3,3,6,4,0,0,1,1,0,0,0,0,794949,8822,5825395,214
197814,11,10,10040933,Mahlsdorf S�d,2019,8,18,3,3,1,5,0,1,1,0,0,0,0,0,812119,7102,5825410,824
197815,11,3,3071633,Th�lmannpark,2019,8,17,3,3,3,6,0,1,0,0,0,0,0,0,800030,146,5830416,315
197816,11,8,8010214,Glasower Stra�e,2019,8,17,3,3,5,2,0,1,1,0,0,0,0,0,801751,4353,5822053,178
197817,11,2,2050801,Traveplatz,2019,8,17,3,3,5,2,0,1,1,0,0,0,0,0,802742,3509,5827484,842
197818,11,7,7030301,Friedenau,2019,8,17,3,3,2,2,0,1,1,0,0,0,0,0,793962,185,5822011,868
197819,11,7,7040403,Manteuffelstra�e,2019,8,17,3,2,0,1,0,0,0,0,0,0,1,0,797637,6352,5821170,737
197820,11,1,1011303,Alexanderplatzviertel,2019,8,8,3,3,0,6,0,1,0,0,0,0,0,0,799178,2548,5828665,568
197821,11,2,2050803,Stralauer Kiez,2019,8,12,3,3,0,7,0,0,0,0,1,0,0,0,802060,8305,5826223,753
197822,11,1,1011204,Leipziger Stra�e,2019,8,16,3,3,5,3,0,1,1,0,1,0,0,0,798578,17,5826868,996
197823,11,7,7040403,Manteuffelstra�e,2019,8,15,3,3,5,2,0,0,1,0,1,0,0,0,797348,8816,5821927,388
197824,11,9,9010202,K�penicker Landstra�e,2019,8,15,3,3,2,1,0,0,1,0,0,0,0,0,804136,8475,5822925,76
197825,11,4,4030725,Amtsgerichtsplatz,2019,8,14,3,3,5,3,0,0,1,0,1,0,0,0,791289,8649,5826076,601
197826,11,12,12214125,Waldidyll/Flughafensee,2019,8,14,3,3,2,6,0,0,1,0,0,0,0,0,788035,6558,5830933,77
197827,11,5,5020628,Graetschelsteig,2019,8,13,3,3,2,6,0,0,1,0,0,0,0,0,784742,3057,5826399,867
197828,11,4,4051653,Prager Platz,2019,8,13,3,3,5,2,0,1,0,0,0,1,0,0,793970,2454,5824451,222
197829,11,3,3050925,Komponistenviertel Wei�ensee,2019,8,16,3,3,3,6,0,1,1,0,0,0,0,0,802435,844,5831508,359
197830,11,4,4051655,Babelsberger Stra�e,2019,8,15,3,2,5,2,0,0,1,0,0,0,0,0,793999,777,5824056,737
197831,11,9,9052001,K�penick Nord,2019,8,12,3,3,5,7,0,0,1,0,0,0,1,0,811154,3715,5822083,13
197832,11,8,8020727,Buckow Mitte,2019,8,15,3,3,1,5,0,0,1,0,0,0,0,0,800387,6822,5816784,153
197833,11,9,9051702,B�lschestra�e,2019,8,12,3,3,1,5,0,1,0,0,0,0,1,0,814205,237,5821576,376
