OBJECTID,LAND,BEZ,LOR,STRASSE,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,ULICHTVERH,IstRad,IstPKW,IstFuss,IstKrad,IstGkfz,IstSonstige,USTRZUSTAND,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84
49090,11,12,12301203,Wittenau S�d,2019,1,13,6,3,5,3,0,1,1,0,0,0,0,1,794062,2837,5835083,823
49091,11,3,3040818,Pankow S�d,2019,1,9,5,3,5,3,0,1,1,0,0,0,0,0,799130,4007,5832327,415
49093,11,12,12103115,Breitkopfbecken,2019,3,21,6,3,0,1,2,1,0,0,0,0,0,0,795437,613,5833549,454
49096,11,6,6040703,Nikolassee,2019,1,7,6,2,6,4,1,0,1,1,0,0,0,1,786714,3754,5817042,137
49097,11,7,7030303,Grazer Platz,2019,2,15,3,3,2,6,0,0,1,0,0,0,0,0,796074,3342,5822724,905
49100,11,5,5020629,B�rnicker Stra�e,2019,1,7,5,3,2,6,2,0,1,0,0,0,0,1,784856,2612,5826356,236
49101,11,5,5020524,Weinmeisterhornweg,2019,1,8,3,3,6,6,0,0,1,1,0,0,0,0,783505,6502,5826701,339
49105,11,2,2050602,Samariterviertel,2019,1,7,5,3,6,2,0,0,1,1,0,0,0,1,803480,5815,5827610,536
49106,11,5,5020524,Weinmeisterhornweg,2019,2,18,1,3,5,2,2,0,1,0,0,0,0,0,783514,277,5826711,666
49109,11,7,7050502,Fritz-Werner-Stra�e,2019,1,17,5,3,3,2,2,0,1,0,0,0,1,0,798180,8157,5818901,148
49111,11,7,7040402,Lindenhofsiedlung,2019,1,18,5,3,2,6,2,0,1,0,0,0,1,0,796480,9733,5822570,435
49114,11,4,4051551,Brabanter Platz,2019,1,16,5,2,0,1,2,0,0,0,1,0,0,0,792740,7092,5823246,873
49115,11,4,4010101,Jungfernheide,2019,2,12,6,3,2,6,0,0,0,0,0,1,1,0,791170,5822,5829471,679
49118,11,1,1011204,Leipziger Stra�e,2019,3,13,5,3,2,6,0,0,1,0,0,0,0,0,798627,798,5827029,868
49121,11,4,4041133,G�terbahnhof Grunewald,2019,1,17,4,3,2,6,2,0,1,0,0,0,0,1,790546,8448,5825193,698
49124,11,1,1011202,Unter den Linden Nord,2019,1,12,4,3,2,6,0,0,1,0,0,0,0,1,798077,2826,5827663,242
49125,11,3,3020209,Niedersch�nhausen,2019,1,13,4,3,5,3,0,0,1,0,0,1,0,0,798248,2264,5834742,934
49128,11,12,12103219,Sch�fersee,2019,1,17,4,3,6,2,2,0,1,1,0,0,0,1,795752,5838,5832685,938
49131,11,9,9020601,Schnellerstra�e,2019,1,6,4,3,3,6,2,0,1,0,1,0,0,1,806114,301,5821639,806
49132,11,1,1033203,Humboldthain Nordwest,2019,2,6,7,2,5,2,2,0,1,0,1,0,0,0,796187,744,5830191,845
49135,11,9,9010302,Sp�thsfelde,2019,1,5,4,3,3,6,2,0,1,0,0,1,0,1,804140,4607,5819917,884
49136,11,1,1011202,Unter den Linden Nord,2019,1,11,1,3,5,3,0,1,0,0,0,0,0,1,796921,4533,5827454,815
49140,11,2,2050602,Samariterviertel,2019,1,8,4,3,5,3,1,1,1,0,0,0,0,1,803093,6713,5827633,678
49141,11,12,12301203,Wittenau S�d,2019,2,15,6,3,5,3,0,0,1,0,0,0,1,0,793511,9984,5835884,649
49144,11,3,3061429,Greifswalder Stra�e,2019,1,7,4,3,6,4,2,0,1,1,0,0,0,1,801393,3114,5831071,626
49147,11,4,4010103,Paul-Hertz-Siedlung,2019,1,7,4,3,2,6,2,0,1,0,0,0,0,1,791735,854,5829205,125
49150,11,6,6040703,Nikolassee,2019,1,7,4,2,6,2,2,0,1,1,0,0,0,1,786504,3303,5816947,168
49151,11,6,6030605,Botanischer Garten,2019,2,18,3,3,2,6,2,0,1,0,0,0,0,0,792194,48,5819596,86
49154,11,6,6040702,D�ppel,2019,1,9,3,3,2,6,0,0,1,0,0,0,0,1,785340,9671,5815774,97
49155,11,7,7050501,Rathausstra�e,2019,2,10,7,3,2,6,0,0,1,0,0,0,0,0,798056,2623,5819439,925
49158,11,1,1011105,N�rdlicher Landwehrkanal,2019,1,19,3,3,2,6,2,0,1,0,0,0,0,1,796409,8992,5826288,542
49160,11,2,2050802,Boxhagener Platz,2019,1,19,3,3,2,6,2,1,0,0,0,0,0,1,802102,7227,5827496,5
49163,11,7,7050502,Fritz-Werner-Stra�e,2019,1,17,3,3,5,3,2,0,1,0,0,0,0,1,797466,308,5817929,806
49164,11,10,10010309,Springpfuhl,2019,2,10,4,2,5,3,0,1,1,0,0,0,0,0,807954,8651,5828854,359
49166,11,4,4041239,Stadion Wilmersdorf,2019,3,14,4,3,2,6,0,0,1,0,0,0,0,0,792130,1715,5823763,912
49169,11,3,3051017,Rennbahnstra�e,2019,1,12,3,3,4,1,0,0,1,0,0,0,0,1,802930,303,5833241,277
49172,11,7,7040401,Neu-Tempelhof,2019,1,19,2,3,6,4,2,0,0,1,0,0,1,1,797814,86,5822706,21
49173,11,6,6040701,Wannsee,2019,1,17,4,2,0,1,2,0,0,0,1,0,0,1,783909,6547,5815944,997
49178,11,7,7050501,Rathausstra�e,2019,1,12,1,3,6,2,0,0,1,1,0,0,0,0,797698,7809,5818765,902
49179,11,4,4041134,Bismarckallee,2019,2,5,6,3,0,1,1,0,0,0,1,0,0,1,790960,1329,5824654,6
49182,11,2,2050602,Samariterviertel,2019,1,11,7,3,5,2,0,0,1,0,0,0,0,0,802180,849,5827729,145
49183,11,1,1011202,Unter den Linden Nord,2019,1,11,1,3,5,3,0,1,0,0,0,0,0,1,796921,547,5827454,83
49186,11,12,12103218,Teichstra�e,2019,1,7,6,3,2,2,1,0,1,0,0,0,0,1,794572,7818,5833802,732
49188,11,9,9010302,Sp�thsfelde,2019,1,19,6,3,2,6,2,0,1,0,0,0,0,0,803146,278,5820827,157
49189,11,7,7070701,Kettinger Stra�e/Schillerstra�e,2019,2,12,6,3,5,2,0,1,1,0,0,0,0,0,799228,1451,5816332,377
49192,11,3,3040818,Pankow S�d,2019,1,18,6,3,5,3,2,1,1,0,0,0,0,1,800139,2984,5832459,26
49194,11,3,3040513,Sch�nholz,2019,1,20,4,3,5,3,2,1,0,0,0,0,1,0,798015,5569,5833645,408
49196,11,7,7020203,Kaiser-Wilhelm-Platz,2019,1,18,6,3,1,5,2,1,1,0,0,0,0,1,795657,4056,5823950,336
49199,11,6,6010101,Fichtenberg,2019,1,18,5,3,5,2,2,1,1,0,0,0,0,0,793138,1878,5820207,459
49200,11,4,4030417,Schlo�stra�e,2019,2,2,7,2,0,1,2,0,1,0,0,0,0,1,790824,1786,5826587,653
49202,11,1,1011303,Alexanderplatzviertel,2019,3,17,7,3,2,7,1,1,1,0,0,0,0,0,798880,6566,5828063,986
49205,11,10,10010206,Ringkolonnaden,2019,1,18,4,3,2,6,2,0,1,0,0,0,0,1,808464,972,5832381,88
49206,11,1,1022202,Heidestra�e,2019,2,16,5,3,0,6,0,1,1,0,0,0,0,0,795888,3757,5829545,262
49209,11,7,7030303,Grazer Platz,2019,1,13,4,3,5,3,0,0,1,0,0,1,0,0,795168,5542,5822981,695
49210,11,3,3061126,Arnimplatz,2019,1,14,2,3,0,2,1,1,1,0,0,0,0,0,799219,3518,5831430,524
49216,11,10,10040933,Mahlsdorf S�d,2019,3,16,3,3,5,2,0,0,1,0,0,0,0,0,812048,848,5827139,682
49219,11,8,8020619,Buschkrugallee Nord,2019,1,3,4,3,3,6,2,0,1,0,0,1,0,1,802207,3872,5821926,654
49222,11,2,2010101,Askanischer Platz,2019,1,4,3,3,2,6,2,0,1,0,0,0,0,1,797332,4939,5825588,423
49223,11,6,6010209,Feuerbachstra�e,2019,1,11,3,2,5,2,0,0,1,0,0,0,0,1,794018,691,5821046,749
49228,11,4,4020314,Messegel�nde,2019,1,5,3,3,9,1,2,0,1,0,0,0,0,1,790313,473,5825487,58
49229,11,1,1011303,Alexanderplatzviertel,2019,2,10,4,1,5,2,0,1,0,0,0,1,0,0,799571,12,5828269,929
49232,11,2,2020202,Rathaus Yorckstra�e,2019,1,2,3,3,2,6,2,0,1,0,0,0,0,1,797777,9576,5825474,655
49233,11,7,7040403,Manteuffelstra�e,2019,1,21,7,3,2,6,2,0,1,0,0,0,0,1,797845,7323,5822074,498
49236,11,7,7050502,Fritz-Werner-Stra�e,2019,1,14,6,3,5,2,0,1,1,0,0,0,0,0,797550,88,5818304,145
49238,11,9,9010102,Am Treptower Park Nord,2019,1,2,3,3,2,4,2,0,1,1,0,0,0,1,802731,5974,5825212,336
49239,11,3,3071633,Th�lmannpark,2019,2,18,5,3,2,6,2,0,1,0,0,0,0,0,800337,5764,5830029,634
49248,11,3,3061429,Greifswalder Stra�e,2019,2,15,6,3,6,2,0,0,1,1,0,0,0,0,801322,9569,5830980,634
49250,11,4,4030623,Ernst-Reuter-Platz,2019,3,12,6,3,5,2,0,0,0,0,1,0,1,0,793299,8004,5826818,808
49254,11,2,2050602,Samariterviertel,2019,2,20,4,3,2,6,2,1,0,0,0,0,0,0,802738,9367,5827670,928
49258,11,7,7040405,Rathaus Tempelhof,2019,1,23,7,2,9,1,2,0,1,0,0,0,0,1,798906,9826,5821904,27
49264,11,7,7040403,Manteuffelstra�e,2019,2,6,2,3,2,6,0,0,1,0,0,0,1,0,797846,4449,5822349,191
49273,11,1,1044201,Reinickendorfer Stra�e,2019,2,16,2,3,5,7,0,0,1,0,0,0,0,0,796048,2099,5831337,493
49277,11,3,3061131,Falkplatz,2019,2,18,4,3,6,4,1,1,0,1,0,0,0,0,799173,1409,5830789,648
49283,11,4,4041133,G�terbahnhof Grunewald,2019,1,13,6,3,2,6,0,0,1,0,0,0,0,0,790637,798,5825050,807
49286,11,3,3071633,Th�lmannpark,2019,2,19,3,3,1,5,2,1,1,0,0,0,0,0,800375,4147,5830010,81
49289,11,1,1011201,Wilhelmstra�e,2019,3,14,7,3,4,6,0,1,1,0,0,0,0,1,797242,2649,5826765,307
49297,11,6,6040701,Wannsee,2019,1,19,5,2,6,4,2,0,1,1,0,0,0,1,782355,4063,5815729,758
49299,11,2,2040703,Wriezener Bahnhof/Entwicklungsgebiet,2019,2,13,5,3,5,3,0,1,0,0,0,0,0,0,801808,5744,5826347,661
49303,11,7,7030303,Grazer Platz,2019,2,16,3,3,2,6,0,0,1,0,0,0,0,0,795761,954,5823111,603
49307,11,3,3061429,Greifswalder Stra�e,2019,1,12,3,3,5,2,0,1,0,0,0,1,0,0,800973,4348,5830485,581
49312,11,1,1011202,Unter den Linden Nord,2019,2,22,7,3,2,6,2,0,1,0,0,0,0,0,798054,754,5827659,626
49321,11,7,7030303,Grazer Platz,2019,2,8,5,2,6,2,0,0,1,1,0,0,0,0,795753,515,5823099,571
49323,11,1,1011303,Alexanderplatzviertel,2019,3,22,5,3,2,2,2,1,0,0,0,0,1,0,798782,3916,5827998,141
49330,11,4,4020310,Park Ruhwald,2019,1,7,4,3,3,6,1,0,1,0,0,0,0,1,790430,9598,5828269,53
49337,11,3,3050925,Komponistenviertel Wei�ensee,2019,2,14,7,3,5,3,0,1,1,0,0,0,0,0,801544,955,5831193,727
49338,11,2,2020203,Viktoriapark,2019,3,7,6,3,1,1,0,0,1,0,0,0,0,0,797741,4785,5824501,894
49345,11,6,6040703,Nikolassee,2019,1,12,4,2,2,6,0,0,1,0,0,0,0,1,785966,7366,5816632,556
49350,11,4,4010102,Pl�tzensee,2019,2,18,1,3,2,6,2,0,1,0,0,0,0,0,793068,5594,5829585,483
49354,11,7,7070701,Kettinger Stra�e/Schillerstra�e,2019,1,7,2,3,2,6,2,0,1,0,0,0,0,1,799305,9337,5816197,575
49360,11,4,4020311,Reichsstra�e,2019,2,14,7,3,3,6,0,0,1,0,0,0,1,0,790075,4492,5826321,718
49370,11,4,4030622,Richard-Wagner-Stra�e,2019,2,19,4,3,2,6,2,0,1,0,0,0,0,0,791990,4042,5826616,301
49372,11,4,4020313,K�nigin-Elisabeth-Stra�e,2019,3,12,4,3,2,6,0,0,1,0,0,0,0,0,790516,429,5826393,681
49379,11,1,1011303,Alexanderplatzviertel,2019,1,12,3,3,3,6,0,1,1,0,0,0,0,0,799038,7403,5827532,34
49385,11,4,4030622,Richard-Wagner-Stra�e,2019,2,9,5,3,5,7,0,0,1,0,1,0,0,0,792362,134,5826678,445
49389,11,4,4030622,Richard-Wagner-Stra�e,2019,1,6,7,3,5,2,1,0,1,0,0,0,1,0,792101,9508,5826635,133
49392,11,12,12214125,Waldidyll/Flughafensee,2019,1,10,6,3,2,6,0,0,1,0,0,0,1,1,791393,3515,5833814,14
49395,11,3,3040818,Pankow S�d,2019,2,12,6,2,5,2,0,0,1,0,0,0,1,0,799174,612,5832231,906
49404,11,3,3061126,Arnimplatz,2019,1,0,1,3,3,6,2,0,1,0,0,0,0,1,799183,6038,5832120,821
49409,11,3,3061228,Erich-Weinert-Stra�e,2019,2,17,6,3,3,6,1,1,1,0,0,0,0,0,800199,4127,5831003,9
49419,11,4,4030416,Klausenerplatz,2019,2,10,2,3,2,6,0,0,1,0,0,1,0,0,790800,4677,5826935,512
49421,11,4,4020314,Messegel�nde,2019,3,8,2,3,3,6,0,0,1,0,0,1,0,0,790442,3424,5825254,7
49428,11,1,1011102,Gro�er Tiergarten,2019,1,10,3,3,5,2,0,0,1,0,0,0,0,1,796453,881,5827390,807
49434,11,12,12103115,Breitkopfbecken,2019,2,11,4,3,2,2,0,0,1,0,0,0,0,0,795468,8389,5833468,685
49440,11,1,1011303,Alexanderplatzviertel,2019,1,6,5,3,6,2,2,0,1,1,0,0,0,1,798824,5131,5828011,78
49443,11,12,12103117,Letteplatz,2019,2,16,5,3,2,6,0,0,1,0,0,0,0,0,795816,8527,5832407,694
49452,11,12,12103219,Sch�fersee,2019,1,17,5,3,3,6,2,0,1,0,0,0,0,0,795672,9937,5832907,147
49454,11,3,3061332,Helmholtzplatz,2019,3,23,6,3,5,2,2,0,1,0,0,0,0,0,799986,5407,5830197,624
49458,11,1,1011303,Alexanderplatzviertel,2019,2,18,4,3,2,2,2,1,1,0,0,0,0,0,799784,198,5828665,245
49465,11,3,3071639,B�tzowstra�e,2019,2,18,6,3,1,5,2,1,0,0,0,0,1,0,800548,4152,5829803,14
49467,11,6,6040701,Wannsee,2019,3,12,7,3,1,1,0,0,1,0,0,0,0,0,779184,62,5814995,883
49471,11,2,2050801,Traveplatz,2019,2,15,4,3,3,6,0,1,1,0,0,0,0,0,802176,3781,5827706,48
49475,11,4,4010101,Jungfernheide,2019,1,11,2,3,3,6,0,0,1,0,0,0,0,0,791371,303,5830534,9
49481,11,3,3051017,Rennbahnstra�e,2019,2,15,3,3,5,3,0,1,1,0,0,0,0,0,802970,26,5833351,904
49490,11,7,7020203,Kaiser-Wilhelm-Platz,2019,2,15,3,3,2,6,0,0,1,0,0,0,0,0,795636,822,5823954,698
49493,11,12,12224230,Heiligensee,2019,3,14,6,3,0,7,0,0,1,0,0,0,0,0,787543,2881,5838730,958
49500,11,2,2050802,Boxhagener Platz,2019,1,16,5,3,5,2,0,1,1,0,0,0,0,0,802111,7113,5827388,97
49502,11,2,2050602,Samariterviertel,2019,2,15,5,3,6,7,0,1,0,1,0,0,0,0,803127,5388,5827630,323
49506,11,4,4020313,K�nigin-Elisabeth-Stra�e,2019,2,9,2,3,5,7,0,1,1,0,0,0,0,0,790418,1825,5826358,666
49510,11,6,6030503,Zehlendorf Mitte,2019,1,19,3,3,0,6,2,0,0,0,1,0,1,1,789692,904,5817964,529
49515,11,4,4010101,Jungfernheide,2019,2,14,7,3,2,6,0,0,1,0,0,0,0,0,791249,8429,5829816,299
49522,11,3,3071638,Winsstra�e,2019,1,8,3,3,3,6,0,0,1,0,0,1,0,0,799958,252,5828910,69
49528,11,7,7030303,Grazer Platz,2019,2,15,2,3,2,6,0,0,1,0,0,0,1,0,796279,645,5822691,603
49537,11,7,7070701,Kettinger Stra�e/Schillerstra�e,2019,2,7,6,3,3,6,1,0,1,0,0,0,0,1,799751,9024,5814179,813
49540,11,1,1011303,Alexanderplatzviertel,2019,3,7,5,3,0,5,0,1,1,0,0,0,0,1,799676,435,5828479,42
49547,11,3,3040818,Pankow S�d,2019,1,14,4,3,1,5,0,1,1,0,0,0,0,0,799114,5836,5832339,21
49554,11,3,3061126,Arnimplatz,2019,2,15,7,3,5,2,0,1,1,0,0,0,0,0,799197,1111,5831455,217
49558,11,3,3061429,Greifswalder Stra�e,2019,1,15,2,2,6,4,0,0,1,1,0,0,0,0,800946,7616,5830492,917
49563,11,1,1044203,Leopoldplatz,2019,2,15,6,3,1,5,0,0,1,0,0,0,0,0,795953,6773,5831634,4
49573,11,3,3020209,Niedersch�nhausen,2019,2,17,4,3,5,7,2,1,0,0,0,0,1,0,798058,6127,5834034,665
49575,11,4,4020310,Park Ruhwald,2019,3,9,3,2,2,6,0,0,1,0,0,1,0,0,790510,7131,5827472,393
49582,11,3,3020209,Niedersch�nhausen,2019,1,17,3,3,5,3,1,1,1,0,0,0,0,1,798153,5636,5836012,726
49587,11,3,3061131,Falkplatz,2019,2,15,4,3,4,6,0,1,0,0,0,0,0,0,799148,8088,5830786,734
49589,11,4,4020208,Kranzallee,2019,3,10,4,3,0,6,0,1,1,0,0,0,0,1,788846,577,5826110,734
49596,11,7,7060601,Marienfelder Allee Nordwest,2019,1,12,4,2,5,3,0,0,1,0,0,0,1,0,797054,7393,5816808,285
49603,11,8,8020619,Buschkrugallee Nord,2019,2,18,6,3,3,6,1,0,1,0,0,1,0,0,801699,6286,5821804,612
49607,11,6,6010209,Feuerbachstra�e,2019,1,2,1,3,9,1,2,0,1,0,0,0,0,2,794257,1171,5821457,539
49610,11,3,3061332,Helmholtzplatz,2019,1,21,5,2,0,5,2,0,1,0,1,0,0,1,799855,2227,5830225,511
49613,11,3,3020209,Niedersch�nhausen,2019,2,11,6,3,5,3,0,1,1,0,0,0,0,0,798165,5959,5836120,966
49623,11,2,2020203,Viktoriapark,2019,2,19,1,3,2,6,2,0,1,0,0,0,0,1,797759,7202,5824117,589
49625,11,3,3061434,Anton-Saefkow-Park,2019,3,17,1,3,2,6,0,0,1,0,0,0,0,0,800606,5036,5829927,693
49632,11,4,4030623,Ernst-Reuter-Platz,2019,1,16,2,3,2,6,0,0,1,0,0,0,0,0,793360,5113,5826868,212
49638,11,6,6030503,Zehlendorf Mitte,2019,2,16,4,3,2,6,0,0,1,0,0,0,0,0,789805,6732,5817996,932
49644,11,7,7050502,Fritz-Werner-Stra�e,2019,1,19,5,3,2,6,2,0,1,0,0,0,0,1,798247,77,5818690,615
49650,11,5,5020629,B�rnicker Stra�e,2019,2,18,5,3,2,6,2,0,1,0,0,0,0,1,785413,3234,5826207,645
49654,11,12,12301204,Wittenau Nord,2019,1,21,7,3,3,6,2,0,1,0,1,0,0,0,793415,6566,5836179,161
49657,11,7,7020202,Volkspark (Rudolf-Wilde-Park),2019,1,18,5,2,6,4,2,0,1,1,0,0,0,1,795409,3984,5823400,768
49660,11,9,9020601,Schnellerstra�e,2019,2,18,5,3,5,2,2,1,1,0,0,0,0,0,806524,535,5821210,689
49669,11,3,3061429,Greifswalder Stra�e,2019,2,5,6,3,6,2,2,0,1,1,0,0,0,0,801520,6676,5831177,585
49671,11,1,1011105,N�rdlicher Landwehrkanal,2019,3,22,7,3,2,2,2,0,1,0,0,0,0,0,796420,4027,5826328,376
49675,11,1,1044102,Schillerpark,2019,2,6,4,2,5,3,1,0,1,0,0,0,1,0,795879,569,5832057,27
49679,11,1,1011303,Alexanderplatzviertel,2019,1,2,1,2,6,4,2,0,1,1,0,0,0,1,799346,84,5827965,929
49685,11,1,1011201,Wilhelmstra�e,2019,2,11,2,3,3,6,0,1,0,0,0,1,0,0,797686,5694,5826838,68
49694,11,4,4051551,Brabanter Platz,2019,2,23,2,3,3,6,2,0,1,0,0,0,0,0,792627,2921,5823373,67
49697,11,10,10040933,Mahlsdorf S�d,2019,3,11,6,3,5,3,0,1,1,0,0,0,0,1,812564,8469,5827180,932
49704,11,1,1011105,N�rdlicher Landwehrkanal,2019,1,14,4,3,2,6,0,0,1,0,0,0,0,0,796677,7527,5826255,47
49707,11,7,7040403,Manteuffelstra�e,2019,2,18,4,3,6,7,1,1,0,1,0,0,0,0,797835,8254,5822235,162
49710,11,4,4041134,Bismarckallee,2019,3,10,7,3,2,6,0,0,1,0,0,0,0,1,790663,8959,5824994,826
49718,11,2,2050602,Samariterviertel,2019,1,7,5,3,1,5,0,0,1,1,0,0,0,0,803287,3544,5827630,903
49720,11,6,6010102,Schlo�stra�e,2019,2,14,5,3,2,6,0,0,1,0,0,0,0,0,793522,403,5820378,91
49724,11,4,4020208,Kranzallee,2019,2,14,3,3,5,3,0,0,1,0,0,0,0,0,787863,4149,5825952,1
49728,11,4,4010101,Jungfernheide,2019,1,13,3,3,2,6,0,0,1,0,0,1,0,0,790535,6459,5828603,849
49733,11,7,7020203,Kaiser-Wilhelm-Platz,2019,2,18,1,3,2,6,2,0,1,0,0,0,0,0,795676,1531,5823968,193
49742,11,12,12231101,Hermsdorf,2019,2,11,5,3,2,2,0,0,1,0,0,0,0,0,791785,9286,5839413,615
49744,11,9,9010401,Johannisthal West,2019,3,6,5,3,2,6,0,0,0,0,0,1,0,1,805703,9419,5818830,739
49751,11,7,7060601,Marienfelder Allee Nordwest,2019,1,13,4,3,2,6,0,0,1,0,0,0,0,0,796595,9364,5815991,635
49758,11,7,7030303,Grazer Platz,2019,2,14,7,3,0,1,0,0,0,0,1,0,0,0,795102,698,5823020,833
49762,11,1,1033203,Humboldthain Nordwest,2019,1,16,1,3,2,6,2,0,1,0,0,0,0,0,796286,694,5830278,27
49767,11,2,2050602,Samariterviertel,2019,2,15,6,2,0,1,0,1,0,0,0,0,0,0,802148,993,5827725,845
49772,11,3,3061434,Anton-Saefkow-Park,2019,2,8,1,3,0,7,0,0,1,0,0,0,0,0,800835,2391,5829741,574
49776,11,10,10040933,Mahlsdorf S�d,2019,1,14,2,3,2,6,0,0,1,0,0,0,0,1,813816,718,5827138,751
49782,11,3,3061126,Arnimplatz,2019,2,10,7,2,9,1,0,0,1,0,0,0,0,0,799195,2895,5831415,739
49792,11,6,6030503,Zehlendorf Mitte,2019,2,8,4,3,2,6,0,0,1,0,0,1,0,0,789530,1095,5817972,8
49794,11,2,2050602,Samariterviertel,2019,3,13,4,3,5,2,0,1,1,0,0,0,0,0,803082,7453,5827634,798
49801,11,7,7040405,Rathaus Tempelhof,2019,1,16,4,3,2,6,1,0,1,0,0,0,0,0,798015,2765,5822313,792
49807,11,1,1011102,Gro�er Tiergarten,2019,2,16,6,3,3,6,0,0,1,0,1,0,0,0,795341,1837,5827193,3
49811,11,10,10010309,Springpfuhl,2019,1,10,7,1,6,4,0,0,1,1,0,0,0,1,807656,523,5829873,139
49814,11,4,4041134,Bismarckallee,2019,1,22,5,3,9,1,2,0,1,0,0,0,0,1,790921,4706,5824686,832
49817,11,12,12301203,Wittenau S�d,2019,2,14,6,3,5,3,0,1,1,0,0,0,0,0,794053,73,5835100,464
49826,11,2,2050602,Samariterviertel,2019,2,19,6,3,5,7,2,0,1,0,0,0,0,0,802179,8311,5827735,4
49828,11,1,1011303,Alexanderplatzviertel,2019,3,12,7,3,0,6,0,0,1,0,0,0,1,0,799590,5726,5828313,678
49840,11,7,7050502,Fritz-Werner-Stra�e,2019,2,13,2,3,5,7,0,0,0,0,0,0,1,0,798234,2722,5818746,63
49842,11,1,1044201,Reinickendorfer Stra�e,2019,3,13,2,3,2,6,0,0,1,0,0,0,0,0,796181,918,5831025,745
49849,11,7,7050502,Fritz-Werner-Stra�e,2019,1,11,3,3,5,3,0,0,0,0,1,0,1,1,797550,8282,5818307,394
49855,11,12,12103218,Teichstra�e,2019,2,8,4,3,5,2,0,1,0,0,0,0,1,0,794559,1596,5833821,741
49859,11,4,4020311,Reichsstra�e,2019,1,21,7,3,3,6,2,0,1,0,0,0,0,0,790146,9424,5826333,43
49862,11,1,1011105,N�rdlicher Landwehrkanal,2019,1,15,5,3,3,6,0,0,1,0,0,0,0,0,796439,1203,5826321,954
49865,11,3,3061131,Falkplatz,2019,2,17,5,3,2,2,1,1,1,0,0,0,0,0,799180,748,5830360,858
49874,11,2,2050602,Samariterviertel,2019,2,14,6,3,5,3,0,1,1,0,0,0,0,0,803499,9511,5827608,435
49876,11,1,1044203,Leopoldplatz,2019,3,13,6,3,1,5,0,1,1,0,0,0,0,0,795899,6711,5831859,114
49880,11,1,1011204,Leipziger Stra�e,2019,2,19,4,2,6,4,2,0,1,1,0,0,0,0,798209,5826,5826945,703
49884,11,4,4020314,Messegel�nde,2019,1,13,5,3,3,6,0,0,1,0,0,1,0,0,790467,8686,5825322,66
49890,11,4,4020310,Park Ruhwald,2019,2,6,2,3,2,6,1,0,1,0,0,0,0,1,790479,5109,5828454,882
49894,11,4,4041134,Bismarckallee,2019,2,6,5,3,3,6,1,0,1,0,0,1,0,0,790861,7487,5824716,145
49898,11,7,7050501,Rathausstra�e,2019,1,20,2,3,6,2,2,0,1,1,0,0,0,1,797867,5882,5820441,114
49904,11,2,2040703,Wriezener Bahnhof/Entwicklungsgebiet,2019,2,23,4,3,6,4,2,0,0,1,0,0,1,0,801877,593,5826535,506
49909,11,4,4010102,Pl�tzensee,2019,1,15,4,3,2,6,0,0,1,0,0,0,0,1,792214,1485,5829346,804
49912,11,9,9010202,K�penicker Landstra�e,2019,1,15,5,3,5,3,0,1,1,0,0,0,0,0,804104,6469,5824365,95
49915,11,2,2010101,Askanischer Platz,2019,2,15,3,3,3,6,0,1,1,0,0,0,0,0,797792,3196,5825524,908
49918,11,12,12214125,Waldidyll/Flughafensee,2019,3,20,7,2,8,1,2,0,1,0,0,0,0,1,792106,989,5832440,367
49926,11,2,2050602,Samariterviertel,2019,1,16,5,2,6,4,1,0,1,1,0,0,0,0,802977,5893,5827646,412
49928,11,3,3040513,Sch�nholz,2019,2,14,5,3,2,2,0,1,1,0,0,0,0,0,798001,2472,5833659,894
49932,11,9,9010202,K�penicker Landstra�e,2019,2,16,3,3,6,4,0,0,1,1,0,0,0,0,804106,561,5824366,79
49933,11,2,2050602,Samariterviertel,2019,1,11,3,2,5,3,0,1,1,0,0,0,0,1,802178,1015,5827715,217
49937,11,7,7050502,Fritz-Werner-Stra�e,2019,1,11,3,2,6,4,0,0,1,1,0,0,0,0,798282,688,5818655,85
49942,11,6,6040701,Wannsee,2019,2,23,7,2,5,2,2,1,1,0,0,0,0,0,783889,2233,5815954,19
49951,11,10,10010308,Marzahner Chaussee,2019,2,8,5,3,2,6,0,0,1,0,0,0,0,0,808084,4811,5827445,614
49953,11,10,10040933,Mahlsdorf S�d,2019,3,7,4,3,0,2,0,1,0,0,0,0,1,0,813046,8131,5827190,738
49959,11,2,2020202,Rathaus Yorckstra�e,2019,1,17,3,3,6,4,1,1,0,1,0,0,0,1,797848,7873,5825021,385
49964,11,9,9010201,Am Treptower Park S�d,2019,2,11,2,3,6,4,0,0,1,1,0,0,0,1,803257,5434,5824408,684
49967,11,7,7040405,Rathaus Tempelhof,2019,3,20,5,2,3,6,2,0,1,0,0,0,1,0,799326,5636,5821545,9
49974,11,4,4051655,Babelsberger Stra�e,2019,1,15,4,3,2,6,0,0,1,0,0,1,0,0,794328,9382,5823063,917
49980,11,7,7020202,Volkspark (Rudolf-Wilde-Park),2019,2,14,1,3,5,2,0,1,1,0,0,0,0,0,795496,134,5823347,6
49981,11,1,1011105,N�rdlicher Landwehrkanal,2019,1,17,2,3,2,6,2,0,1,0,0,0,0,0,796696,345,5826198,447
49985,11,7,7070701,Kettinger Stra�e/Schillerstra�e,2019,1,17,2,3,2,6,1,0,1,0,0,0,0,0,799194,3023,5816412,835
