OBJECTID,LAND,BEZ,LOR,LOR_ab_2021,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,ULICHTVERH,IstRad,IstPKW,IstFuss,IstKrad,IstGkfz,IstSonstige,USTRZUSTAND,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84
136573,11,2,2050801,2500830,2020,2,12,2,3,1,5,0,1,0,0,0,1,0,0,802452,1327,5827414,169
136574,11,3,3040513,3400620,2020,2,18,3,3,6,4,1,0,1,1,0,0,0,0,797934,4733,5833660,41
136575,11,1,1011201,1100205,2020,2,15,2,2,2,6,0,0,1,0,0,0,1,1,797452,6481,5826843,866
136576,11,2,2040502,2400521,2020,2,19,6,2,6,4,2,0,1,1,0,0,0,0,800617,991,5828482,39
136577,11,1,1022206,1200628,2020,2,8,2,3,5,2,0,1,1,0,0,0,0,1,795453,3529,5827716,745
136578,11,4,4030415,4300412,2020,2,19,7,3,6,2,2,0,1,1,0,0,0,1,790798,8862,5827374,111
136579,11,3,3020307,3200309,2020,2,14,2,2,0,7,0,0,0,1,0,1,0,1,800149,1047,5837870,7
136580,11,7,7010102,7100102,2020,2,8,4,3,0,1,0,0,0,0,1,0,0,1,795532,209,5825531,636
136581,11,1,1011303,1100310,2020,2,19,7,3,0,6,2,0,1,0,1,0,0,1,799409,247,5828885,241
136582,11,11,11051332,11501341,2020,2,18,7,3,6,4,2,0,1,1,0,0,0,1,807239,4738,5824069,78
136583,11,3,3050920,3500933,2020,2,17,2,3,6,4,2,0,1,1,0,0,0,1,802262,5207,5832657,232
136584,11,6,6010204,6100204,2020,2,15,4,3,2,6,0,1,1,0,0,0,0,0,795433,744,5820414,724
136585,11,9,9052001,9502043,2020,2,17,7,2,6,4,1,0,1,1,0,0,0,1,810618,7449,5822956,914
136586,11,8,8030830,8300935,2020,2,19,6,3,5,5,2,0,1,0,0,0,0,0,802383,9165,5817902,972
136587,11,12,12302212,12601032,2020,2,19,2,3,5,3,2,0,1,0,0,0,0,1,792972,8392,5837567,31
136588,11,4,4030726,4501040,2020,2,19,6,3,2,6,2,0,1,0,0,0,0,0,792330,1735,5825390,521
136589,11,7,7070704,7601545,2020,2,8,3,3,3,6,0,1,1,0,0,0,0,0,799919,1529,5814005,7
136590,11,9,9051702,9501737,2020,2,22,1,1,0,7,2,1,0,0,0,0,0,1,814259,7621,5821456,815
136591,11,9,9020701,9200715,2020,2,6,6,3,1,5,2,0,1,0,0,0,1,0,807867,5087,5818113,704
136592,11,12,12214528,12400619,2020,2,16,7,3,8,1,1,0,1,0,0,0,0,1,788625,5881,5836143,97
136593,11,1,1011301,1100308,2020,2,18,2,2,6,4,2,0,1,1,0,0,0,1,796982,1435,5828748,352
136594,11,6,6020301,6200311,2020,2,12,3,3,5,3,0,0,1,0,0,0,0,0,795778,2637,5818991,353
136595,11,5,4020310,4200308,2020,2,16,2,3,2,6,0,0,1,0,0,0,1,1,788134,3102,5827852,749
136596,11,7,7050501,7501029,2020,2,18,6,3,2,6,2,0,1,0,0,0,0,0,797675,6134,5819325,874
136597,11,2,2040701,2400623,2020,2,16,3,3,2,6,0,1,1,0,0,0,0,1,801117,3163,5827530,155
136598,11,3,3040614,3400725,2020,2,17,2,3,6,2,2,0,1,1,0,0,0,1,799612,8985,5835394,46
136599,11,1,1044201,1401045,2020,2,17,6,2,0,3,2,1,1,0,0,0,0,0,796868,5824,5831556,672
136600,11,1,1011302,1100309,2020,2,19,3,2,0,6,2,1,0,0,0,0,1,1,798719,1424,5829060,994
136601,11,4,4030931,4501042,2020,2,15,1,3,6,7,0,0,1,1,0,0,0,1,793666,9435,5825760,595
136602,11,6,6020303,6200313,2020,2,17,6,3,5,2,2,0,1,0,1,0,0,0,795522,573,5818639,566
136603,11,12,12301203,12500930,2020,2,8,5,3,5,2,0,0,1,0,0,0,0,0,792355,2734,5834061,23
136604,11,3,3061435,3601452,2020,2,12,7,3,5,3,0,0,1,0,0,0,0,1,801670,6305,5829261,132
136605,11,3,3071536,3701554,2020,2,17,2,2,0,1,2,0,1,0,1,0,0,1,799251,8721,5829427,819
136606,11,1,1022201,1200623,2020,2,10,3,3,1,5,0,1,1,0,0,0,0,0,795498,1301,5829555,476
136607,11,6,6010205,6100205,2020,2,10,2,3,4,6,0,0,1,0,0,0,0,1,795879,5489,5819858,856
136608,11,5,5010206,5100208,2020,2,16,6,3,2,6,1,0,1,0,0,0,0,0,781280,1191,5830763,38
136609,11,8,8020727,8200832,2020,2,7,2,3,5,3,0,1,1,0,0,0,0,1,801520,5751,5817350,706
136610,11,12,12231101,12400723,2020,2,14,3,2,5,3,0,0,1,0,0,0,1,1,791631,9596,5838910,36
136611,11,3,3040614,3400725,2020,2,15,7,3,6,4,0,0,1,1,0,0,0,1,799992,588,5835307,39
136612,11,6,6020301,6200311,2020,2,15,6,3,2,2,0,0,1,0,0,0,1,1,795765,7413,5818179,46
136613,11,6,6020306,6200317,2020,2,16,4,3,5,3,0,0,1,0,0,0,0,0,796753,5904,5817160,119
136614,11,3,3061441,3601453,2020,2,15,7,3,5,2,0,0,1,0,0,0,0,1,802375,6823,5828833,217
136615,11,1,1011303,1100310,2020,2,14,7,3,0,1,0,1,0,0,0,0,0,1,799582,9315,5828469,918
136616,11,3,3061430,3601450,2020,2,14,6,3,2,6,0,0,1,0,0,0,0,0,802310,5323,5829188,201
136617,11,9,9010402,9100408,2020,2,14,4,3,2,6,0,0,1,0,0,0,1,0,806478,2638,5820028,797
136618,11,7,7050506,7501135,2020,2,12,7,3,5,2,0,0,1,0,0,0,0,1,799049,5416,5816808,241
136619,11,7,7050501,7501029,2020,2,6,3,3,5,3,2,0,0,0,1,0,1,0,797605,3552,5818743,24
136620,11,4,4051447,4501044,2020,2,9,2,3,5,2,0,1,1,0,0,0,0,1,793204,8874,5825203,109
136621,11,5,5010101,5100104,2020,2,14,6,3,2,6,0,0,1,0,0,0,0,0,785206,235,5831325,13
136622,11,1,1033101,1300732,2020,2,16,1,3,0,5,1,0,1,0,0,0,1,0,797546,4462,5832727,124
136623,11,2,2010103,2100105,2020,2,10,3,3,5,7,0,1,1,0,0,0,0,1,799598,3592,5825842,267
136624,11,9,9010301,9100304,2020,2,12,7,3,5,3,0,1,1,0,0,0,0,1,804574,5358,5822013,22
136625,11,3,3050925,3500936,2020,2,17,2,3,0,2,1,0,0,1,0,0,1,1,802263,652,5831576,99
136626,11,2,2040701,2400623,2020,2,16,4,3,5,3,1,1,1,0,0,0,0,0,800632,8359,5827313,23
136627,11,6,6020409,6200421,2020,2,4,7,2,1,1,2,0,1,0,0,0,0,1,793408,8381,5817213,309
136628,11,3,3010102,3100103,2020,2,16,2,3,6,4,0,0,1,1,0,0,0,1,803978,4962,5841306,875
136629,11,4,4030620,4300619,2020,2,19,2,3,9,1,2,0,1,1,0,0,0,1,792752,7192,5827024,532
136630,11,7,7030301,7300517,2020,2,11,3,3,2,2,0,0,1,0,1,0,0,0,794529,3324,5822868,42
136631,11,3,3020203,3200204,2020,2,12,2,2,5,2,0,0,1,0,0,0,0,1,798051,4139,5837196,458
136632,11,6,6010101,6100101,2020,2,8,2,3,6,4,0,0,1,1,0,0,0,1,793189,1804,5820234,657
136633,11,2,2010104,2100106,2020,2,1,2,3,5,2,2,0,1,0,0,0,0,1,798593,1238,5825576,109
136634,11,12,12103117,12100101,2020,2,14,6,3,5,3,0,0,1,0,1,0,0,0,796662,7136,5832733,877
136635,11,1,1033202,1300835,2020,2,10,1,2,6,7,0,0,1,1,0,0,0,0,797448,1952,5829554,241
136636,11,3,3040614,3400725,2020,2,7,2,2,6,4,1,0,1,1,0,0,0,1,798834,3803,5834949,285
136637,11,3,3040513,3400620,2020,2,12,7,2,5,2,0,0,1,0,0,0,0,1,796794,6224,5833966,136
136638,11,4,4051654,4501150,2020,2,15,4,3,5,3,0,1,1,0,0,0,0,0,793450,124,5823804,797
136639,11,10,10010205,10100207,2020,1,5,6,3,6,2,2,0,1,1,0,0,0,1,810594,699,5832138,654
136640,11,11,11020514,11200513,2020,2,14,6,3,5,2,0,1,1,0,0,0,0,0,803850,3473,5830392,455
136641,11,6,6020409,6200421,2020,2,18,2,3,6,2,2,0,1,1,0,0,0,1,793117,104,5817663,929
136642,11,5,5020626,5200631,2020,2,12,6,3,0,5,0,0,1,0,0,0,1,0,784652,2177,5827812,998
136643,11,9,9010301,9100305,2020,2,8,3,2,6,4,0,0,0,1,0,0,1,0,805058,7261,5822768,935
136644,11,2,2050801,2500832,2020,2,23,1,3,5,2,2,0,1,0,1,0,0,1,803233,6471,5826799,942
136645,11,4,4010102,4100101,2020,2,13,6,3,5,2,0,0,1,0,0,0,0,0,791660,9183,5830679,191
136646,11,12,12304314,12500824,2020,1,23,6,3,1,5,2,1,1,0,0,0,0,0,791166,5499,5835495,131
136647,11,10,10010309,10100312,2020,2,15,2,2,5,3,0,1,1,0,0,0,0,1,807841,8572,5829091,13
136648,11,4,4030725,4300416,2020,2,12,6,3,0,3,0,0,1,0,1,0,0,0,791379,1737,5825908,147
136649,11,7,7050501,7501029,2020,1,21,6,3,5,3,2,1,1,0,0,0,0,0,797540,515,5819898,226
136650,11,11,11030721,11300722,2020,2,7,4,3,5,2,0,1,0,0,0,0,1,1,803583,7872,5828338,443
136651,11,4,4030518,4300517,2020,1,19,6,3,5,2,0,0,1,0,0,0,0,0,791390,2083,5828586,634
136652,11,11,11020411,11200410,2020,2,17,2,3,5,3,2,1,1,0,0,0,0,1,804568,7515,5832750,517
136653,11,9,9020502,9200511,2020,2,12,6,3,5,7,0,0,1,0,0,0,1,0,806666,393,5822041,966
136654,11,1,1033102,1300733,2020,2,15,3,3,5,3,0,0,1,0,0,0,0,1,797843,45,5831342,824
136655,11,4,4051655,4501153,2020,1,18,6,3,5,7,2,0,1,0,0,0,0,0,794083,4513,5824090,503
136656,11,7,7050501,7501029,2020,2,12,6,3,5,3,0,0,1,0,0,0,0,0,796930,226,5818524,543
136657,11,2,2020202,2200208,2020,2,19,5,3,5,2,2,1,1,0,0,0,0,0,797263,9266,5825187,826
136658,11,4,4051448,4501045,2020,1,17,6,3,5,3,2,1,1,0,0,0,0,0,793506,4923,5825218,408
136659,11,1,1044101,1400938,2020,2,10,3,3,5,2,0,0,1,0,0,1,0,0,794497,9342,5829896,33
136660,11,2,2010104,2100106,2020,2,10,2,3,0,7,0,0,0,0,0,1,0,1,798699,3274,5825586,329
136661,11,9,9010401,9100407,2020,2,6,6,3,1,5,1,0,1,0,0,0,0,0,805839,2754,5819669,1
136662,11,5,5010314,5100316,2020,2,15,3,2,0,6,0,0,1,0,0,0,1,0,785168,1794,5828946,591
136663,11,11,11020515,11200514,2020,2,12,2,3,2,6,0,0,1,0,0,0,0,1,803525,2128,5829764,873
136664,11,4,4030828,4300624,2020,2,15,6,1,3,1,0,1,1,0,0,0,0,0,793325,5639,5826091,78
136665,11,7,7070703,7601544,2020,2,14,3,3,5,5,0,1,1,0,0,0,0,0,799347,595,5813158,673
136666,11,4,4041344,4400835,2020,1,15,6,3,6,4,0,0,1,1,0,0,0,0,793355,3692,5822858,356
136667,11,4,4051551,4501148,2020,2,15,5,3,6,2,0,0,1,1,0,0,0,0,792958,2281,5823358,287
136668,11,1,1044103,1400942,2020,2,14,4,3,2,2,0,0,1,0,0,0,0,0,794830,4752,5830304,995
136669,11,12,12224230,12400619,2020,1,12,6,3,1,5,0,1,1,0,0,0,1,0,787388,8037,5837426,696
136670,11,1,1011305,1100312,2020,2,14,2,3,2,6,0,0,1,0,0,0,0,1,799164,372,5826955,726
136671,11,1,1033101,1300730,2020,2,18,3,3,6,2,2,0,1,1,0,0,0,1,796152,3564,5832262,349
136672,11,8,8010115,8100102,2020,2,7,2,3,5,3,0,1,1,0,0,0,0,1,799793,3994,5823671,116
136673,11,9,9020802,9200819,2020,2,20,5,3,5,2,2,0,1,0,0,0,1,0,810273,7896,5820375,226
136674,11,1,1011202,1100206,2020,2,9,1,3,2,6,0,1,1,0,0,0,0,0,797654,6887,5828093,501
136675,11,12,12304314,12500824,2020,2,7,2,3,2,6,1,0,1,0,0,0,0,1,790205,6547,5835859,996
136676,11,9,9031201,9301227,2020,1,12,6,3,5,3,0,1,1,0,0,0,0,1,815342,685,5814647,609
136677,11,4,4030930,4501041,2020,2,16,4,3,2,6,0,0,1,0,0,0,0,0,792823,3921,5825513,766
136678,11,3,3061228,3601245,2020,2,4,1,2,9,1,2,0,0,0,1,0,0,0,800301,7963,5831590,779
136679,11,5,5010204,5100206,2020,2,13,3,3,6,4,0,0,1,1,0,0,0,0,781816,1636,5831683,325
136680,11,9,9020601,9200613,2020,1,14,6,3,0,1,0,1,0,0,0,0,0,0,805829,3329,5821881,626
136681,11,4,4020314,4200311,2020,2,18,4,3,3,6,2,0,1,0,0,0,0,0,790129,4571,5825369,678
136682,11,5,5020626,5200631,2020,1,12,6,3,0,1,0,1,0,0,0,0,0,0,784797,3564,5826499,32
136683,11,8,8020727,8200832,2020,2,18,2,2,6,2,2,0,1,1,0,0,0,1,800315,8401,5816727,453
136684,11,1,1022203,1200625,2020,2,17,3,3,6,4,2,0,1,1,0,0,0,1,794693,6044,5828454,708
136685,11,2,2040701,2400623,2020,2,15,2,3,5,2,0,0,1,0,0,0,0,1,800672,4999,5827569,817
136686,11,1,1011303,1100310,2020,2,19,5,3,5,2,2,1,1,0,0,0,0,0,799508,7688,5828114,94
136687,11,4,4030929,4501040,2020,2,22,1,3,6,2,2,0,1,1,0,0,0,1,792692,122,5825473,117
136688,11,9,9020601,9200613,2020,1,14,6,3,0,1,0,1,0,0,0,0,0,0,806964,3318,5821080,357
136689,11,1,1044202,1401046,2020,2,8,4,3,5,2,0,1,0,0,0,0,1,1,794896,7303,5830252,9
136690,11,1,1022104,1200520,2020,1,11,6,3,3,6,0,1,1,0,0,0,0,0,794252,1086,5828450,585
136691,11,4,4051655,4501153,2020,2,17,2,3,2,6,2,1,1,0,0,0,0,1,794193,4733,5823088,538
136692,11,5,5030730,5300736,2020,2,18,5,3,2,6,2,0,1,0,1,0,0,0,786342,3769,5829170,891
136693,11,5,5020626,5200631,2020,1,11,6,3,5,7,0,0,1,0,0,0,0,0,784673,6225,5827761,308
136694,11,5,5010339,5100317,2020,2,18,5,3,4,2,2,0,1,0,0,0,0,0,785655,9223,5828061,6
136695,11,1,1011301,1100308,2020,2,20,2,3,5,2,2,1,1,0,0,0,0,1,797543,9776,5828719,17
136696,11,1,1011303,1100310,2020,2,17,5,3,4,2,2,1,0,0,0,0,0,0,799633,5976,5828546,811
136697,11,12,12103218,12100205,2020,2,9,3,3,1,1,0,0,1,0,0,0,1,1,795626,8356,5834132,749
136698,11,9,9020701,9200715,2020,2,8,2,2,5,3,0,1,0,0,0,0,1,1,808989,7705,5818121,187
136699,11,2,2030402,2300419,2020,2,17,5,3,6,4,2,0,1,1,0,0,0,0,801898,5454,5825692,667
136700,11,9,9041401,9401431,2020,1,11,6,2,1,5,0,1,1,0,0,0,0,0,811990,647,5820468,351
136701,11,3,3051017,3501038,2020,2,5,4,3,6,2,2,0,1,1,0,0,0,1,803450,6001,5832817,539
136702,11,7,7050501,7501029,2020,2,16,2,3,2,6,1,0,1,0,0,0,0,1,797041,9932,5819740,965
136703,11,1,1044102,1400940,2020,2,17,5,3,6,2,2,0,1,1,0,0,0,0,794901,4261,5832030,808
136704,11,7,7070703,7601544,2020,2,16,3,3,5,2,0,0,1,0,0,0,0,1,799792,641,5813977,232
136705,11,8,8041037,8401243,2020,1,10,6,3,0,7,0,0,1,0,1,0,0,1,805749,5338,5817084,652
136706,11,7,7020201,7200307,2020,2,17,5,3,0,1,2,1,0,0,0,0,0,0,794711,789,5824738,44
136707,11,9,9041301,9401329,2020,2,14,4,3,0,7,0,1,1,0,0,0,0,0,812328,3261,5818436,3
136708,11,12,12214421,12200307,2020,2,6,3,3,6,2,2,0,1,1,0,0,0,1,793384,2216,5833149,728
136709,11,1,1022201,1200623,2020,2,22,1,3,5,3,2,0,1,0,0,0,0,1,795477,2216,5829575,932
136710,11,1,1011401,1100415,2020,2,16,5,3,5,2,1,1,0,0,1,0,0,0,797699,467,5829242,858
136711,11,4,4030931,4501042,2020,2,9,5,3,2,7,0,1,1,0,0,0,0,0,794113,425,5825713,5
136712,11,8,8010117,8100103,2020,1,9,6,3,5,3,0,1,1,0,0,0,0,0,800479,7258,5822980,97
136713,11,5,5030730,5300736,2020,2,13,3,3,0,2,0,0,1,0,0,0,1,0,786751,2135,5829272,486
136714,11,1,1033102,1300733,2020,2,11,2,3,2,6,0,0,1,0,0,0,0,1,797327,7337,5831907,23
136715,11,7,7040403,7400823,2020,2,16,5,3,2,2,0,0,1,0,0,0,0,0,796919,8602,5822284,942
136716,11,3,3050923,3500934,2020,2,18,3,3,2,2,2,0,1,0,0,0,0,1,800324,457,5831637,7
136717,11,10,10020414,10200421,2020,1,9,6,3,0,1,0,0,0,0,1,0,0,0,812247,7769,5830713,759
136718,11,5,5010312,5100314,2020,2,12,5,3,5,3,0,1,1,0,0,0,0,0,785408,5467,5830432,785
136719,11,2,2050801,2500830,2020,2,14,4,2,5,3,0,0,1,0,0,0,1,0,802694,7539,5827361,829
136720,11,2,2040502,2400521,2020,1,9,6,3,5,3,0,1,1,0,0,0,0,1,801273,4159,5827949,813
136721,11,7,7020201,7200307,2020,2,17,3,3,3,6,2,0,1,0,0,0,0,0,794970,3972,5823978,663
136722,11,10,10030727,10300734,2020,1,9,6,3,6,4,0,0,1,1,0,0,0,0,809822,9781,5826941,922
136723,11,1,1011203,1100206,2020,2,8,3,3,5,2,0,1,0,0,0,0,1,0,797901,7933,5827373,23
136724,11,3,3020307,3200309,2020,2,9,2,3,0,5,0,1,1,0,0,0,0,1,800065,5503,5837446,133
136725,11,9,9051901,9501940,2020,2,9,5,2,0,1,0,1,0,0,0,0,0,0,812011,5088,5821478,835
136726,11,3,3061227,3601244,2020,2,18,1,3,0,1,2,0,1,0,0,0,0,0,799797,6889,5831183,969
136727,11,8,8020619,8200623,2020,2,12,3,3,2,6,0,0,1,0,0,0,0,0,801408,6823,5821098,843
136728,11,12,12214125,12200414,2020,1,8,6,3,2,6,0,0,1,0,0,0,0,0,791191,5784,5830904,403
136729,11,7,7040405,7400927,2020,2,14,2,3,5,3,0,0,1,0,0,0,1,1,799051,2405,5821322,968
136730,11,11,11030721,11300722,2020,2,16,4,3,5,2,1,1,1,0,0,0,0,0,804141,7587,5828688,27
136731,11,11,11020411,11200410,2020,1,8,6,3,6,4,0,0,1,1,0,0,0,0,804977,3164,5832995,357
136732,11,6,6040809,6400843,2020,2,13,2,3,6,4,0,0,1,1,0,0,0,1,791645,3352,5820657,497
136733,11,5,5040934,5400942,2020,2,20,2,3,4,6,2,0,1,0,0,0,0,1,783954,7041,5823335,63
136734,11,1,1022104,1200520,2020,2,18,3,3,6,2,2,0,1,1,0,0,0,0,794554,637,5829073,303
136735,11,12,12214125,12200412,2020,2,14,2,3,5,3,0,0,1,0,0,0,0,1,791081,5662,5834252,37
136736,11,9,9010302,9100306,2020,2,9,5,3,5,3,0,0,1,0,0,0,0,0,803056,9843,5820923,174
136737,11,8,8041038,8401244,2020,1,8,6,3,3,6,0,0,0,0,0,0,1,0,805919,4365,5816201,791
136738,11,2,2020204,2200210,2020,2,8,4,3,5,2,0,1,1,0,0,0,0,1,798008,8196,5825271,83
136739,11,1,1033101,1300732,2020,2,16,6,2,1,5,1,0,1,0,1,0,0,1,797578,5668,5832108,764
136740,11,6,6020409,6200421,2020,2,13,4,3,0,3,0,0,1,0,1,0,0,1,793223,8142,5816822,838
136741,11,6,6020302,6200312,2020,2,9,7,3,2,6,0,0,1,0,0,0,0,0,795038,9063,5819072,658
136742,11,11,11010205,11100204,2020,2,18,7,3,6,4,2,0,1,1,0,0,0,0,806455,6208,5833664,693
136743,11,4,4030518,4300517,2020,2,9,3,3,2,2,0,0,1,0,0,0,0,1,791978,9818,5828554,724
136744,11,1,1011204,1100207,2020,2,20,2,3,5,5,2,1,0,0,0,0,1,0,798190,2117,5826617,157
136745,11,1,1011202,1100206,2020,2,13,5,3,2,7,0,0,1,0,1,0,0,1,797672,15,5827990,919
136746,11,12,12214125,12200414,2020,2,16,6,3,2,6,0,0,1,0,0,0,0,0,791205,129,5830900,86
136747,11,9,9020802,9200819,2020,2,14,6,3,0,7,0,0,0,1,0,0,1,0,810477,235,5820235,997
136748,11,11,11030720,11300721,2020,2,18,4,3,2,6,2,0,0,0,1,0,1,1,805165,321,5829998,349
136749,11,8,8010118,8100104,2020,2,18,3,3,5,2,1,1,1,0,0,0,0,1,800876,1365,5822459,71
136750,11,4,4051655,4501153,2020,2,14,6,3,5,2,0,1,1,0,0,0,0,1,793947,625,5823413,631
136751,11,12,12301205,12500928,2020,2,9,3,2,2,6,0,0,1,0,1,0,0,1,792264,3994,5837213,984
136752,11,1,1011301,1100308,2020,2,6,6,1,0,7,2,0,0,0,0,0,1,0,797059,3246,5829310,125
136753,11,9,9010101,9100101,2020,2,7,2,3,2,7,0,0,1,0,0,1,0,1,802377,9467,5825334,889
136754,11,9,9020701,9200715,2020,2,14,2,3,3,6,0,0,1,0,0,0,1,0,808472,7085,5819035,85
136755,11,5,5010101,5100104,2020,2,7,5,3,6,4,0,0,1,1,0,0,0,0,785560,1265,5831777,362
136756,11,2,2050802,2500834,2020,2,10,2,3,5,2,0,0,1,0,0,0,0,0,802554,365,5826728,542
136757,11,2,2010103,2100104,2020,2,16,2,3,5,2,0,1,1,0,0,0,0,0,799334,248,5826190,24
136758,11,5,5010314,5100316,2020,2,11,5,3,6,7,0,0,1,1,0,0,0,0,784977,7914,5829172,958
136759,11,4,4051654,4501150,2020,2,13,6,3,5,7,0,0,1,0,0,0,0,1,793333,3875,5823935,258
136760,11,6,6020302,6200312,2020,2,17,4,3,5,2,1,0,1,0,0,0,0,1,794829,4269,5819322,511
136761,11,10,10010204,10100206,2020,2,15,3,3,6,4,0,0,1,1,0,0,0,1,809345,8215,5832842,688
136762,11,7,7060604,7601341,2020,2,13,6,3,5,2,0,1,0,0,0,0,1,1,798081,5177,5814495,163
136763,11,11,11030721,11300722,2020,2,17,3,3,2,2,2,1,1,0,0,0,0,1,803437,3306,5828618,52
136764,11,1,1022104,1200520,2020,2,23,6,3,0,1,2,0,0,0,0,0,1,1,794220,7398,5828669,123
136765,11,4,4030931,4501042,2020,2,20,2,3,6,4,2,0,1,1,0,0,0,1,793802,5469,5825496,468
136766,11,7,7050503,7501031,2020,2,19,5,2,5,5,2,0,1,0,1,0,0,1,798595,824,5820505,578
136767,11,5,5030832,5300839,2020,2,18,4,3,6,2,2,0,1,1,0,0,0,1,788720,881,5830529,31
136768,11,6,6020306,6200317,2020,2,18,6,2,5,2,2,1,1,0,0,0,0,1,796389,934,5816726,381
136769,11,3,3040818,3400829,2020,2,14,4,3,5,3,0,1,1,0,0,0,0,0,799652,362,5832791,362
136770,11,5,5010101,5100104,2020,2,9,7,3,2,6,0,0,1,0,0,0,0,0,785708,1446,5831753,98
136771,11,2,2030302,2300315,2020,2,14,1,3,5,3,0,1,1,0,0,0,0,1,800731,9838,5825817,767
136772,11,6,6010210,6100210,2020,2,13,3,3,5,2,0,0,1,0,1,0,0,1,794973,561,5821413,45
136773,11,3,3020307,3200309,2020,2,17,6,3,5,3,2,0,1,0,0,0,0,1,800079,139,5837500,45
136774,11,3,3071537,3701555,2020,2,14,4,3,5,2,0,1,0,0,0,0,1,0,799965,5065,5830114,258
136775,11,4,4030623,4300622,2020,2,6,6,3,5,3,2,0,1,0,0,0,0,1,793789,655,5826940,67
136776,11,9,9051702,9501737,2020,2,8,4,3,5,3,0,1,0,0,0,0,0,0,814596,2574,5821243,721
136777,11,4,4030417,4300414,2020,2,20,1,3,6,4,2,0,1,1,0,0,0,1,791412,462,5827465,59
136778,11,12,12301203,12500926,2020,2,15,3,3,3,6,0,0,0,0,0,0,1,0,793602,5658,5836126,558
136779,11,5,5030730,5300736,2020,2,5,6,3,2,6,2,0,1,0,1,0,0,1,785888,9288,5829248,53
136780,11,2,2020206,2200212,2020,2,12,3,3,1,5,0,1,0,0,0,1,0,1,799449,4987,5824828,8
136781,11,11,11020412,11200411,2020,2,14,6,3,5,2,0,1,1,0,0,0,0,0,805980,3081,5831932,646
136782,11,1,1011301,1100308,2020,2,18,2,3,0,1,2,0,1,0,1,0,0,1,797456,8968,5828847,208
136783,11,7,7030301,7300517,2020,2,20,4,1,6,4,2,0,0,1,0,0,1,1,794415,3653,5822339,284
136784,11,3,3061228,3601245,2020,2,9,4,3,0,1,0,1,0,0,0,0,0,1,800381,3869,5831546,15
136785,11,1,1044201,1401043,2020,2,5,6,3,5,3,2,0,1,0,0,0,0,1,795767,156,5830792,598
136786,11,1,1022101,1200517,2020,2,14,4,3,0,1,0,0,0,0,1,0,0,0,793113,2593,5828562,553
136787,11,2,2030301,2300314,2020,2,1,7,3,2,6,2,0,1,0,0,0,0,0,799622,633,5826097,256
136788,11,4,4030623,4300622,2020,2,20,7,3,6,2,2,0,1,1,0,0,0,1,793526,6171,5826070,62
136789,11,1,1011301,1100308,2020,2,9,3,2,6,4,0,0,0,1,0,0,1,0,797595,9178,5828452,18
136790,11,11,11010205,11100204,2020,2,7,2,3,2,2,0,1,1,0,0,0,0,0,805957,7813,5833680,61
136791,11,5,5020522,5200526,2020,2,7,6,3,6,4,0,1,0,1,0,0,0,0,781906,5576,5827186,41
136792,11,10,10010309,10100312,2020,2,5,5,2,0,7,2,0,1,0,0,0,0,0,808467,783,5830161,514
136793,11,1,1044201,1401045,2020,2,12,2,2,6,7,0,0,1,1,0,0,0,0,796885,109,5831552,905
136794,11,5,5020522,5200526,2020,2,8,6,2,6,4,0,0,1,1,0,0,0,1,781903,357,5827175,415
136795,11,7,7070701,7601442,2020,2,11,2,2,5,2,0,0,1,0,0,0,0,0,799271,4069,5816270,866
136796,11,2,2040503,2400522,2020,2,21,4,3,3,6,2,1,1,0,0,0,0,1,801787,6196,5828004,686
136797,11,7,7030301,7300516,2020,2,8,4,2,5,3,0,1,1,0,0,0,0,1,793971,6116,5821795,922
136798,11,1,1044203,1401049,2020,2,22,5,3,5,3,2,1,1,0,0,0,0,1,796003,6902,5831415,418
136799,11,6,6020302,6200312,2020,2,13,4,3,5,7,0,1,1,0,0,0,0,1,794830,861,5818657,382
136800,11,10,10040830,10400837,2020,2,13,7,3,5,3,0,0,1,0,0,0,0,0,811198,4449,5824708,475
136801,11,11,11030721,11300722,2020,2,18,7,3,5,2,2,1,1,0,0,0,0,0,804251,9228,5827626,37
136802,11,9,9020601,9200613,2020,2,6,2,3,2,7,2,0,1,0,0,0,0,1,806909,1749,5821181,525
136803,11,4,4030930,4501041,2020,2,19,2,3,2,6,2,0,1,0,0,0,0,0,793273,5956,5825638,842
136804,11,8,8020727,8200832,2020,2,14,5,3,5,2,0,0,1,0,0,0,1,1,801018,3842,5817062,591
136805,11,7,7070703,7601544,2020,2,22,5,3,5,3,2,0,1,0,0,0,0,1,800030,1262,5813280,46
136806,11,7,7030302,7300618,2020,2,21,5,3,5,3,2,1,1,0,0,0,0,1,794497,9889,5821872,984
136807,11,4,4041343,4400834,2020,2,18,4,3,5,2,2,1,1,0,0,0,0,1,792669,4829,5823056,695
136808,11,1,1011303,1100310,2020,2,17,3,3,5,2,0,1,1,0,0,0,0,0,799508,7688,5828114,94
136809,11,6,6020304,6200314,2020,2,19,5,2,6,4,2,0,0,1,0,0,1,1,794973,874,5818045,863
136810,11,1,1011305,1100312,2020,2,6,3,3,5,3,1,1,1,0,0,0,0,1,799470,84,5826749,447
136811,11,6,6030504,6300528,2020,2,19,5,3,2,6,2,0,1,0,0,0,0,1,789688,3183,5816923,269
