OBJECTID,LAND,BEZ,LOR,LOR_ab_2021,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,ULICHTVERH,IstRad,IstPKW,IstFuss,IstKrad,IstGkfz,IstSonstige,USTRZUSTAND,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84
3187,11,8,8010510,8100521,2020,1,11,4,2,3,6,0,0,1,0,0,1,0,1,802599,5332,5821795,373
3198,11,4,4041137,4400727,2020,1,2,3,2,9,1,2,0,0,0,0,1,0,1,791264,2064,5824629,955
3215,11,4,4041239,4400830,2020,1,7,1,3,0,1,1,0,0,0,0,0,1,1,792294,8083,5823598,115
3224,11,2,2040502,2400521,2020,1,22,6,2,1,5,2,0,1,0,0,0,0,0,801024,2746,5827862,923
3241,11,4,4041137,4400727,2020,1,17,1,3,0,1,2,0,0,0,1,0,0,1,791889,2861,5824003,6
3252,11,7,4051655,4501153,2020,1,14,6,3,2,6,0,0,1,0,0,0,0,0,794432,645,5823090,628
3274,11,7,7010104,7100205,2020,1,13,2,3,0,4,0,0,0,1,0,0,1,0,796076,5121,5825501,675
3290,11,7,7040401,7400721,2020,1,15,7,2,1,1,0,0,1,0,0,0,0,0,797817,4941,5822978,17
3299,11,3,3020209,3200206,2020,1,13,5,3,2,6,0,0,1,0,0,0,0,0,797966,8713,5834349,85
3303,11,1,1044102,1400940,2020,1,9,1,3,5,3,0,0,1,0,0,0,0,0,795861,6732,5832069,458
3317,11,9,9010101,9100101,2020,2,12,7,3,2,2,0,0,0,0,1,0,1,1,802583,1096,5825087,422
3319,11,4,4051656,4501151,2020,1,17,5,3,2,1,2,0,1,0,0,0,0,0,793807,1471,5822990,931
3331,11,4,4030417,4300414,2020,1,11,5,3,0,1,0,1,0,0,0,0,0,0,790874,987,5826433,469
3355,11,4,4041134,4400726,2020,1,15,2,3,5,3,0,0,1,0,0,1,0,0,791232,2324,5824618,511
3359,11,1,1011102,1100102,2020,1,15,5,3,5,2,0,0,1,0,0,0,0,1,796455,757,5827391,142
3375,11,2,2040503,2400522,2020,1,18,4,3,3,6,1,1,0,0,0,0,0,0,801378,4835,5827810,514
3379,11,12,12214125,12200414,2020,1,14,5,2,3,7,0,0,1,0,0,1,0,1,792044,2355,5831732,822
3391,11,1,1011303,1100310,2020,1,10,6,3,5,2,0,0,1,0,0,0,0,0,799768,5723,5828638,757
3407,11,2,2050803,2500835,2020,1,21,4,3,6,7,2,1,0,1,0,0,0,0,802187,5376,5826095,955
3435,11,5,5020629,5200634,2020,1,15,4,3,2,6,0,0,1,0,0,0,1,1,785178,3964,5826270,143
3446,11,3,3061435,3601452,2020,1,7,3,3,0,7,0,0,1,0,0,0,1,1,801405,1689,5829211,406
3468,11,6,6040701,6400735,2020,1,11,4,3,5,2,0,0,1,0,0,0,0,0,783890,4577,5815953,473
3483,11,7,7060601,7601236,2020,1,9,3,2,6,2,0,0,0,1,0,1,0,0,796608,1696,5815999,343
3511,11,3,3050925,3500936,2020,1,7,3,3,3,6,0,1,1,0,0,0,0,0,801552,2215,5831199,582
3522,11,3,3051017,3501037,2020,1,17,3,3,5,3,2,0,1,0,0,0,0,1,802859,8699,5833044,121
3539,11,1,1011303,1100310,2020,1,13,1,3,5,3,0,0,1,0,0,0,0,0,799118,977,5827655,463
3548,11,1,1011201,1100205,2020,1,18,5,3,4,6,2,1,0,0,0,0,1,0,797028,3594,5826728,597
3561,11,4,4020310,4200308,2020,1,6,3,3,3,6,2,0,1,0,0,1,0,1,790458,6486,5828436,725
3586,11,11,11030721,11300722,2020,1,4,2,3,6,2,2,0,1,1,0,0,0,1,803722,92,5827570,12
3597,11,6,6030503,6300527,2020,1,3,1,3,3,6,2,0,1,0,0,0,1,1,789808,7132,5818015,711
3621,11,7,7040405,7400927,2020,1,9,4,3,3,6,0,0,1,0,0,1,0,0,798049,1699,5822320,881
3625,11,4,4030417,4300414,2020,1,15,7,3,1,5,0,0,1,0,1,0,0,0,791597,6109,5826550,18
3637,11,12,12301203,12500930,2020,1,15,6,3,3,6,0,0,1,0,0,0,0,0,794257,3212,5834723,198
3639,11,1,1011303,1100310,2020,1,3,4,2,6,4,2,0,1,1,0,0,0,0,799335,348,5827943,997
3659,11,1,1011303,1100310,2020,1,16,6,3,2,6,2,0,1,0,0,0,0,1,799595,725,5828279,342
3670,11,4,4051551,4501148,2020,1,22,5,3,2,6,2,0,1,0,0,0,0,0,792594,6389,5823376,737
3694,11,3,3061332,3701657,2020,1,6,4,3,5,2,2,0,1,0,0,0,0,0,799987,5251,5830197,245
3698,11,12,12231101,12400723,2020,1,11,5,3,5,3,0,1,1,0,0,0,0,1,792115,943,5837984,848
3710,11,3,3020209,3200206,2020,1,16,5,2,0,7,0,1,0,0,0,0,0,0,798320,8847,5834768,94
3725,11,4,4010101,4100101,2020,1,17,3,3,2,6,2,0,1,0,0,0,0,0,791223,602,5829667,258
3750,11,1,1011201,1100205,2020,1,8,5,3,2,6,0,0,1,0,0,0,0,0,797171,9247,5826753,41
3775,11,4,4010102,4100101,2020,1,14,1,2,2,6,0,0,1,0,0,0,0,0,793319,9606,5829675,824
3779,11,12,12302211,12601031,2020,1,13,5,3,5,3,0,0,1,0,0,0,0,1,793276,149,5836659,131
3790,11,1,1011304,1100311,2020,1,17,4,3,0,5,2,1,1,0,0,0,0,1,800034,9887,5828061,909
3807,11,1,1044203,1401049,2020,1,7,3,3,1,5,1,1,1,0,0,0,0,0,795973,3359,5831518,403
3833,11,3,3020209,3200205,2020,1,12,3,3,1,5,0,1,1,0,0,0,0,1,798188,6638,5835349,635
3845,11,7,7050501,7501029,2020,1,16,3,3,6,2,1,0,0,1,0,0,1,1,797710,9623,5818790,6
3853,11,10,10010309,10100312,2020,1,12,4,3,1,5,0,0,1,0,0,0,1,1,807986,6474,5828789,724
3865,11,1,1011201,1100205,2020,1,18,3,3,0,1,2,0,1,0,1,0,0,1,797119,5843,5826744,285
3882,11,4,4030724,4300415,2020,1,17,2,3,3,6,2,0,1,0,0,1,0,0,790764,2708,5826359,639
3891,11,10,10010308,10100311,2020,1,6,6,2,0,1,2,0,0,0,1,0,0,2,808088,4889,5827457,435
3908,11,4,4020314,4200311,2020,1,19,1,3,5,3,2,0,1,0,0,1,0,0,790519,1768,5825545,669
3920,11,4,4041239,4400830,2020,1,15,6,3,2,6,0,0,1,0,0,1,0,0,792209,9302,5823675,634
3943,11,2,2050602,2500727,2020,1,22,4,3,5,3,2,0,1,0,0,0,0,0,802148,354,5827738,762
3956,11,4,4030622,4300621,2020,1,15,7,3,5,7,0,0,1,0,0,0,0,0,792127,1536,5826660,657
3965,11,4,4020313,4200311,2020,1,18,5,3,3,6,0,0,1,0,0,0,1,0,790590,2974,5826406,83
3983,11,3,3020203,3200204,2020,1,13,6,3,5,2,0,1,1,0,0,0,0,1,797167,5465,5838892,976
3996,11,9,9010402,9100409,2020,1,12,5,3,2,6,0,0,1,0,0,0,1,0,806703,7493,5818241,336
4020,11,4,4010101,4100101,2020,1,5,3,3,2,6,2,0,1,0,0,0,0,0,791154,8865,5829495,492
4024,11,5,5040935,5400942,2020,1,15,5,3,2,6,0,0,1,0,0,0,0,1,781786,9022,5824489,172
4036,11,7,7040402,7400822,2020,1,14,4,2,2,6,0,0,1,0,0,0,0,0,796528,5854,5822533,66
4046,11,7,7060604,7601341,2020,1,7,6,3,5,3,2,1,1,0,0,0,0,1,796302,5404,5815089,353
4058,11,4,4020313,4200311,2020,1,11,6,3,2,6,0,0,1,0,0,0,0,0,790730,6163,5826868,431
4074,11,3,3020209,3200206,2020,1,17,5,3,2,6,1,0,1,0,0,0,0,0,798242,5456,5834740,87
4102,11,4,4051551,4501148,2020,1,16,4,3,3,6,2,0,1,0,0,1,0,0,792914,251,5823111,335
4114,11,7,7050501,7501030,2020,1,5,3,3,5,2,2,0,1,0,0,0,0,1,797882,9324,5820434,632
4131,11,4,4010101,4100101,2020,1,6,3,3,2,6,2,0,1,0,0,0,0,0,791221,506,5829708,595
4150,11,7,7050501,7501030,2020,1,10,3,2,5,3,0,0,1,0,0,0,0,0,797936,838,5820057,136
4178,11,11,11041022,11401032,2020,1,9,4,3,5,3,0,1,1,0,0,0,0,0,805652,1458,5827389,902
4189,11,9,9010201,9100202,2020,1,7,3,3,5,3,1,1,1,0,0,0,0,1,803111,5605,5824551,75
4206,11,4,4020310,4200308,2020,1,18,1,3,2,6,2,0,1,0,0,0,0,0,790506,4651,5827523,263
4215,11,5,5020628,5200633,2020,1,16,5,3,3,6,2,0,0,0,1,0,1,0,784056,7082,5826570,292
4232,11,6,6030503,6300526,2020,1,16,6,2,6,2,2,0,1,1,0,0,0,1,789697,6317,5817950,679
4253,11,9,9010202,9100203,2020,1,18,2,3,5,3,2,0,1,0,0,0,0,0,804104,3833,5824364,861
4264,11,9,9010202,9100203,2020,1,12,2,3,5,3,0,1,1,0,0,0,0,0,804103,5957,5824364,164
4280,11,10,10030726,10300733,2020,1,12,6,2,5,2,0,0,1,0,0,0,0,0,809494,243,5827393,43
4289,11,1,1033203,1300836,2020,1,10,5,3,3,6,0,0,1,0,0,1,0,0,796268,308,5830274,135
4293,11,5,5020524,5200528,2020,1,0,1,3,5,2,2,1,1,0,0,0,0,0,783509,2175,5826705,609
4306,11,1,1011303,1100310,2020,2,0,7,3,5,2,2,0,1,0,0,0,0,0,799577,585,5828291,2
4308,11,1,1044102,1400940,2020,1,22,5,3,0,1,2,0,0,0,1,0,0,1,795879,5083,5832054,846
4320,11,7,7010104,7100206,2020,1,11,5,3,2,6,0,0,1,0,0,0,0,0,796007,5869,5824799,517
4340,11,6,6030605,6300629,2020,1,22,6,3,1,7,2,1,1,0,0,0,0,0,791476,1743,5819079,501
4364,11,2,2020201,2200207,2020,1,18,4,3,2,6,2,0,1,0,0,0,0,0,797146,8341,5825586,831
4368,11,7,7050502,7501133,2020,1,20,5,3,5,3,2,0,1,0,0,0,0,1,798153,95,5819054,333
4380,11,7,7050501,7501029,2020,1,6,6,3,6,2,2,0,1,1,0,0,0,1,797789,6512,5818931,35
4396,11,10,10010204,10100206,2020,1,18,4,3,5,2,2,0,1,0,0,0,0,1,808900,4403,5833405,518
4424,11,3,3061434,3601451,2020,1,7,4,2,5,3,2,1,0,0,0,0,1,1,800847,9871,5830332,43
4443,11,1,1044102,1400940,2020,1,17,1,3,5,3,2,1,1,0,0,0,0,0,795877,1448,5832069,85
4447,11,12,12103218,12100205,2020,1,14,5,3,2,6,0,0,1,0,0,0,0,1,794473,9187,5834325,969
4458,11,4,4010101,4100101,2020,1,10,4,3,5,3,0,0,1,0,0,1,0,0,791137,5948,5829407,26
4474,11,9,9010202,9100203,2020,1,8,3,3,5,3,0,1,1,0,0,0,0,1,804104,6469,5824365,95
4501,11,7,7030303,7300619,2020,1,16,3,3,2,2,2,0,1,0,0,0,0,1,796051,7141,5822750,978
4512,11,2,2050602,2500728,2020,1,13,3,2,0,2,0,1,1,0,0,0,0,1,802985,8678,5827645,633
4528,11,4,4020313,4200311,2020,1,12,1,3,2,6,0,0,1,0,0,0,0,1,790551,987,5826399,65
4534,11,10,10030726,10300733,2020,1,11,3,3,3,6,0,0,1,0,0,1,0,1,809639,283,5827328,981
4551,11,2,2040703,2400625,2020,1,6,2,3,6,4,1,0,1,1,0,0,0,0,801817,6203,5826368,503
4560,11,6,6040701,6400735,2020,1,11,6,3,5,7,0,0,1,0,0,0,0,0,778605,6235,5814904,392
4577,11,7,7040405,7400927,2020,1,0,2,3,9,1,2,0,1,0,0,0,0,0,799446,9796,5821501,14
4588,11,1,1044201,1401044,2020,1,19,1,3,5,2,1,0,1,0,0,0,0,0,796044,9982,5831344,676
4612,11,4,4020314,4200311,2020,1,8,4,3,2,6,0,0,1,0,0,0,0,0,790489,327,5825306,224
4616,11,3,3040614,3400723,2020,1,16,7,3,6,2,2,0,1,1,0,0,0,0,798381,4425,5833466,281
4632,11,4,4010102,4100101,2020,1,15,5,3,5,3,0,0,1,0,0,0,1,0,793134,819,5829626,783
4649,11,12,12103117,12100101,2020,1,22,6,3,5,7,2,0,1,0,0,0,0,1,795812,508,5832344,89
4661,11,12,12301204,12500927,2020,1,12,5,3,3,6,0,0,1,0,1,0,0,0,793378,9984,5836342,536
4685,11,10,10040830,10400837,2020,1,5,4,3,2,6,2,0,1,0,0,0,0,0,810999,3697,5827105,308
4689,11,7,7040402,7400822,2020,1,17,5,3,2,6,2,0,1,0,0,0,0,1,796560,8915,5822517,871
4701,11,6,6010209,6100209,2020,1,8,5,2,9,1,0,0,1,0,0,0,0,1,794128,4526,5821299,813
4716,11,4,4020209,4200206,2020,1,20,3,3,6,4,2,0,1,1,0,0,0,0,788954,554,5826128,354
4725,11,4,4010101,4100101,2020,1,14,6,3,3,6,0,0,1,0,1,0,0,0,791468,7552,5830484,124
4741,11,10,10010309,10100312,2020,1,7,5,2,1,1,2,0,1,0,0,1,0,0,807957,9969,5828826,832
4769,11,1,1011303,1100310,2020,1,12,5,3,2,1,0,0,1,0,0,1,0,1,799545,6875,5828285,532
4781,11,2,2010101,2100101,2020,1,20,4,3,6,2,2,0,1,1,0,0,0,1,796879,593,5825995,515
4798,11,5,5020524,5200528,2020,1,7,3,3,2,6,2,0,1,0,0,0,1,0,783495,7136,5826690,339
4823,11,1,1044201,1401044,2020,1,17,3,3,6,3,2,0,1,1,0,0,0,1,796065,3622,5831323,519
4824,11,2,3061435,3601452,2020,10,1,7,2,5,2,2,1,1,0,0,0,0,1,801664,1866,5828909,908
4826,11,2,2040503,2400522,2020,4,22,4,3,1,5,2,0,1,0,0,0,1,1,801518,2306,5827796,149
4827,11,7,7050502,7501133,2020,9,13,5,3,2,7,0,0,1,0,0,0,0,0,797431,8874,5817774,374
4828,11,3,3010101,3100101,2020,11,6,2,3,2,6,2,0,1,0,0,0,1,1,803121,4027,5840228,356
4829,11,12,12302212,12601032,2020,5,15,1,3,2,6,0,0,1,0,0,0,0,0,792750,5672,5837395,425
4830,11,3,3061434,3601451,2020,8,7,3,3,5,3,0,1,1,0,0,0,0,0,800711,1136,5829858,845
4831,11,1,1033203,1300836,2020,6,16,4,3,3,6,0,1,1,0,0,0,0,0,796294,8156,5830120,543
4832,11,5,5020628,5200633,2020,5,19,5,2,6,7,0,0,1,1,0,0,0,0,783962,5979,5826593,704
4833,11,4,4030417,4300414,2020,4,19,4,3,3,5,1,1,1,0,0,0,0,1,791674,8849,5826584,541
4834,11,7,7050506,7501135,2020,9,14,4,3,3,6,0,0,0,0,1,0,1,0,798889,8107,5817201,792
4835,11,2,2040701,2400521,2020,12,14,6,3,3,6,0,0,1,0,1,0,0,0,800433,56,5827896,455
4836,11,7,7010104,7100205,2020,8,14,4,3,0,7,0,0,0,0,1,0,1,0,796034,47,5825281,231
4837,11,7,7050501,7501030,2020,6,22,6,3,2,7,2,0,1,0,0,0,0,0,797917,4477,5820162,427
4838,11,4,4030623,4300622,2020,10,14,1,3,0,6,0,0,1,0,0,0,0,1,792816,1339,5826754,96
4840,11,2,2050602,2500727,2020,4,16,4,3,6,4,0,1,0,1,0,0,0,0,802168,4432,5827780,757
4841,11,4,4020310,4200308,2020,11,17,4,3,2,6,2,0,1,0,0,0,0,0,790554,7874,5827382,761
4842,11,1,1011105,1100102,2020,9,17,3,3,5,2,0,1,1,0,0,0,0,0,796419,84,5826326,476
4843,11,12,12103115,12100103,2020,8,17,2,3,2,6,0,0,1,0,1,0,0,0,795498,4918,5833358,547
4844,11,4,4030417,4300414,2020,4,9,4,3,5,3,0,0,1,0,0,0,0,1,791566,7284,5826544,984
4845,11,3,3040818,3400830,2020,10,11,6,2,5,7,0,1,1,0,0,0,0,1,800030,4804,5833375,779
4846,11,4,4030621,4300620,2020,8,16,4,3,5,2,0,1,1,0,0,0,0,0,793992,2395,5826975,18
4847,11,1,1011303,1100310,2020,7,23,4,3,2,6,2,0,1,0,0,0,1,1,799810,2834,5828641,433
4848,11,4,4051551,4501148,2020,6,10,6,2,8,1,0,0,0,0,1,0,0,0,792602,834,5823387,31
4849,11,10,10010309,10100312,2020,11,5,5,2,3,6,2,1,0,0,1,0,0,0,807731,944,5829357,301
4850,11,1,1011202,1100206,2020,4,7,4,3,3,6,0,1,1,0,0,0,0,0,797704,1638,5827610,702
4851,11,7,7060601,7601236,2020,9,15,5,3,6,4,0,0,1,1,0,0,0,0,796604,224,5816011,462
4852,11,2,2020202,2200208,2020,12,20,3,3,5,2,2,1,1,0,0,0,0,0,797898,3103,5825432,668
4853,11,12,12103218,12100205,2020,6,19,2,3,6,2,0,0,1,1,0,0,0,0,794572,1055,5833820,832
4855,11,4,4041134,4400726,2020,4,13,3,3,2,7,0,0,1,0,0,0,1,0,790822,4315,5824757,232
4856,11,3,3061435,3601452,2020,9,20,5,3,5,2,2,1,1,0,0,0,0,0,801479,8672,5829153,473
4857,11,12,12304314,12500824,2020,7,11,7,2,0,7,0,0,1,0,0,0,0,0,790337,4307,5835576,266
4858,11,2,2020201,2200207,2020,4,23,3,3,3,6,2,0,1,0,0,0,0,1,796862,6714,5826007,712
4859,11,7,7050502,7501133,2020,10,18,5,3,0,3,1,1,1,0,0,0,0,1,798226,7859,5818766,709
4860,11,7,7040405,7400927,2020,12,12,4,3,2,6,0,0,1,0,0,0,0,0,798511,3101,5822073,36
4861,11,3,3020209,3200205,2020,5,15,7,3,1,5,0,0,1,0,0,0,1,0,798176,2051,5836287,163
4862,11,5,5020628,5200633,2020,8,11,7,3,6,4,0,0,0,1,1,0,0,0,784241,603,5826521,15
4863,11,6,6030503,6300527,2020,7,16,4,3,2,6,0,0,1,0,0,0,0,0,789839,2649,5818030,566
4864,11,3,3010104,3100101,2020,5,15,1,2,3,6,0,0,1,0,1,0,0,0,799542,7308,5840751,491
4865,11,12,12103218,12100205,2020,10,14,4,3,5,3,0,0,1,0,0,0,0,0,794559,2369,5833818,208
4866,11,3,3040513,3400620,2020,4,10,3,3,2,6,0,0,1,0,0,0,0,0,798049,319,5833886,563
4867,11,3,3050925,3500936,2020,9,6,2,3,2,6,1,0,1,0,0,0,0,0,801713,67,5831309,7
4868,11,7,7030303,7300619,2020,11,10,2,3,2,6,0,0,1,0,0,0,1,0,795885,8648,5822668,164
4869,11,2,2010101,2100101,2020,5,18,7,3,5,3,0,1,1,0,0,0,0,0,797886,2514,5825492,13
4870,11,12,12103115,12100103,2020,8,18,6,3,5,2,0,1,1,0,0,0,0,0,795412,2399,5833586,44
4871,11,7,7040401,7400720,2020,6,3,1,3,3,6,2,0,1,0,0,0,0,1,797777,961,5823831,916
4872,11,1,1033203,1300836,2020,4,8,3,3,5,2,0,1,1,0,0,0,0,0,796184,661,5830195,38
4873,11,6,6040701,6400735,2020,10,11,7,3,2,2,0,0,1,0,1,0,0,0,783805,6945,5815979,597
4874,11,6,6030503,6300526,2020,12,6,5,3,5,3,2,1,1,0,0,0,0,0,789689,9835,5817964,239
4875,11,7,7040405,7400927,2020,8,15,2,3,2,6,0,0,1,0,0,0,0,0,799037,7212,5821760,718
4876,11,7,7050501,7501030,2020,7,8,5,3,2,6,0,0,1,0,0,0,0,0,798102,2202,5819257,932
4877,11,2,2050602,2500727,2020,4,7,3,3,5,3,0,1,1,0,0,0,0,0,802119,8959,5828034,867
4878,11,1,1011204,1100207,2020,10,10,5,3,3,6,0,0,1,0,1,0,0,0,798793,7675,5827185,551
4880,11,12,12231101,12400723,2020,4,12,2,3,2,2,0,0,1,0,0,0,0,0,792115,585,5837979,881
4881,11,10,10040933,10400940,2020,9,9,3,3,5,2,0,1,1,0,0,0,0,0,813060,6141,5827191,634
4882,11,4,4020313,4200311,2020,11,11,2,2,8,1,0,1,0,0,0,0,0,0,790521,6501,5826375,946
4883,11,7,7020203,7200411,2020,9,0,7,3,1,5,2,1,1,0,0,0,0,0,795946,422,5824441,309
4884,11,8,8020620,8200624,2020,5,19,7,3,2,6,0,0,1,0,0,0,0,0,800961,9432,5821652,102
4885,11,7,7040401,7400720,2020,8,16,1,3,2,6,0,0,1,0,0,0,0,0,797776,4448,5823843,88
4886,11,1,1011102,1100102,2020,6,18,3,3,2,6,0,0,1,0,1,0,0,0,795871,3875,5827292,821
4887,11,6,6040701,6400735,2020,4,18,1,2,0,1,0,1,0,0,0,0,0,0,782907,67,5815862,932
4888,11,1,1011303,1100310,2020,9,12,2,3,2,6,0,0,1,0,0,0,0,0,799813,3778,5828646,296
4889,11,7,7050501,7501030,2020,12,6,4,3,2,6,2,0,1,0,1,0,0,1,797990,941,5819808,341
4890,11,1,1044203,1401049,2020,8,13,3,3,3,6,0,1,1,0,0,0,0,0,795975,9951,5831511,31
4891,11,3,3071639,3701660,2020,6,12,4,3,1,5,0,1,1,0,0,0,0,0,800300,8807,5829451,868
4893,11,6,6040804,6400838,2020,4,10,6,3,2,6,0,0,1,0,1,0,0,0,787208,2162,5817237,592
4894,11,4,4030417,4300414,2020,11,6,2,3,5,2,0,0,1,0,0,0,0,0,791027,762,5826458,485
4895,11,4,4010101,4100101,2020,9,14,1,3,2,6,0,0,1,0,0,0,0,0,790800,3186,5828918,243
4896,11,3,3061126,3601139,2020,8,15,7,2,5,2,0,1,1,0,0,0,0,0,799238,4705,5831932,292
4897,11,7,7030303,7300619,2020,4,15,5,2,5,7,0,0,1,0,0,0,0,0,795625,5644,5823228,334
4898,11,6,6040702,6400736,2020,10,16,4,3,9,1,1,0,1,0,0,0,0,1,785430,6999,5816070,112
4899,11,3,3020209,3200205,2020,8,9,3,3,0,7,0,1,0,0,0,0,0,1,798166,935,5836125,754
4900,11,3,3040513,3400620,2020,7,7,2,3,5,2,0,0,1,0,0,0,1,0,798027,9132,5833803,497
4901,11,7,7040403,7400825,2020,6,8,4,3,2,6,0,0,1,0,0,0,0,0,797813,2154,5821021,354
4902,11,4,4030416,4300413,2020,11,8,3,3,2,6,0,0,1,0,1,0,0,0,790708,8282,5827081,864
4903,11,7,7070701,7601442,2020,4,15,5,3,5,7,0,1,1,0,0,0,0,0,799185,7661,5816433,13
4904,11,2,2040503,2400522,2020,9,16,4,3,5,3,0,1,0,0,1,0,0,0,801911,1492,5827755,762
4905,11,1,1011104,1100104,2020,11,17,1,3,4,6,2,0,1,0,0,0,0,0,796280,4701,5825998,857
4906,11,7,7040406,7400928,2020,6,19,6,3,2,6,2,0,1,0,0,0,0,0,800243,6561,5821544,799
4907,11,1,1011303,1100310,2020,4,17,5,3,5,2,0,1,1,0,0,0,0,0,799099,778,5827681,45
4908,11,2,2020202,2200208,2020,9,18,3,3,4,6,0,1,0,0,0,0,1,0,797910,4423,5825127,833
4909,11,4,4020209,4200207,2020,7,15,5,3,2,6,0,0,1,0,0,0,0,0,789749,155,5824741,154
4910,11,3,3040513,3400620,2020,4,17,5,3,5,7,0,0,1,0,0,0,1,0,798063,6913,5833983,399
4911,11,11,11030721,11300725,2020,10,5,4,3,0,1,2,0,0,0,1,0,0,1,805117,31,5827447,799
4912,11,10,10030726,10300733,2020,12,0,5,3,5,3,2,0,1,0,0,0,0,1,808929,5855,5827407,186
4913,11,4,4020313,4200311,2020,8,15,5,3,0,2,0,0,1,0,1,0,0,0,790530,7681,5826396,87
4914,11,4,4030622,4300621,2020,7,17,2,3,5,2,0,1,1,0,0,0,0,0,792378,221,5826681,148
4915,11,6,6040701,6400735,2020,5,15,6,2,2,3,0,0,1,0,1,0,0,0,782830,16,5815854,421
4916,11,5,5020629,5200634,2020,10,20,3,3,0,7,2,1,0,0,0,0,0,0,784986,898,5826321,216
4917,11,2,2040703,2400625,2020,4,18,4,3,5,7,0,0,1,0,1,0,0,0,801801,3015,5826330,903
4918,11,7,7040401,7400721,2020,9,12,7,3,2,6,0,0,1,0,0,0,0,0,797812,9946,5822727,974
4919,11,4,4020313,4200311,2020,11,18,5,2,6,4,2,0,1,1,0,0,0,1,790508,805,5826373,672
4920,11,7,7050501,7501029,2020,8,10,4,3,2,6,0,0,0,0,1,0,1,1,797732,8122,5818834,278
4921,11,6,6010101,6100101,2020,7,15,3,3,5,2,0,1,1,0,0,0,0,0,793132,97,5820203,789
4922,11,10,10040830,10400837,2020,6,19,5,3,0,1,0,0,0,0,0,0,1,1,811315,9437,5827107,379
4923,11,11,11030721,11300722,2020,11,7,4,3,5,3,0,1,1,0,0,0,0,0,804235,771,5827533,276
4924,11,3,3061429,3601449,2020,4,14,4,3,2,6,0,0,1,0,1,0,0,0,800962,4272,5830468,3
4925,11,2,2050802,2500834,2020,9,13,5,2,2,6,0,1,0,0,0,1,0,0,802036,6746,5827031,83
4926,11,3,3061131,3601142,2020,11,12,2,2,5,3,0,0,1,0,1,0,0,0,799141,8035,5830374,657
4927,11,1,1033203,1300836,2020,6,13,1,3,0,7,0,1,0,0,0,0,0,0,796211,9228,5830192,462
4929,11,3,3020209,3200206,2020,4,14,4,3,0,6,0,0,0,0,1,0,1,0,798323,2023,5834769,764
4930,11,2,2050602,2500729,2020,9,17,4,3,6,7,0,0,1,1,0,0,0,1,803561,312,5827585,724
4931,11,6,6030503,6300527,2020,7,16,5,3,5,2,0,1,1,0,0,0,0,0,789775,5592,5817982,909
4932,11,9,9010202,9100203,2020,4,12,4,2,6,4,0,0,1,1,0,0,0,0,804422,5271,5823273,38
4933,11,12,12103117,12100101,2020,10,17,5,3,5,2,0,1,1,0,0,0,0,1,795829,655,5832337,8
4934,11,3,3050923,3500934,2020,12,18,2,3,1,5,2,0,1,0,0,0,0,1,800271,6193,5831869,605
4935,11,11,11010101,11100101,2020,8,14,5,3,5,3,0,1,1,0,0,0,0,0,803733,6791,5834634,746
4936,11,2,2050602,2500727,2020,7,18,3,3,4,6,0,1,0,0,0,0,0,0,802123,913,5828068,175
4937,11,10,10040830,10400837,2020,5,1,7,2,0,1,2,1,0,0,0,0,0,0,810887,4831,5827100,486
4938,11,1,1011102,1100102,2020,10,11,3,3,5,2,0,1,1,0,0,0,0,0,796554,4228,5827804,421
4939,11,3,3061131,3601142,2020,4,7,4,3,2,2,0,1,1,0,0,0,0,0,799165,6292,5830377,762
4940,11,4,4030417,4300414,2020,9,10,1,2,5,7,0,1,1,0,0,0,0,0,791475,122,5826529,307
4941,11,4,4020208,4200206,2020,11,15,2,2,1,5,0,1,1,0,0,0,0,0,788825,8932,5826107,406
4942,11,9,9010202,9100203,2020,5,9,6,3,5,3,0,1,1,0,0,0,0,0,804105,611,5824365,462
4943,11,1,1011202,1100206,2020,8,16,5,3,3,6,0,1,1,0,0,0,0,0,797247,4025,5827534,211
4944,11,4,4020311,4200310,2020,6,11,7,3,2,6,0,0,1,0,0,0,0,0,789252,3742,5826174,315
4945,11,11,11030721,11300724,2020,4,21,3,3,5,3,1,1,1,0,0,0,0,0,804499,3537,5827506,282
4946,11,4,4041239,4400830,2020,10,23,6,3,2,6,2,0,1,0,0,0,0,0,791989,6745,5823915,437
4947,11,7,7060601,7601236,2020,12,8,4,3,5,3,0,1,1,0,0,0,0,0,796857,9004,5816355,135
4948,11,7,7070701,7601442,2020,8,16,2,3,5,3,0,1,1,0,0,0,0,0,799685,1504,5815193,536
4949,11,2,2050602,2500728,2020,6,10,3,3,1,7,0,1,1,0,0,0,0,0,802612,8963,5827683,567
4950,11,1,1011303,1100310,2020,4,16,3,3,2,6,0,0,1,0,0,0,0,0,799111,3633,5827700,607
4951,11,4,4020314,4200311,2020,10,14,5,3,3,6,0,0,1,0,0,1,0,0,790502,547,5825470,677
4953,11,1,1011105,1100102,2020,4,9,3,3,5,3,0,0,1,0,0,0,0,0,796676,764,5826211,163
4954,11,12,12103117,12100101,2020,9,17,2,3,5,3,0,1,1,0,0,0,0,0,795803,1069,5832486,771
4955,11,3,3030711,3400724,2020,11,12,1,3,2,6,0,0,1,0,0,0,0,0,800153,1141,5835100,333
