,year,month,weekday,accident_category,accident_scenario,number_of_accidents,mean_distance_km,mean_location_density
1035,2018,12,4,2,car_only,7,6.527553991614771,2.5714285714285716
1036,2018,12,4,2,other,1,6.11851944638862,8.0
1037,2018,12,4,2,ped_car,5,7.984085773635265,8.4
1038,2018,12,4,3,bike_car,36,7.0803165382860165,8.0
1039,2018,12,4,3,bike_only,5,3.264249081201863,9.6
1040,2018,12,4,3,bike_ped,2,3.72866783089998,17.0
1041,2018,12,4,3,car_only,57,8.312622489654826,8.912280701754385
1042,2018,12,4,3,other,6,7.806990117271333,4.666666666666667
1043,2018,12,4,3,ped_car,13,6.36497028131617,10.384615384615385
1044,2018,12,4,3,ped_only,1,5.44602802695702,2.0
1045,2018,12,5,2,bike_only,2,8.61596123683399,4.0
1046,2018,12,5,2,car_only,10,7.211807732068306,11.0
1047,2018,12,5,2,other,1,11.3328184319592,5.0
1048,2018,12,5,2,ped_car,10,7.096839436144921,10.8
1049,2018,12,5,2,ped_only,2,7.62457041948152,7.5
1050,2018,12,5,3,bike_car,27,6.379096451996169,7.333333333333333
1051,2018,12,5,3,bike_only,3,3.7946708254310706,8.0
1052,2018,12,5,3,bike_ped,3,10.50082227962079,2.3333333333333335
1053,2018,12,5,3,car_only,56,8.320918081560295,8.375
1054,2018,12,5,3,other,4,4.707601184431118,4.5
1055,2018,12,5,3,ped_car,21,9.160053524721533,8.666666666666666
1056,2018,12,5,3,ped_only,5,5.7925574623779195,10.0
1057,2018,12,6,2,bike_car,5,6.6193460615868815,6.4
1058,2018,12,6,2,bike_only,4,3.8452426062851575,7.5
1059,2018,12,6,2,car_only,5,6.504229807732921,8.8
1060,2018,12,6,2,other,2,5.971660044728355,1.0
1061,2018,12,6,2,ped_car,6,8.003665502891236,5.166666666666667
1062,2018,12,6,2,ped_only,5,8.421417098184344,11.0
1063,2018,12,6,3,bike_car,29,5.501628490615747,10.310344827586206
1064,2018,12,6,3,bike_only,5,5.440370383006616,11.6
1065,2018,12,6,3,bike_ped,7,5.19109328465071,3.4285714285714284
1066,2018,12,6,3,bike_ped_car,1,11.3570221381349,8.0
1067,2018,12,6,3,car_only,55,8.01590395176796,7.581818181818182
1068,2018,12,6,3,other,3,10.464966361770786,7.666666666666667
1069,2018,12,6,3,ped_car,33,7.521563158034924,8.93939393939394
1070,2018,12,6,3,ped_only,3,12.794813302127201,11.0
1071,2018,12,7,1,ped_car,1,4.2348896542082,48.0
1072,2018,12,7,2,bike_car,2,11.368827490251475,2.0
1073,2018,12,7,2,bike_only,3,5.091646737444504,1.0
1074,2018,12,7,2,car_only,6,9.633690690148947,7.833333333333333
1075,2018,12,7,2,ped_car,8,8.042225203832116,4.5
1076,2018,12,7,2,ped_only,1,13.5162652447571,8.0
1077,2018,12,7,3,bike_car,10,4.901462353321753,16.0
1078,2018,12,7,3,bike_only,3,3.6512699087319134,19.666666666666668
1079,2018,12,7,3,car_only,49,9.183528890756397,8.591836734693878
1080,2018,12,7,3,other,2,4.741552496096405,6.5
1081,2018,12,7,3,ped_car,13,7.8369968052588055,13.076923076923077
1082,2018,12,7,3,ped_only,4,11.097726902462925,14.0
1083,2019,1,1,2,bike_car,3,10.018438652355199,6.0
1084,2019,1,1,2,car_only,5,7.698566464968768,8.0
1085,2019,1,1,2,ped_car,7,8.178177395593867,11.571428571428571
1086,2019,1,1,3,bike_car,7,7.868685896916803,5.142857142857143
1087,2019,1,1,3,bike_only,3,1.95175480611027,6.666666666666667
1088,2019,1,1,3,car_only,30,7.6944545495939485,7.933333333333334
1089,2019,1,1,3,ped_car,8,9.431635743932237,6.25
1090,2019,1,2,2,bike_car,2,6.94183363444867,4.0
1091,2019,1,2,2,bike_only,1,23.9227948116657,2.0
1092,2019,1,2,2,car_only,8,11.955175518658622,8.875
1093,2019,1,2,2,other,1,3.13093729868055,4.0
1094,2019,1,2,2,ped_car,16,8.45815687751262,5.4375
1095,2019,1,2,3,bike_car,19,7.279925222660326,9.210526315789474
1096,2019,1,2,3,bike_only,9,9.299610980684825,7.888888888888889
1097,2019,1,2,3,bike_ped,3,4.135593926138713,4.333333333333333
1098,2019,1,2,3,car_only,69,9.237837303073448,6.72463768115942
1099,2019,1,2,3,other,1,8.51967795624422,3.0
1100,2019,1,2,3,ped_car,25,7.605253944559247,8.28
1101,2019,1,2,3,ped_only,3,8.724587941426359,7.333333333333333
1102,2019,1,3,1,ped_car,1,9.5495514463121,3.0
1103,2019,1,3,2,bike_car,4,4.03148063957288,28.5
1104,2019,1,3,2,bike_only,1,6.00004010036399,6.0
1105,2019,1,3,2,car_only,7,9.125387463142257,11.714285714285714
1106,2019,1,3,2,other,2,2.50604675785565,4.5
1107,2019,1,3,2,ped_car,16,8.556248523145896,6.9375
1108,2019,1,3,2,ped_only,1,11.2634742154614,2.0
1109,2019,1,3,3,bike_car,20,4.806023589231978,7.85
1110,2019,1,3,3,bike_only,5,3.4264320162255943,8.8
1111,2019,1,3,3,bike_ped,4,2.4923526870481627,8.5
1112,2019,1,3,3,car_only,64,8.359412453715812,8.265625
1113,2019,1,3,3,other,6,8.869171559421641,13.166666666666666
1114,2019,1,3,3,ped_car,27,7.845310229095294,9.037037037037036
1115,2019,1,4,2,bike_car,2,5.578156278681945,9.5
1116,2019,1,4,2,bike_ped,1,3.4371578276851,4.0
1117,2019,1,4,2,car_only,9,9.936220722368756,7.222222222222222
1118,2019,1,4,2,other,1,19.6863920605538,5.0
1119,2019,1,4,2,ped_car,5,13.21432859512647,11.2
1120,2019,1,4,2,ped_only,1,6.11991335598531,5.0
1121,2019,1,4,3,bike_car,33,6.808748302139098,7.545454545454546
1122,2019,1,4,3,bike_only,6,5.51203321540081,9.833333333333334
1123,2019,1,4,3,bike_ped,4,7.485381899605508,4.75
1124,2019,1,4,3,car_only,86,6.992684228928254,8.662790697674419
1125,2019,1,4,3,other,2,6.191417091188055,8.0
1126,2019,1,4,3,ped_car,22,8.288290805322928,6.181818181818182
1127,2019,1,4,3,ped_only,3,6.331684957797807,19.333333333333332
1128,2019,1,5,2,bike_car,5,12.839488298138054,5.4
1129,2019,1,5,2,car_only,10,8.297944267943148,3.1
1130,2019,1,5,2,other,2,9.39572024529783,2.0
1131,2019,1,5,2,ped_car,15,8.742914428458395,9.133333333333333
1132,2019,1,5,2,ped_only,2,6.6700055521114905,16.0
1133,2019,1,5,3,bike_car,31,7.346506990267003,6.290322580645161
1134,2019,1,5,3,bike_only,3,3.8502622861572235,4.0
1135,2019,1,5,3,bike_ped,3,5.5031128712597335,2.3333333333333335
1136,2019,1,5,3,car_only,48,7.542183329262781,7.520833333333333
1137,2019,1,5,3,ped_car,14,7.804016136070911,6.857142857142857
1138,2019,1,5,3,ped_only,2,15.104014294039601,14.5
1139,2019,1,6,2,bike_car,2,1.7450467334037651,4.5
1140,2019,1,6,2,bike_only,1,4.42288238252463,11.0
1141,2019,1,6,2,bike_ped,1,3.55478429783222,6.0
1142,2019,1,6,2,car_only,5,9.211532544475949,8.0
1143,2019,1,6,2,other,1,11.2527037736065,17.0
1144,2019,1,6,2,ped_car,7,9.588170849359766,11.285714285714286
1145,2019,1,6,3,bike_car,23,6.687962144769289,7.434782608695652
1146,2019,1,6,3,bike_only,3,5.66321806853794,11.333333333333334
1147,2019,1,6,3,bike_ped,3,2.5270472442639913,7.666666666666667
1148,2019,1,6,3,car_only,51,8.404908208780528,6.901960784313726
1149,2019,1,6,3,other,2,9.722390672511791,2.0
1150,2019,1,6,3,ped_car,12,9.20725207216314,5.916666666666667
1151,2019,1,6,3,ped_only,2,4.407079772500965,17.0
1152,2019,1,7,1,ped_car,2,12.17751613422448,5.0
1153,2019,1,7,2,bike_car,1,6.47479350281423,5.0
1154,2019,1,7,2,bike_only,1,7.06626215681042,4.0
1155,2019,1,7,2,car_only,9,8.011081169484061,5.222222222222222
1156,2019,1,7,2,ped_car,3,10.59480202085439,9.666666666666666
1157,2019,1,7,2,ped_only,1,4.87400935053137,19.0
1158,2019,1,7,3,bike_car,8,6.635235172689579,7.875
1159,2019,1,7,3,bike_only,2,9.8304377022273,10.5
1160,2019,1,7,3,car_only,37,7.4614729086454314,13.27027027027027
1161,2019,1,7,3,other,4,6.441501070885007,4.25
1162,2019,1,7,3,ped_car,20,9.175234740168353,12.05
1163,2019,1,7,3,ped_only,1,7.78590559936747,2.0
1164,2019,2,1,2,bike_car,2,1.86112323445483,11.0
1165,2019,2,1,2,car_only,4,7.839166378592745,15.0
1166,2019,2,1,2,ped_car,4,7.332075810240817,11.5
1167,2019,2,1,3,bike_car,7,5.276513671894683,6.428571428571429
1168,2019,2,1,3,bike_only,1,10.5295195360726,3.0
1169,2019,2,1,3,bike_ped,2,9.67309301062733,5.5
1170,2019,2,1,3,car_only,33,7.077407529439082,12.212121212121213
1171,2019,2,1,3,ped_car,4,6.546698204980345,14.25
1172,2019,2,1,3,ped_only,1,12.2262942042157,20.0
1173,2019,2,2,2,bike_car,2,10.550122037341474,1.0
1174,2019,2,2,2,bike_only,1,14.0583500643036,1.0
1175,2019,2,2,2,bike_ped,2,9.295258638424876,4.5
1176,2019,2,2,2,car_only,1,5.49307207028594,3.0
1177,2019,2,2,2,other,3,5.47656372123048,24.0
1178,2019,2,2,2,ped_car,6,6.947454680056897,5.833333333333333
1179,2019,2,2,3,bike_car,18,6.602752146497584,12.11111111111111
1180,2019,2,2,3,bike_only,9,8.371818167220459,4.222222222222222
1181,2019,2,2,3,bike_ped,2,5.123130668545246,2.5
1182,2019,2,2,3,car_only,54,7.677983130917476,9.74074074074074
1183,2019,2,2,3,other,5,9.17364753838397,6.0
1184,2019,2,2,3,ped_car,18,8.307511009348383,6.611111111111111
1185,2019,2,2,3,ped_only,1,15.4834358939694,5.0
1186,2019,2,3,2,bike_car,3,9.658216716089116,7.0
1187,2019,2,3,2,car_only,7,8.959635259258047,7.571428571428571
1188,2019,2,3,2,other,1,7.79762997652356,7.0
1189,2019,2,3,2,ped_car,1,15.3497511028782,2.0
1190,2019,2,3,3,bike_car,23,5.726901750411152,8.347826086956522
1191,2019,2,3,3,bike_only,6,8.241289967542343,5.0
1192,2019,2,3,3,bike_ped,2,8.5317634150402,7.5
1193,2019,2,3,3,bike_ped_car,1,9.5383470923042,4.0
1194,2019,2,3,3,car_only,42,8.794259976188174,7.785714285714286
1195,2019,2,3,3,ped_car,10,6.877616167317882,5.3
1196,2019,2,3,3,ped_only,1,3.51814881027057,2.0
1197,2019,2,4,1,bike_only,1,0.215646519299796,37.0
1198,2019,2,4,2,bike_car,3,10.124309779566174,1.0
1199,2019,2,4,2,car_only,9,7.140407716280696,11.777777777777779
1200,2019,2,4,2,ped_car,8,9.53149976303547,1.875
1201,2019,2,4,3,bike_car,26,7.34651547795564,12.653846153846153
1202,2019,2,4,3,bike_only,12,5.884747577185987,7.75
1203,2019,2,4,3,bike_ped,4,2.9363206010675724,17.5
1204,2019,2,4,3,car_only,52,8.033332320362828,6.615384615384615
1205,2019,2,4,3,other,3,9.495947937695687,6.666666666666667
1206,2019,2,4,3,ped_car,15,6.901954747072452,10.666666666666666
1207,2019,2,4,3,ped_only,2,1.849407669643246,12.5
1208,2019,2,5,2,bike_car,1,14.8272254397168,3.0
1209,2019,2,5,2,bike_only,3,3.308460003092968,9.666666666666666
1210,2019,2,5,2,bike_ped,1,2.81734723791014,17.0
1211,2019,2,5,2,car_only,9,9.539844767843956,6.888888888888889
1212,2019,2,5,2,other,1,13.576020048138,8.0
1213,2019,2,5,2,ped_car,7,7.378770226170556,6.0
1214,2019,2,5,2,ped_only,1,12.1123382459695,5.0
1215,2019,2,5,3,bike_car,21,5.846376383986657,11.0
1216,2019,2,5,3,bike_only,4,6.494237056627407,13.0
1217,2019,2,5,3,bike_ped,2,2.872836190790925,6.5
1218,2019,2,5,3,car_only,65,8.226128313997267,7.4
1219,2019,2,5,3,other,2,6.41775035813121,4.0
1220,2019,2,5,3,ped_car,11,6.605523223005741,6.090909090909091
1221,2019,2,6,1,ped_only,1,4.78166357614805,25.0
1222,2019,2,6,2,bike_car,6,7.4867809888065,4.333333333333333
1223,2019,2,6,2,bike_only,4,4.28686176055955,26.25
1224,2019,2,6,2,car_only,9,8.478077149983166,9.777777777777779
1225,2019,2,6,2,other,1,14.1180742956139,4.0
1226,2019,2,6,2,ped_car,3,5.524598361925487,6.666666666666667
1227,2019,2,6,2,ped_only,1,3.24683604697068,6.0
1228,2019,2,6,3,bike_car,30,5.649942673930162,9.666666666666666
1229,2019,2,6,3,bike_only,8,5.681659621310185,13.25
1230,2019,2,6,3,bike_ped,2,8.964669044287366,6.0
1231,2019,2,6,3,car_only,62,8.84894478574407,7.903225806451613
1232,2019,2,6,3,other,7,7.508685498458659,5.571428571428571
1233,2019,2,6,3,ped_car,18,5.5265359102711535,7.722222222222222
1234,2019,2,7,2,bike_car,2,13.94302383689246,5.5
1235,2019,2,7,2,car_only,8,6.576305181477911,9.625
1236,2019,2,7,2,ped_car,3,10.507322329263642,6.333333333333333
1237,2019,2,7,2,ped_only,2,8.556032905837275,1.5
1238,2019,2,7,3,bike_car,17,5.3017455200155315,11.764705882352942
1239,2019,2,7,3,bike_only,2,3.40669649035237,11.5
1240,2019,2,7,3,bike_ped,1,7.72629128334487,12.0
1241,2019,2,7,3,car_only,47,8.156279510660413,9.617021276595745
1242,2019,2,7,3,other,4,5.463469109716723,6.0
1243,2019,2,7,3,ped_car,8,5.547925877443668,9.75
1244,2019,3,1,1,ped_only,1,6.68704822907267,3.0
1245,2019,3,1,2,bike_car,1,10.4596981794997,1.0
1246,2019,3,1,2,bike_only,1,15.3943455697859,2.0
1247,2019,3,1,2,car_only,6,8.61963566400016,2.5
1248,2019,3,1,2,other,1,4.55795446768086,11.0
1249,2019,3,1,2,ped_car,1,12.3272257114301,16.0
1250,2019,3,1,2,ped_only,1,15.710433044439,10.0
1251,2019,3,1,3,bike_car,13,6.481986292656293,10.76923076923077
1252,2019,3,1,3,bike_only,2,7.809083047558145,6.0
1253,2019,3,1,3,car_only,47,6.852741821181754,8.574468085106384
1254,2019,3,1,3,other,3,5.775846886340573,12.0
1255,2019,3,1,3,ped_car,5,4.914964274754728,8.2
1256,2019,3,1,3,ped_only,1,10.0195617367341,2.0
1257,2019,3,2,2,bike_car,3,4.25852373753613,9.333333333333334
1258,2019,3,2,2,bike_only,3,3.7259652671950967,5.333333333333333
1259,2019,3,2,2,car_only,6,9.017380898287927,10.833333333333334
1260,2019,3,2,2,ped_car,6,10.9635371733727,7.166666666666667
1261,2019,3,2,2,ped_only,2,6.818972981731955,1.5
1262,2019,3,2,3,bike_car,18,7.383323152023873,8.11111111111111
1263,2019,3,2,3,bike_only,4,5.712798297732717,7.75
1264,2019,3,2,3,car_only,56,8.488041145359983,8.339285714285714
1265,2019,3,2,3,other,7,5.973641511797695,10.571428571428571
1266,2019,3,2,3,ped_car,12,9.545168342679084,6.583333333333333
1267,2019,3,2,3,ped_only,2,2.02085175631752,12.0
1268,2019,3,3,2,bike_car,3,8.930967631253884,9.0
1269,2019,3,3,2,bike_only,1,8.59157451036271,1.0
1270,2019,3,3,2,car_only,10,8.253756206876341,6.6
1271,2019,3,3,2,other,2,7.7772368800235805,8.5
1272,2019,3,3,2,ped_car,4,3.5384838927859223,5.75
1273,2019,3,3,2,ped_only,1,3.29688047188009,21.0
1274,2019,3,3,3,bike_car,39,7.2791422501927805,7.82051282051282
1275,2019,3,3,3,bike_only,11,3.864282033066354,11.363636363636363
1276,2019,3,3,3,bike_ped,6,3.874238586502868,7.0
1277,2019,3,3,3,car_only,54,6.571639901741384,8.518518518518519
1278,2019,3,3,3,other,2,9.281953222295595,8.0
1279,2019,3,3,3,ped_car,15,7.902290494164975,12.133333333333333
1280,2019,3,3,3,ped_only,4,11.681068127334013,6.5
1281,2019,3,4,1,ped_car,1,3.20375947906148,3.0
1282,2019,3,4,2,bike_car,4,8.467512573184148,16.25
1283,2019,3,4,2,bike_only,3,8.93186685146363,10.666666666666666
1284,2019,3,4,2,bike_ped,1,6.63499663796876,29.0
1285,2019,3,4,2,car_only,10,7.3137071970906975,12.0
1286,2019,3,4,2,ped_car,5,6.217880404396071,9.4
1287,2019,3,4,3,bike_car,34,7.5231977128798855,9.294117647058824
1288,2019,3,4,3,bike_only,8,7.830468408841985,6.125
1289,2019,3,4,3,bike_ped,3,8.203846408818693,7.333333333333333
1290,2019,3,4,3,car_only,54,8.410083427927585,10.37037037037037
1291,2019,3,4,3,other,2,8.25853383367686,9.0
1292,2019,3,4,3,ped_car,7,7.474957292072454,4.0
1293,2019,3,4,3,ped_only,3,10.039670866436717,8.666666666666666
1294,2019,3,5,2,bike_car,4,10.794788757850714,2.5
1295,2019,3,5,2,bike_only,1,8.90952231291315,5.0
1296,2019,3,5,2,car_only,14,10.830386261678873,5.5
1297,2019,3,5,2,ped_car,5,12.273161987914676,7.6
1298,2019,3,5,3,bike_car,43,5.92861016919658,10.930232558139535
1299,2019,3,5,3,bike_only,12,6.807195415839747,8.166666666666666
1300,2019,3,5,3,bike_ped,2,2.7389162366842,10.0
1301,2019,3,5,3,car_only,65,8.072783579821087,8.723076923076922
1302,2019,3,5,3,other,3,5.25735566295299,14.0
1303,2019,3,5,3,ped_car,16,8.209778575547851,9.5
1304,2019,3,5,3,ped_only,2,6.91873105554907,11.0
1305,2019,3,6,2,bike_car,5,4.702492663749107,13.8
1306,2019,3,6,2,bike_only,3,6.607343891648493,7.333333333333333
1307,2019,3,6,2,car_only,8,7.673461887270974,6.75
1308,2019,3,6,2,other,3,6.505946743884582,3.6666666666666665
1309,2019,3,6,2,ped_car,5,7.9450286995636095,5.4
1310,2019,3,6,3,bike_car,28,6.493473294299952,7.857142857142857
1311,2019,3,6,3,bike_only,6,7.2201610562399035,5.333333333333333
1312,2019,3,6,3,bike_ped,3,8.835484459629367,7.333333333333333
1313,2019,3,6,3,car_only,42,7.365091312549894,8.5
1314,2019,3,6,3,other,5,8.09635550652801,17.4
1315,2019,3,6,3,ped_car,5,4.386067246972546,8.4
1316,2019,3,6,3,ped_only,1,12.6039385351368,8.0
1317,2019,3,7,2,bike_car,6,9.164713280910405,14.5
1318,2019,3,7,2,bike_only,1,2.58409321226461,5.0
1319,2019,3,7,2,bike_ped,1,12.8271061744471,2.0
1320,2019,3,7,2,car_only,9,8.823714332640705,5.111111111111111
1321,2019,3,7,2,other,2,10.56580778939775,3.5
1322,2019,3,7,2,ped_car,3,4.85829206978726,4.333333333333333
1323,2019,3,7,2,ped_only,1,7.02883967136204,17.0
1324,2019,3,7,3,bike_car,17,6.039634033055264,7.0588235294117645
1325,2019,3,7,3,bike_only,6,4.606062215121005,3.0
1326,2019,3,7,3,bike_ped,4,6.212779961426815,9.0
1327,2019,3,7,3,car_only,66,8.308743964374036,7.833333333333333
1328,2019,3,7,3,other,2,14.630029122082451,9.0
1329,2019,3,7,3,ped_car,19,7.5389420833707845,14.157894736842104
1330,2019,4,1,2,bike_car,1,11.4512143256,1.0
1331,2019,4,1,2,car_only,4,10.45980174753415,3.75
1332,2019,4,1,2,other,1,13.8954254662013,2.0
1333,2019,4,1,3,bike_car,11,8.284736592715765,9.272727272727273
1334,2019,4,1,3,bike_only,4,3.5863839441684675,15.25
1335,2019,4,1,3,bike_ped,6,7.411512400577763,10.666666666666666
1336,2019,4,1,3,car_only,29,8.622529279165416,9.620689655172415
1337,2019,4,1,3,other,5,4.903873099628826,4.0
1338,2019,4,1,3,ped_car,3,5.16032890440188,5.666666666666667
1339,2019,4,2,2,bike_car,3,15.167483343603019,19.333333333333332
1340,2019,4,2,2,bike_only,2,5.575918285192835,2.0
1341,2019,4,2,2,bike_ped,1,8.08037503857763,2.0
1342,2019,4,2,2,car_only,7,9.029206933674008,6.571428571428571
1343,2019,4,2,2,other,2,14.6247121277166,1.0
1344,2019,4,2,2,ped_car,6,8.76519278022374,4.833333333333333
1345,2019,4,2,2,ped_only,1,8.61466505536024,18.0
1346,2019,4,2,3,bike_car,55,7.16692402427298,8.818181818181818
1347,2019,4,2,3,bike_only,20,5.241144626030449,8.45
1348,2019,4,2,3,bike_ped,4,7.12448723434927,4.0
1349,2019,4,2,3,bike_ped_car,1,0.491675391558,2.0
1350,2019,4,2,3,car_only,78,8.156593183104976,10.192307692307692
1351,2019,4,2,3,other,5,6.522524813563396,8.2
1352,2019,4,2,3,ped_car,14,7.132311511283453,6.5
1353,2019,4,2,3,ped_only,2,6.93819567403193,5.5
1354,2019,4,3,2,bike_car,13,6.44121436110325,10.923076923076923
1355,2019,4,3,2,bike_only,2,7.348005848393315,23.5
1356,2019,4,3,2,bike_ped,2,6.013850339520184,3.5
1357,2019,4,3,2,car_only,17,7.4919957270908295,6.117647058823529
1358,2019,4,3,2,other,2,5.507411643555695,9.0
1359,2019,4,3,2,ped_car,6,9.21279322236122,7.0
1360,2019,4,3,2,ped_only,1,7.64241775731036,1.0
1361,2019,4,3,3,bike_car,66,6.309099691655971,8.257575757575758
1362,2019,4,3,3,bike_only,19,6.6422257494251715,7.473684210526316
1363,2019,4,3,3,bike_ped,5,6.19338518516807,7.2
1364,2019,4,3,3,bike_ped_car,1,2.91193844693771,1.0
1365,2019,4,3,3,car_only,109,8.055650256195026,7.36697247706422
1366,2019,4,3,3,other,9,3.07994852337106,7.555555555555555
1367,2019,4,3,3,ped_car,14,8.299241594638643,8.5
1368,2019,4,3,3,ped_only,1,4.47935520692372,11.0
1369,2019,4,4,2,bike_car,6,4.223790386480702,7.333333333333333
1370,2019,4,4,2,bike_only,2,8.58883132699147,1.5
1371,2019,4,4,2,car_only,9,11.19055116369865,6.222222222222222
1372,2019,4,4,2,other,1,19.7015465992633,6.0
1373,2019,4,4,2,ped_car,2,7.43429504071154,8.0
1374,2019,4,4,3,bike_car,41,7.403498393830558,7.560975609756097
1375,2019,4,4,3,bike_only,16,6.220781321431699,9.875
1376,2019,4,4,3,bike_ped,10,5.601254719301003,10.5
1377,2019,4,4,3,car_only,67,9.032773295093826,6.776119402985074
1378,2019,4,4,3,other,6,7.496192678649144,3.8333333333333335
1379,2019,4,4,3,ped_car,11,6.320116686860744,8.181818181818182
1380,2019,4,4,3,ped_only,3,4.863388730677392,9.666666666666666
1381,2019,4,5,2,bike_car,6,9.076465802502085,8.833333333333334
1382,2019,4,5,2,bike_only,4,3.909287973985383,11.5
1383,2019,4,5,2,car_only,3,5.942142459395073,12.333333333333334
1384,2019,4,5,2,other,1,1.17668610465287,25.0
1385,2019,4,5,2,ped_car,3,3.956821254482774,24.666666666666668
1386,2019,4,5,3,bike_car,43,6.408227337086387,9.232558139534884
1387,2019,4,5,3,bike_only,14,7.187891992873557,4.928571428571429
1388,2019,4,5,3,bike_ped,6,5.225966034084286,9.666666666666666
1389,2019,4,5,3,car_only,68,8.555972242513796,8.705882352941176
1390,2019,4,5,3,other,7,9.677368855743023,7.142857142857143
1391,2019,4,5,3,ped_car,15,7.708014175116972,5.533333333333333
1392,2019,4,5,3,ped_only,4,4.029991652663602,10.0
1393,2019,4,6,2,bike_car,3,6.920426222300869,2.3333333333333335
1394,2019,4,6,2,bike_ped,1,9.67103467750432,7.0
1395,2019,4,6,2,car_only,7,10.348316226464059,10.285714285714286
1396,2019,4,6,2,ped_car,6,11.724715567965367,9.0
1397,2019,4,6,2,ped_only,1,3.11898169736542,42.0
1398,2019,4,6,3,bike_car,33,7.1658145329795815,8.515151515151516
1399,2019,4,6,3,bike_only,12,6.913525087132531,6.083333333333333
1400,2019,4,6,3,bike_ped,3,2.1810332117934434,4.0
1401,2019,4,6,3,car_only,54,7.064491341677928,7.962962962962963
1402,2019,4,6,3,other,5,10.170931893757091,14.2
1403,2019,4,6,3,ped_car,3,4.52615524669769,5.0
1404,2019,4,7,1,car_only,1,15.015133876133,9.0
1405,2019,4,7,2,bike_car,4,13.268607332542645,6.5
1406,2019,4,7,2,bike_only,2,8.312075918129965,7.5
1407,2019,4,7,2,bike_ped,2,9.06133983310188,10.0
1408,2019,4,7,2,car_only,7,10.91051802151156,23.285714285714285
1409,2019,4,7,2,ped_car,3,6.48068112189812,11.333333333333334
1410,2019,4,7,3,bike_car,23,6.494201150462891,7.6521739130434785
1411,2019,4,7,3,bike_only,8,8.335937764279798,5.75
1412,2019,4,7,3,bike_ped,1,3.24061244530454,4.0
1413,2019,4,7,3,car_only,33,7.591072210431751,10.545454545454545
1414,2019,4,7,3,other,3,6.925881471778809,7.0
1415,2019,4,7,3,ped_car,7,9.07462183946006,12.571428571428571
1416,2019,4,7,3,ped_only,2,6.357235738482656,5.0
1417,2019,5,1,2,bike_car,4,11.60952573524197,4.25
1418,2019,5,1,2,bike_only,1,0.557191377840232,10.0
1419,2019,5,1,2,bike_ped,1,3.29171937691682,4.0
1420,2019,5,1,2,car_only,12,8.379540464616957,10.0
1421,2019,5,1,2,ped_car,3,9.654266224440123,2.0
1422,2019,5,1,3,bike_car,23,7.286310714334465,10.478260869565217
1423,2019,5,1,3,bike_only,4,5.765610005659638,4.75
1424,2019,5,1,3,bike_ped,6,3.9528654677561335,10.666666666666666
1425,2019,5,1,3,car_only,31,8.983237222029016,10.741935483870968
1426,2019,5,1,3,other,1,4.25521771976876,4.0
1427,2019,5,1,3,ped_only,4,10.639014127662294,5.75
1428,2019,5,2,2,bike_car,6,6.8405655562854335,6.166666666666667
1429,2019,5,2,2,bike_only,5,6.001399248618736,10.4
1430,2019,5,2,2,car_only,8,9.706863141209803,11.375
1431,2019,5,2,2,other,1,8.84538391007021,10.0
1432,2019,5,2,2,ped_car,6,7.73005287444327,5.666666666666667
1433,2019,5,2,2,ped_only,1,4.90798507170273,9.0
1434,2019,5,2,3,bike_car,48,7.287522433579421,8.895833333333334
1435,2019,5,2,3,bike_only,17,7.161291962299953,9.176470588235293
1436,2019,5,2,3,bike_ped,3,8.075350903264836,3.6666666666666665
1437,2019,5,2,3,car_only,63,8.866108307836443,8.095238095238095
1438,2019,5,2,3,other,4,9.35313280791977,3.0
1439,2019,5,2,3,ped_car,13,9.012725854967169,6.384615384615385
1440,2019,5,2,3,ped_only,1,9.24355241950553,1.0
1441,2019,5,3,1,bike_only,1,24.8785976148658,2.0
1442,2019,5,3,2,bike_car,4,8.897551962467505,9.75
1443,2019,5,3,2,bike_only,3,4.89907579335833,5.333333333333333
1444,2019,5,3,2,bike_ped,1,3.1020704767723,3.0
1445,2019,5,3,2,car_only,5,10.482056840061997,11.6
1446,2019,5,3,2,other,2,6.771487929241205,2.5
1447,2019,5,3,2,ped_car,3,6.990472444519837,3.0
1448,2019,5,3,3,bike_car,42,6.254139580672698,11.333333333333334
1449,2019,5,3,3,bike_only,22,6.25652357461554,9.045454545454545
1450,2019,5,3,3,bike_ped,3,8.323318272696627,3.6666666666666665
1451,2019,5,3,3,bike_ped_car,1,4.83349851805519,4.0
1452,2019,5,3,3,car_only,67,8.17739878868094,7.656716417910448
1453,2019,5,3,3,other,4,12.753155300970654,5.25
1454,2019,5,3,3,ped_car,8,7.204198653206176,7.5
1455,2019,5,3,3,ped_only,2,8.845591953198214,11.0
1456,2019,5,4,2,bike_car,6,6.747699427057143,7.0
1457,2019,5,4,2,bike_only,3,8.794286620379356,5.0
1458,2019,5,4,2,car_only,11,11.042064321535625,11.181818181818182
1459,2019,5,4,2,other,4,5.032287911619507,2.5
1460,2019,5,4,2,ped_car,3,10.793389498151692,6.333333333333333
1461,2019,5,4,2,ped_only,1,7.2357897853535,11.0
1462,2019,5,4,3,bike_car,63,6.989550152593977,9.555555555555555
1463,2019,5,4,3,bike_only,14,5.888522138450676,20.5
1464,2019,5,4,3,bike_ped,6,3.015707784877725,9.666666666666666
1465,2019,5,4,3,car_only,97,8.30450957642682,9.381443298969073
1466,2019,5,4,3,other,12,6.689107706193732,11.0
