,month,weekday,number_of_accidents,mean_distance_km,mean_location_density,severity_score,clusters
0,-1.6483070111334515,-1.558243092097716,-0.5987012711374965,-1.5378277992531275,0.9916323591733986,0.9020973534296242,2
1,-1.6483070111334515,-1.558243092097716,-0.15893708139139046,0.43249293979925185,-0.6915004837589718,0.9020973534296242,1
2,-1.6483070111334515,-1.558243092097716,-0.48876022370096994,1.0206227931965393,0.2047131079322904,0.9020973534296242,1
3,-1.6483070111334515,-1.558243092097716,-0.3238486525461802,-0.2664263731340994,-0.31989972622844853,-0.8717889029177561,0
4,-1.6483070111334515,-1.558243092097716,-0.5987012711374965,-0.30984815557984513,-1.1723955817396492,-0.8717889029177561,0
5,-1.6483070111334515,-1.558243092097716,0.4457386795095053,0.2907776508897525,0.15553065472972114,-0.8717889029177561,0
6,-1.6483070111334515,-1.558243092097716,-0.5437307474192332,-0.6745367681186202,2.6638357680607534,-0.8717889029177561,2
7,-1.6483070111334515,-1.558243092097716,-0.37881917626444345,-0.39437779502863224,-0.18874651768826375,-0.8717889029177561,0
8,-1.6483070111334515,-1.558243092097716,-0.5437307474192332,0.17562966497910015,0.2047131079322904,-0.8717889029177561,0
9,-1.6483070111334515,-1.0458407206502112,-0.5987012711374965,-2.531888140880431,1.975281423224784,2.6759836097770044,2
10,-1.6483070111334515,-1.0458407206502112,-0.37881917626444345,-0.5281473017908883,-0.9756657689293721,0.9020973534296242,1
11,-1.6483070111334515,-1.0458407206502112,-0.5437307474192332,-2.1064660121570182,0.2047131079322904,0.9020973534296242,2
12,-1.6483070111334515,-1.0458407206502112,-0.5987012711374965,-1.954566601902877,6.106607492240602,0.9020973534296242,2
13,-1.6483070111334515,-1.0458407206502112,-0.15893708139139046,0.9333500859547407,-0.472911802858664,0.9020973534296242,1
14,-1.6483070111334515,-1.0458407206502112,-0.2139076051096537,0.18444299542701004,-0.2871114240934023,0.9020973534296242,1
15,-1.6483070111334515,-1.0458407206502112,-0.48876022370096994,0.7582023507603824,-0.7789359561190949,0.9020973534296242,1
16,-1.6483070111334515,-1.0458407206502112,0.6656207743825583,-0.38428454268546786,0.12274235259467506,-0.8717889029177561,0
17,-1.6483070111334515,-1.0458407206502112,0.11591553719992578,-0.5889808866651477,-0.09038161128312522,-0.8717889029177561,0
18,-1.6483070111334515,-1.0458407206502112,-0.37881917626444345,-1.245481742254282,-0.18874651768826375,-0.8717889029177561,0
19,-1.6483070111334515,-1.0458407206502112,2.754500675676562,0.09704465488190853,0.2776935223619093,-0.8717889029177561,0
20,-1.6483070111334515,-1.0458407206502112,-0.37881917626444345,0.8944806603665422,-0.42482229306059627,-0.8717889029177561,0
21,-1.6483070111334515,-1.0458407206502112,0.11591553719992578,-0.07369427914982676,0.007983295122013323,-0.8717889029177561,0
22,-1.6483070111334515,-1.0458407206502112,-0.48876022370096994,-0.8773009415486608,-0.7789359561190949,-0.8717889029177561,0
23,-1.6483070111334515,-0.5334383492027064,-0.5437307474192332,0.08441758000841579,0.2047131079322904,2.6759836097770044,1
24,-1.6483070111334515,-0.5334383492027064,-0.5987012711374965,-0.7360045967345993,0.4014429207425675,0.9020973534296242,1
25,-1.6483070111334515,-0.5334383492027064,-0.5437307474192332,-0.9490248585888477,-1.1723955817396492,0.9020973534296242,1
26,-1.6483070111334515,-0.5334383492027064,-0.5437307474192332,1.3835010126767884,-0.09038161128312522,0.9020973534296242,1
27,-1.6483070111334515,-0.5334383492027064,-0.37881917626444345,1.766748761845646,0.08667522024612422,0.9020973534296242,1
28,-1.6483070111334515,-0.5334383492027064,0.060945013481662536,0.3026807189507852,-0.5670730807849504,0.9020973534296242,1
29,-1.6483070111334515,-0.5334383492027064,0.6656207743825583,-0.5100359494340548,-0.2789143485596407,-0.8717889029177561,0
30,-1.6483070111334515,-0.5334383492027064,-0.3238486525461802,-0.9731773725161439,-0.41826463263358704,-0.8717889029177561,0
31,-1.6483070111334515,-0.5334383492027064,-0.4337896999827067,-1.0026817488096775,-1.2707604881447876,-0.8717889029177561,0
32,-1.6483070111334515,-0.5334383492027064,2.644559628240035,0.25621889259684244,0.22438608921331804,-0.8717889029177561,0
33,-1.6483070111334515,-0.5334383492027064,-0.48876022370096994,-0.5165870032317147,0.007983295122013323,-0.8717889029177561,0
34,-1.6483070111334515,-0.5334383492027064,0.6656207743825583,-0.1455118044891423,0.5571873558840367,-0.8717889029177561,0
35,-1.6483070111334515,-0.5334383492027064,-0.5987012711374965,-0.6375864682146998,1.975281423224784,-0.8717889029177561,2
36,-1.6483070111334515,-0.021035977755201538,-0.37881917626444345,0.37210938427302487,-0.3067844053744299,0.9020973534296242,1
37,-1.6483070111334515,-0.021035977755201538,-0.5987012711374965,2.1297985187931605,-0.9756657689293721,0.9020973534296242,1
38,-1.6483070111334515,-0.021035977755201538,-0.5987012711374965,0.13457847071346202,-1.3691253945499262,0.9020973534296242,1
39,-1.6483070111334515,-0.021035977755201538,-0.26887812882791695,0.23347096573941403,0.17660884895939377,0.9020973534296242,1
40,-1.6483070111334515,-0.021035977755201538,0.3357976320729788,0.709826499747639,0.48887839310269066,0.9020973534296242,1
41,-1.6483070111334515,-0.021035977755201538,-0.5987012711374965,1.678602829414664,-1.1723955817396492,0.9020973534296242,1
42,-1.6483070111334515,-0.021035977755201538,1.050414440410401,-0.7004931069001199,-0.6075906352843375,-0.8717889029177561,0
43,-1.6483070111334515,-0.021035977755201538,-0.3238486525461802,0.37554147052073433,-0.5822061433088179,-0.8717889029177561,0
44,-1.6483070111334515,-0.021035977755201538,-0.26887812882791695,-0.5069696189322149,-0.44168484844433425,-0.8717889029177561,0
45,-1.6483070111334515,-0.021035977755201538,2.644559628240035,0.13138042409087014,0.16208831515673033,-0.8717889029177561,0
46,-1.6483070111334515,-0.021035977755201538,-0.3238486525461802,-1.2455403732870205,-0.25432312195835605,-0.8717889029177561,0
47,-1.6483070111334515,-0.021035977755201538,0.610650250664295,0.21418758167355956,0.4271033311091253,-0.8717889029177561,0
48,-1.6483070111334515,-0.021035977755201538,-0.48876022370096994,-0.5612046471956342,1.7129750061444147,-0.8717889029177561,2
49,-1.6483070111334515,0.4913663936923033,-0.3238486525461802,-0.4340197991529635,-0.6477827475789102,0.9020973534296242,1
50,-1.6483070111334515,0.4913663936923033,-0.2139076051096537,-0.1077042589369633,0.03257452172329796,0.9020973534296242,1
51,-1.6483070111334515,0.4913663936923033,-0.5987012711374965,1.7323332750239566,-1.1723955817396492,0.9020973534296242,1
52,-1.6483070111334515,0.4913663936923033,0.3357976320729788,1.2187010521844217,0.2921485802924136,0.9020973534296242,1
53,-1.6483070111334515,0.4913663936923033,-0.5987012711374965,0.5261597403455989,-0.18874651768826375,0.9020973534296242,1
54,-1.6483070111334515,0.4913663936923033,1.2153260115651907,-0.4820925051050754,0.2567886466173639,-0.8717889029177561,0
55,-1.6483070111334515,0.4913663936923033,-0.3238486525461802,-0.45617705405628495,0.07355989939210579,-0.8717889029177561,0
56,-1.6483070111334515,0.4913663936923033,-0.5987012711374965,-1.3711785136854677,6.8935267434817105,-0.8717889029177561,2
57,-1.6483070111334515,0.4913663936923033,2.8094711993948254,0.3366612691987326,0.24530814867091885,-0.8717889029177561,0
58,-1.6483070111334515,0.4913663936923033,-0.48876022370096994,-0.5563303486233834,1.1883621719836757,-0.8717889029177561,2
59,-1.6483070111334515,0.4913663936923033,1.050414440410401,0.36742074035554145,0.1412518779934914,-0.8717889029177561,0
60,-1.6483070111334515,0.4913663936923033,-0.3238486525461802,-0.17322668067691968,0.8604791506332141,-0.8717889029177561,0
61,-1.6483070111334515,1.0037687651398082,-0.5437307474192332,1.6145462966128048,-0.18874651768826375,0.9020973534296242,1
